episode,avg_reward,avg_ey,avg_ephi,avg_v,episode_time,progress
1,0.4929376624441449,-0.3786349862714486,-0.005432564199709962,0.6723949281401813,0.006054401397705078,0.0
2,0.21405287820063384,-2.7474829607427234,-0.020662704327503605,0.5765163586956521,0.0061647891998291016,0.0
3,0.12634552203316218,-0.6419673685771177,-0.22399873156867497,0.5560045089746881,0.00536036491394043,0.0
4,0.535223434256174,-2.2745477855785765,-0.025144171512180406,0.7599202369439072,0.0061190128326416016,0.0
5,0.5958906736093154,-4.21120335668341,-0.023078430408415625,0.767488821684588,0.011827945709228516,0.0
6,0.08818535867436617,-0.5936750504962167,-0.24641535743813242,0.4220501750541127,0.005607128143310547,0.0
7,1.0222506409373695,-0.46068652987147485,-0.13882624382414657,0.6482622820252352,0.005479574203491211,0.0
8,0.2807962080973021,-0.3039033002351051,-0.16825316042612157,0.5045920257504445,0.008613348007202148,0.0
9,0.2767142323233309,-0.33224566071344336,-0.1653729179222995,0.523231781879077,0.0056498050689697266,0.0
10,0.2698022137161356,-0.3532224980460429,-0.16863221854937582,0.5723554737107568,0.01779031753540039,0.0
11,0.26876211358992647,-0.3840259392783296,-0.15529975787745626,0.5905502530125082,0.0057489871978759766,0.0
12,0.2703023880146309,-0.3847156650148216,-0.17341564724590172,0.5285566229198764,0.010951042175292969,0.0
13,0.2823189030021073,-0.25546874465580627,-0.17834072393110417,0.4087322378574589,0.006436586380004883,0.0
14,0.6337429083715833,-0.545360029033598,-0.17610356553371348,0.6173832527988258,0.0070035457611083984,0.0
15,0.17569302782267873,-0.5563241407760676,-0.19525816365293,0.5802540616167595,0.0054132938385009766,0.0
16,0.27694311772319974,-3.993302582066407,-0.15337244448714843,0.623964733727819,0.011572122573852539,0.0
17,0.32223608687469585,-0.3667942303633666,-0.1560325884421888,0.6818311237789421,0.0053904056549072266,0.0
18,0.27916844148644615,-0.30775083646099016,-0.1751379203972677,0.4918732574222353,0.01177978515625,0.0
19,0.5801838262302962,-4.86229426213307,-0.043404208030524756,0.7491322392086333,0.005716800689697266,0.0
20,0.24908307356600096,-0.5656525483990116,-0.1707962610745838,0.773389301742591,0.008789539337158203,0.0
21,0.23736792271061596,-0.43804401806174714,-0.15271583267438324,0.7085808168629504,0.0064504146575927734,0.0
22,0.3111084955785942,-0.4099807994320162,-0.14554301544322354,0.7220228461761724,0.01228022575378418,0.0
23,0.27934192287931126,-0.26860784491660666,-0.1662644947009474,0.4383941109083591,0.0058574676513671875,0.0
24,0.27354406017602184,-0.40651609155794294,-0.1653558380625368,0.632616304160514,0.0046939849853515625,0.0
25,0.2720057997516226,-0.44930194414277874,-0.17505586089753464,0.6792999051580577,0.006605386734008789,0.0
26,0.28927988521363107,-0.28457918422990575,-0.16223693386951793,0.47499540733632273,0.0053310394287109375,0.0
27,0.2751459975608425,-0.3199466357569926,-0.1682009474519309,0.46119104756306395,0.010859489440917969,0.0
