episode,avg_reward,avg_ey,avg_ephi,avg_v,episode_time,distance_traveled
1,0.42060765753816703,2.0454823458090714,0.1953489310918318,0.5790482484516218,0.006934165954589844,29.767270702422213
2,0.20490797645535422,2.1844411504563404,0.19754383712554793,0.5675188017090015,0.005095005035400391,34.075450950275304
3,0.3564994134719255,2.3075013117531977,0.2346118233519902,0.6443304037373174,0.005885601043701172,28.4158230780306
4,0.36937845655613716,-1.9749546399326838,-0.0893412726323688,0.6713075451401662,0.00606536865234375,71.71496387461639
5,0.253816865414734,-2.261903756720376,-0.20856316499622077,0.6214073543750267,0.015686511993408203,33.30118498943998
6,0.35454568123704894,2.449439240109496,0.14552288799277047,0.6040620992391752,0.005213737487792969,45.67879872130667
7,0.4227486774816246,2.25739493331316,0.17343641779450703,0.5858357577334101,0.006570577621459961,38.275058527933744
8,0.21665934802751266,2.1678431805208755,0.1792100255531322,0.5564182650515807,0.0056993961334228516,33.65658820293717
9,0.35391902271984704,2.6384900608093864,0.14402019162862595,0.5986411415777053,0.007490634918212891,45.80905828558699
10,0.14062674478768716,-2.4284382241666544,-0.2055649789667378,0.6383541259960093,0.007713794708251953,33.18541305030553
11,0.2156166092648022,-2.8011232342324153,-0.10078945968307598,0.6645423427603677,0.007007122039794922,68.61536008040058
12,0.32770875317546594,2.032812324178289,0.2065522702936926,0.6499463306298873,0.01137089729309082,30.60443843005979
13,0.3864771992136371,1.4048801586695558,-0.057892722936549436,0.6548779458010578,0.006641864776611328,89.18352245210336
14,0.3409224600442137,2.6646539173164085,0.14224428762581864,0.6788859146579231,0.00470733642578125,52.228748640070286
15,0.2519196518659656,-0.80049287796139,0.053269009256532864,0.5607865121580548,0.013332366943359375,144.29083594707419
16,0.2602302251508089,2.497543572656596,0.11300387904552611,0.6406210633950307,0.00681614875793457,59.6155689730063
17,0.3006494799115977,2.8886852820279243,0.12759301609095525,0.636722474818638,0.006913423538208008,53.40806603662425
18,0.3335832414161172,1.8982647232435548,0.18755345114403685,0.6300879888958713,0.00529026985168457,30.511564272047426
19,0.4700706928796686,2.0806499926554105,0.19891279885164936,0.727187876455155,0.007504940032958984,35.04332314994252
20,0.41376884611050524,1.7122322593671684,-0.039573143155835884,0.6514619612068966,0.008614778518676758,180.06010851235334
21,0.3554481129167946,2.0721830892314945,0.15943602632271017,0.6506382373995083,0.007838964462280273,40.34443712358499
22,0.21353369473173417,2.3117248442165677,0.18690416644322658,0.6045392610923199,0.006152629852294922,36.92705667781509
23,0.4778046039706492,3.0175596626483254,-0.02375002685766723,0.7459030693950178,0.005043745040893555,167.1207688818133
24,0.2735626766996639,2.180525617599582,0.1446802074234754,0.625376954096387,0.006697416305541992,44.77737576033167
25,0.5752831353007893,1.0471550109515533,0.1663886961990624,0.6199397453542914,0.006232023239135742,21.599658290169444
26,0.2376916042723105,-2.2466993106551265,-0.17936799046933447,0.6127848217988009,0.0065059661865234375,36.13459782637837
27,0.3136166062486539,2.0930678228559096,0.09846190076669072,0.6559671393689771,0.006514549255371094,66.81072512950446
28,0.35761190335033377,2.3154574473086478,0.14704755073276707,0.6473509048151164,0.025545358657836914,48.35145415775696
29,0.47583840381586434,0.48656518400133797,0.032244201423290916,0.7327986066878982,0.005200624465942383,182.21493586762898
30,0.2231094985664002,1.5453772687566243,0.15706612244833648,0.6401608308182468,0.00647735595703125,29.564290493427706
31,0.29680818050931607,2.374273912729072,0.1660837677721819,0.5989647033269783,0.007919073104858398,41.43102555660479
32,0.5254699582482583,-2.312348588965227,-0.23128485792525497,0.6648134668744626,0.0074155330657958984,28.692040242412837
33,0.4087993959206733,1.9516860438459234,0.15068457627331316,0.6312023151896823,0.006085634231567383,42.374503888962224
34,0.4294726908940482,1.9815726569268424,0.17160971020924534,0.665560946641264,0.008344650268554688,35.20596874880444
35,0.3049313229436167,0.24834847224471393,0.06874854499236775,0.6005158457249071,0.006309986114501953,127.74770397868473
36,0.3334656640924229,1.9338210452744713,0.2108106495273973,0.5907825111149955,0.005339384078979492,28.076750567174646
37,0.31051630895288895,0.49682521523534506,0.08877755949971573,0.6817160840733774,0.00798654556274414,29.67401952403571
38,0.1980968521176542,0.6993251507005565,0.09945261542832233,0.5416248380036763,0.007736921310424805,29.483512590621917
39,0.3742615642025158,0.780888420356166,0.1562624009529532,0.5245833569434322,0.005242347717285156,19.059276348403607
40,0.5711447967776685,2.308557491666701,0.19271514092994124,0.6872479763754739,0.006504535675048828,36.180746886549976
41,0.49508987615624034,2.027268888493542,0.15930355545676864,0.6611109790111016,0.0074422359466552734,39.047611471791946
42,0.4311570727440261,3.2481420882562992,0.11973320648008823,0.689098448884498,0.0071904659271240234,55.948761632780965
43,0.36398717889204774,2.1759464179824617,0.18251705319551845,0.6379861570381633,0.01215362548828125,37.137417569645855
44,0.1793474911833721,1.999351329444944,0.07690903656162237,0.6007938125,0.013759136199951172,95.15185523895998
45,0.34549761622657765,-2.1975967537526087,-0.1263859359497019,0.6579765918406348,0.005758523941040039,51.31670874912072
46,0.4410591790525498,2.1165929946872875,0.18544032445742203,0.6587392471158174,0.006275177001953125,33.5469262143431
47,0.3180448304338125,1.0480364105603976,0.06990864998391629,0.670533149509804,0.0071849822998046875,108.1325037650442
48,0.3387638926188481,1.745451972275683,0.13781166722403407,0.6252933525392075,0.009035587310791016,49.510924984601054
49,0.3442861880352682,-2.250322781846867,-0.15740153778135854,0.6348827409879811,0.006832599639892578,39.7525642294401
50,0.3802551419401799,2.0835826160082287,0.18909639571894452,0.5571372573380641,0.008121013641357422,31.892850646497696
51,0.5068589350857445,0.9210376182770494,0.1188546735511395,0.6534792799927486,0.008069992065429688,33.86938887895604
52,0.1999780813639404,2.307084819384472,0.21266451522806656,0.5750076832916313,0.00574040412902832,34.17669066293517
53,0.09828201012862131,1.833203044324807,0.09079454636958759,0.4776988074204947,0.006476879119873047,107.1902490680116
54,0.28848339170283166,2.273946813544781,0.06117565436512928,0.7564537219101124,0.0057718753814697266,106.45999343772044
55,0.40767871787574594,2.3452034040253964,0.15751798672486814,0.6347691875092152,0.007947683334350586,42.747357292238
56,0.46970062528973633,2.4826901003602613,0.2116265407640874,0.6371185123693327,0.007433891296386719,30.14487460370775
57,0.5385327646481787,-1.2116387120753673,-0.03839085060892152,0.8294576962809918,0.008238792419433594,158.98183057480463
58,0.41445886173328106,2.6654510841302583,0.17985398905959013,0.6026268893317958,0.007080793380737305,39.74504438555114
59,0.21969627479290044,-2.4308829338181024,-0.14124604682031455,0.6214236493242383,0.006028890609741211,50.30607165983913
60,0.30690423902209424,1.2667227447008171,0.09075194173612808,0.627949229941337,0.0054473876953125,73.88033638292451
61,0.4782771790709981,2.328290213919148,0.19222024148519307,0.7218281776839623,0.010850191116333008,34.88569721929562
62,0.2468794966526905,2.0057503064723994,0.15734871726992852,0.5337229810646537,0.005848884582519531,40.71893463192489
63,0.36264749719352685,2.859805127033047,0.13897820219191503,0.6601762985620474,0.009223461151123047,50.42139326824405
64,0.7216852280506006,1.2412625703295819,0.17189254295683884,0.6695284842555407,0.009021520614624023,24.785655958758717
65,0.28677848788291216,2.297231103409908,0.05840564062270896,0.7070938125,0.008139848709106445,112.00541967938855
66,0.3334665424708877,-1.9960427991456142,-0.14792417889284135,0.7057222972942492,0.00804281234741211,45.082025304411644
67,0.47589555683802365,-3.007431116544643,0.020922460319132006,0.7627837359550563,0.007099151611328125,270.20492008567544
68,0.4996486372303179,2.2429989628746987,0.21520661126589363,0.6812047531882508,0.006419658660888672,30.95231833250329
69,0.44032138581692826,2.094938530588803,0.14217108597250033,0.6668883666201291,0.011856317520141602,44.10653735738406
70,0.30738781433443746,0.6517159835782895,-0.07699961542437744,0.5434596948818898,0.006016731262207031,107.74497774595754
71,0.2705331671963027,2.337829189124547,0.1663707582614233,0.6215433949721646,0.006362438201904297,43.23134481960908
72,0.4991151883767918,2.1078041088673527,0.09837790499695069,0.7071672654151239,0.005159616470336914,68.09611895130242
73,0.25704375239405886,1.1715390322531536,0.12732765447748615,0.6542937030966155,0.007010698318481445,29.797849468548772
74,0.34317713941451133,-1.7642245672855101,-0.05673640171533129,0.6442409246575341,0.01628279685974121,111.56340007441555
75,0.30433396591831324,-1.9876229702509576,-0.10143641606174776,0.6289127100515597,0.0074727535247802734,64.2604112045534
76,0.3371573869424384,-2.1381425228059796,-0.09382108473186476,0.6648176210552975,0.007025718688964844,74.66872446034027
77,0.4227293464588484,2.61232516575201,0.0996724408798193,0.6559068281733627,0.007245063781738281,71.64313417646775
78,0.2811907967852387,-2.5340654592490277,-0.22798595914913927,0.5819959929257441,0.007287740707397461,29.41280878645056
79,0.3053975066076074,-0.9189310678174347,-0.04692820400319642,0.5396834530026109,0.005612373352050781,164.14486753540342
80,0.45316560082945767,2.1341828102621827,0.20281019257021285,0.6413144415998029,0.009703397750854492,31.714802029085686
81,0.4304261768326263,2.3475821847881004,0.07057479912966051,0.6804283376076272,0.005458354949951172,93.17162976719092
82,0.2519729433633005,0.7000181008957819,-0.06063279760878135,0.5552344122023809,0.007404804229736328,147.2336199975813
83,0.29830598756739624,-2.5370466625203965,-0.08785802430640634,0.6872847042341385,0.009217262268066406,83.40152167706691
84,0.44254273031725383,1.8793358328464904,0.13909559047362433,0.6706709272145008,0.004900455474853516,44.06259472403967
85,0.2777828832039158,-1.739585252137878,-0.050077310982016246,0.5762970014450868,0.006283760070800781,159.1702554503122
86,0.39081469606376074,1.8969168753670447,0.15891630686257785,0.643552315726836,0.005986213684082031,37.3406180401116
87,0.6254415635426415,2.2795577162851495,0.21810784060268262,0.6753085274135066,0.00788259506225586,31.31128161282316
88,0.5629627775887863,2.388481906979116,0.1549086487797928,0.6845359930716267,0.006048440933227539,43.906426677512876
89,0.3490473281761153,2.127872571554026,0.12953226580802585,0.654905062091701,0.012308835983276367,51.09330642771066
90,0.40304212834712383,-2.5647341017214518,-0.0880344683745798,0.6142709027699189,0.006728410720825195,87.31221012358122
91,0.49450201540510796,-1.3031976626882307,-0.18302020264049684,0.622329088178681,0.008239984512329102,23.638201977005
92,0.1275349001898199,-1.159412946498227,-0.13404411719991263,0.6319080296766614,0.008718252182006836,60.623552106710505
93,0.39106283468644354,2.7697923404970664,0.13304459529826398,0.6287718305862232,0.006223201751708984,53.09051727147276
94,0.4667461285302928,2.486820803578084,0.13187960489639963,0.683533497965278,0.00539851188659668,51.50169911895903
95,0.48791460695191097,3.8293128462543167,0.08959084962871271,0.6815685305827368,0.006113290786743164,73.57485858649608
96,0.48406645180210317,2.121393301258036,0.1593437712208751,0.6440223505079153,0.00778651237487793,38.57648606341036
97,0.41456325388894694,3.055253088491321,0.08441534637363259,0.650863449081294,0.006103038787841797,81.02293880137594
98,0.4227977566399615,2.309080572332479,0.14539318304476292,0.5800538088351785,0.007769346237182617,45.701520790509186
99,0.4312640876686574,2.6960981641661608,0.15823015821238035,0.6645204941860464,0.005277156829833984,44.05665769703115
100,0.30248380202922914,-1.005101236113119,-0.08520596463554497,0.6039417777412854,0.00505828857421875,81.90499826407822
101,0.34499801938503777,2.2593572041862973,0.1713394432642663,0.6545966137263735,0.004240989685058594,40.59941985687321
102,0.1000931569653926,-2.6345205387394004,-0.1438273247284041,0.5553882710893672,0.005379438400268555,46.9964468844818
