episode,avg_reward,avg_ey,avg_ephi,avg_v,episode_time,progress
1,0.59613101053251,0.35485404353635885,0.0023433922591949547,0.9355926830042556,0.0065343379974365234,0.0
2,0.42896077112053405,0.19709953965549373,-0.003879133534855307,0.6576094842797562,0.00836181640625,0.0
3,0.2862852585587353,0.6033105130980897,-0.0027966216543848037,0.5386361610608021,0.006491422653198242,0.0
4,0.46165758019965364,0.4546692972590694,-0.006122233708488789,0.7770586662371135,0.0042073726654052734,0.0
5,0.2941047261741706,0.4533340060602164,-0.000809694984481904,0.5622768603515624,0.0051043033599853516,0.0
6,0.33913378995671417,0.3413910790502763,-0.00022349154844051547,0.5751268243649481,0.022677898406982422,0.0
7,0.31066931130115266,0.7968175701160894,-0.00026139222136989555,0.5420165755641071,0.01794910430908203,0.0
8,0.39127889049612086,0.6482084296374756,0.021550847502943848,0.6562265712945592,0.007256507873535156,0.0
9,0.3004383895733497,1.4725610018642534,-0.0017593715377776018,0.5276500525455394,0.006032705307006836,0.0
10,0.45347821724073567,1.2815857479928612,0.005904343735357728,0.6737668258880517,0.01503610610961914,0.0
11,0.40955548354471116,1.2686483982880652,0.0027213605315757274,0.667744033375315,0.007582664489746094,0.0
12,0.1494908016343161,0.8794761096746473,0.004141165185767662,0.37806892349903165,0.00857234001159668,0.0
13,0.37386189351942195,0.17493991528578745,-0.04845116904529646,0.6914622133027524,0.007031440734863281,0.0
14,0.4104443594533636,1.3600278227745166,0.03255455041274545,0.7631635263929619,0.00711512565612793,0.0
15,0.3285739897957852,0.9279274284761776,-4.2812990643037724e-05,0.5604428084188433,0.0074024200439453125,0.0
16,0.5362218392194895,0.7286965725056239,0.0010677967368105707,0.7959072399527188,0.005818367004394531,0.0
17,0.4688938041133628,0.8232190549707925,0.0008817903275339837,0.6787043175188745,0.007021188735961914,0.0
18,0.6138100437656672,1.2911676308987592,0.0027353566495313796,0.9452755543059129,0.008255243301391602,0.0
19,0.5281680936003352,1.1543797672680316,-0.001968353218468738,0.8448005315500687,0.005479574203491211,0.0
20,0.595288587738773,1.7327306423035513,0.0006147543535806912,0.9464070711678834,0.005248308181762695,0.0
21,0.23355109405133018,2.319862382577143,-0.003440172252144055,0.5050761256432247,0.005536317825317383,0.0
22,0.48800498642447065,1.1481050067190561,0.0017791836616354913,0.6903341198125837,0.007748842239379883,0.0
23,0.39164189034159785,1.7452233214052517,0.00014972932608256427,0.668448119212963,0.009063959121704102,0.0
24,0.5357091695346594,1.6421768245901833,-0.00031315060529475794,0.8626132462686569,0.009076595306396484,0.0
25,0.29883922678389696,1.8063584711093257,-0.00011234720435568302,0.5586334846927119,0.007815837860107422,0.0
26,0.4011887305120461,1.4051993572909565,0.004476056934622865,0.6637811824605154,0.0059795379638671875,0.0
27,0.42213825670789223,1.497164887439519,0.005089516350965652,0.6444867287234042,0.007078409194946289,0.0
28,0.5674143173375515,1.8086926805683594,0.0012479248860829608,0.9295230389676116,0.012392282485961914,0.0
29,0.3347917061539925,1.3000678911524053,-0.0015632256415660636,0.5793617091744773,0.006235361099243164,0.0
30,0.44968020333319336,1.3427205036677843,-0.00010486054977567503,0.6415349922839507,0.011755704879760742,0.0
31,0.4354900125968014,1.3076114302934614,-0.001285508960947026,0.7006061140519732,0.00799703598022461,0.0
32,0.2722163806563439,1.7271368969454688,-0.002211891163621495,0.5107754349512411,0.007841348648071289,0.0
33,0.43893101726135897,1.2962944665084097,-0.0005476872710894956,0.6253135021284144,0.01822948455810547,0.0
34,0.46100769206423103,1.4243923572176485,0.0006559823905205026,0.6262410126538516,0.008182287216186523,0.0
35,0.3745285745766278,1.6418362862424427,0.0007121493014123064,0.5835770956360725,0.009678125381469727,0.0
36,0.3458517764238565,1.443703583358588,-0.0012695200250129718,0.5865183097200038,0.00772404670715332,0.0
37,0.3915826034749006,1.8677629326603833,-6.848212697897574e-05,0.6144996986529017,0.010835409164428711,0.0
38,0.438197357847163,1.9854303780819331,-0.00254041885312267,0.6502904389709275,0.008676767349243164,0.0
39,0.3575692924543837,2.464089902016125,-0.004615844275647583,0.6545787155700077,0.02657318115234375,0.0
40,0.4261356391677964,2.046909415756694,0.0025501003630228045,0.6592073053010472,0.008159160614013672,0.0
41,0.4631037977839747,1.7659419949270845,-0.00471408403275152,0.6581149363724228,0.007548809051513672,0.0
42,0.418738042106802,1.8224427120665894,-0.0028655547799168258,0.6228316389440582,0.00680088996887207,0.0
43,0.2207729662594636,2.183881120165467,-0.001430512844691366,0.45290821916404456,0.007976055145263672,0.0
44,0.4120901447445213,1.2942788255989137,-0.0004440056827257542,0.6202545381265789,0.012656927108764648,0.0
45,0.5089325212278026,0.7097339861045919,0.0005351139581965694,0.705842089919044,0.006014108657836914,0.0
46,0.47169807921476425,0.4816709959116894,0.006377160794169626,0.7429922038327528,0.005982637405395508,0.0
47,0.42972887807577276,0.6181139506112009,-0.00037779010849810804,0.6620774559082893,0.00786280632019043,0.0
48,0.3896695814640726,0.6148849160551622,-0.0007192931400129987,0.5924888587191692,0.012006044387817383,0.0
49,0.4741011206760874,0.5579501994769169,3.5697231188173462e-06,0.6831003802882885,0.010650396347045898,0.0
