,episode_rewards,episode_lengths
124,-100.00061205944779,244
125,-181.82086141181847,87
126,-118.1640128059587,537
127,-159.70943302445497,122
128,-171.44732550958548,76
129,-114.40370829363056,260
130,-126.92921632078342,174
131,-165.4318183902084,95
132,-166.8796787055121,58
133,-156.1690403357753,96
134,-162.92807229082473,91
135,-174.0400089591405,93
136,-77.51090328242782,287
137,-124.14348861915106,226
138,-176.58912976677237,101
139,-128.9224366439248,210
140,-89.10318489001094,287
141,-175.56576917664432,105
142,-158.46204361277927,129
143,-152.89772314591693,138
144,-182.51507073794255,77
145,-167.12192301201247,111
146,-145.74745123472107,169
147,-162.3654755907602,141
148,-80.28785667875275,336
149,-121.51998121244189,258
150,-174.47831585663414,98
151,-166.1557719714257,106
152,-175.2387549617633,100
153,-180.9169766566708,72
154,-173.09259208268224,92
155,-146.83041180843048,109
156,-121.60369734261822,198
157,-181.49793622872116,82
158,-168.80406306631136,124
159,-148.85209445134802,169
160,-162.27484529573695,88
161,-181.31202876361897,72
162,-165.6994674588268,103
163,-147.53105819990606,232
164,-181.67631390532048,70
165,-164.87990891875313,101
166,-162.3757813046399,83
167,-150.04071745843905,132
168,-169.7914586474974,176
169,-83.6056129680122,256
170,-152.47718410578875,89
171,-153.8711836742183,95
172,-172.03543590698905,130
173,-113.18628443344421,162
174,-99.90584470286167,265
175,-157.00439158650113,109
176,-176.9126211419561,59
177,-134.11077800630198,165
178,-177.27931673126454,76
179,-127.66260563584375,180
180,-174.2395491792421,93
181,-170.6930943407528,130
182,-192.55602065669262,175
183,-137.62896695808,241
184,-110.39836331521934,289
185,-181.16459377781527,76
186,-176.94370936053187,152
187,-166.18459018563323,100
188,-178.7340726433014,33
189,-133.5353454426766,264
190,-178.06931680058435,29
191,-111.34515804635588,265
192,-172.34628934741622,82
193,-178.6503109126921,79
194,-174.9968498662644,97
195,-164.93083477044462,97
196,-184.6559922299881,83
197,-127.33135505310942,224
198,-174.3245995547326,90
199,-147.52280755896913,119
200,-144.8484341139253,159
201,-93.87359879796959,427
202,-182.30688710927205,77
203,-68.91789215256827,289
204,-141.55743896227324,148
205,-146.27510892460396,119
206,-178.81283589970005,75
207,-157.83566969585536,120
208,-111.48193690127768,199
209,33.7450575417345,429
210,-187.86714067974518,55
211,-146.95446014046405,109
212,-150.47030295396758,134
213,-173.38556834150268,137
214,-163.2783723622263,90
215,-83.76929126188062,601
216,-184.30993790458913,94
217,-170.0151263258187,68
218,-166.79247558853345,107
219,-114.89189706682717,248
220,135.31894657686058,804
221,-62.927667231410425,284
222,-119.91760400586594,479
223,-135.57582915056213,171
224,-176.46841901908536,109
225,-76.2430741983143,290
226,-160.26425492476218,132
227,-170.00126622266131,129
228,-123.71835041077716,183
229,-69.05667043353719,289
230,-159.8347509370146,128
231,-165.23696169995424,103
232,-174.54665470663562,95
233,-168.24262960101834,119
234,-179.9950294790678,69
235,-126.7219780028864,313
236,-171.68148842860276,77
237,-161.13985435551047,193
238,-182.4250509119862,82
239,-159.6438565004244,76
240,-150.91831108211576,288
241,-103.69625150242331,230
242,-144.9607028923015,160
243,-163.64396958272084,92
244,-161.821511477079,84
245,-160.81830007772697,228
246,-173.44108007894138,81
247,-105.16111020519357,210
248,-172.28924566421298,75
249,-152.41872879284222,144
250,-149.56393674885524,140
251,-172.63725916958234,86
252,-156.9480525357774,108
253,-170.45819440614406,78
254,-115.28388784140844,1146
255,-148.26489656090575,120
256,-163.83709082970904,97
257,-130.50572522314474,257
258,-171.88158541624065,82
259,43.33563215536461,701
260,-160.66953734507126,136
261,-115.9957409670631,402
262,-113.89307170129342,499
263,-160.78807263562624,67
264,-28.08386700434363,433
265,-168.89931156401258,59
266,-175.88770793316255,101
267,-148.57597715033543,174
268,-71.11778486495191,322
269,-46.44126032409994,386
270,-168.9680610840942,187
271,-6.030035943055708,453
272,-144.32701850437374,252
273,-155.33304764075433,101
274,23.437658548117327,373
275,-109.80212003416557,186
276,-159.65226824622826,76
277,124.84890356719848,930
278,-3.228178269252112,345
279,-86.55966483392572,252
280,-129.32342917566586,466
281,-164.83401926082541,123
282,281.61413536489846,1337
283,395.37543804602035,1826
284,387.2644274337639,2930
285,8.779727452043801,459
286,-104.94941949872701,374
287,-152.22942190994053,358
288,76.61133728024544,1043
289,148.0839069358197,682
290,575.8540102012043,1356
291,77.70823315224015,959
292,-92.07295650047303,357
293,0.6301551770879428,606
294,243.70881758384814,1786
295,-44.90564504724037,404
296,-181.0073390956146,72
297,-174.40448495886747,89
298,266.6021440052373,1746
299,283.49699832090073,1883
300,-22.791129863869145,408
301,-150.18228769145477,137
302,-45.16392073028777,491
303,463.32376797271525,2339
304,90.61151280126336,1411
305,-15.5373775509224,372
306,-109.96922173102385,178
307,-174.89874625081814,130
308,-58.67772836521564,367
309,246.55934615661056,956
310,1061.700839276478,3696
311,-75.32193943438277,376
312,314.81043581594804,1787
313,604.7032976739044,1587
314,237.7231901479309,2013
315,189.5414785385517,1066
316,225.97451918378061,740
317,-23.60181277030165,469
318,11.930013970832192,371
319,964.1176446581878,4177
320,-7.431539714840454,831
321,-92.17389158306418,698
322,133.99499607979294,724
323,133.45172292274526,807
324,-120.6616562979061,211
325,-134.79513030375517,163
326,266.7817217616735,3360
327,216.88147825217874,1572
328,-14.245381193144055,617
329,-173.1760616978919,89
330,499.82519414305057,2674
331,833.0854800866921,2908
332,30.484986848436165,627
333,-123.55578725903412,198
334,129.50589607286878,645
335,874.8380321695131,2670
336,1106.6320168819427,4795
337,-76.85464729674726,288
338,2013.3802856669872,5057
339,5.4006997935003085,845
340,445.63091390118336,1626
341,654.4956150466303,2843
342,-100.46867175654985,222
343,-89.67241920890996,240
344,481.23481902951653,1848
345,246.6674467028065,672
346,587.3557432805173,1362
347,170.2714328084627,750
348,1297.4221109104758,3059
349,1753.9070995840136,5087
350,695.9687351441368,2418
351,-25.239622476748423,300
352,987.5125023367134,3419
353,1232.0155298999869,3200
354,139.26139237392948,610
355,613.3009070357467,3349
356,2572.1715249977347,6219
357,932.4650934602821,2073
358,2025.5864678191651,7082
359,572.6556671946685,3020
360,308.32914995004023,744
361,1149.314110837588,3153
362,552.7414680282475,1573
363,1324.6950563936748,3706
364,3151.3679086868133,6687
365,1935.0957322721397,5485
366,1257.3815628169696,3278
367,1005.6864469395525,2001
368,1057.5372869352068,3941
