episode,avg_reward,avg_v,episode_time,distance_traveled
1,-35.930123236372935,1.8569646,1.521,1.1368684e-13
2,-21.871604031783214,1.2487965,1.57,1.3500312e-13
3,-41.54649743499177,1.1875279,1.723,3.0060072
4,-14.639639506031111,1.6562526,1.812,6.8689613
5,-18.401492940261967,1.182676,1.953,1.2710575e-13
6,-34.79537731994604,1.2419847,2.044,1.5099033e-13
7,-39.396672261796006,1.0128766,2.315,3.4668096e-13
8,0.21209032568667668,2.1209033,2.428,2.759249e-13
9,-12.771535592021937,1.5412157,2.626,2.0495186e-13
10,-18.890392676905346,1.0513943,2.689,1.5106346e-13
11,-44.810022209544094,0.9329182,2.736,1.3500312e-13
12,-45.998665135067235,1.5518101,2.85,7.1054274e-14
13,-48.269717630478084,0.58781457,2.932,2.608766e-13
14,-19.686200732298378,1.3774434,3.056,4.0137377
15,-8.018089483238926,1.8735682,3.165,1.4648214e-13
16,-15.611799924592368,1.2248446,3.228,3.2155493e-13
17,-33.22810272822776,1.0523059,3.278,4.2632564e-14
18,-48.24250208080113,1.1397356,3.491,159.58241
19,-26.766382677741852,1.3641355,3.923,7.4453
20,-1.9956522819721436,3.1443818,3.994,1.4210855e-13
21,-43.85653558826945,0.61470485,4.082,1.7053026e-13
22,-54.06661165857679,0.5036557,4.301,1.4210855e-13
23,-40.89457509353111,0.76882446,4.374,1.1718571e-13
24,-39.705468110194595,1.025818,4.459,2.542115e-13
25,-48.35552242751164,0.60385835,4.598,1.6077747e-13
26,-33.06402623141222,1.2370049,4.75,1.4210855e-13
27,-40.81085641325194,1.327284,4.871,6.569648
28,-28.98641404469558,1.2671069,5.025,5.508205
29,-18.36288583947451,2.1419008,5.274,8.090511
30,-15.896828175385163,1.8100795,5.393,3.422427e-13
31,-13.476158221300686,2.497926,5.525,3.2155493e-13
32,-51.99136531001501,0.55133975,5.721,1.2079227e-13
33,-15.082545640352036,2.3685384,5.769,4.2632564e-14
34,-37.32840552020815,1.2955867,5.865,6.0502334
35,-23.138243568432458,1.7307981,6.008,6.3948846e-14
36,-22.484650170914964,1.410003,6.138,1.2710575e-13
37,-3.481470923438169,1.7962122,6.204,1.1457157e-13
38,-24.715542890233852,2.0592358,6.256,17.134584
39,-48.65556635985322,0.81742173,6.564,4.948781
40,-37.77493059094487,1.1067767,6.709,6.657307
41,-29.1405660369842,1.5259829,6.846,6.039613e-14
42,-5.9446917048803645,1.5619175,6.92,1.1718571e-13
43,0.6614677738606818,2.9557083,7.069,5.9262776
44,-30.947245340747642,0.8607514,7.145,3.6397548e-13
45,-27.81708972034307,1.1132402,7.227,1.1368684e-13
46,-21.12450178182143,1.6106111,7.353,1.1368684e-13
47,-46.46610072557026,0.818344,7.436,1.6587788e-13
48,-26.193477891308994,1.7851216,7.495,2.4043238e-13
49,-24.862954617722696,1.3394159,7.573,4.9660625
50,0.5108263526028372,2.6870205,7.706,1.1368684e-13
51,0.4049869811934478,2.1772766,7.748,1.1390867e-13
52,-23.97468394043882,1.4296188,7.9,4.6874283e-13
53,-43.68212812461458,1.1769439,8.048,100.89735
54,-34.27281246661342,0.976678,8.355,2.5582005e-13
55,-28.444749295021055,1.7790352,8.48,1.7053026e-13
56,-13.728420665303807,2.711575,8.605,1.6077747e-13
57,-22.8327982928393,2.036603,8.647,9.947598e-14
58,-10.310929242643535,2.821581,8.729,1.6077747e-13
59,-53.49167302396126,0.5667158,8.827,3.1974423e-14
60,-34.270691904489915,1.1193514,8.978,4.2230783
61,-38.24557761518448,0.8590058,9.071,1.6077747e-13
62,-28.89838964267223,1.1778185,9.133,6.2389245
63,-14.705276282161101,3.4524872,9.435,1.1566797e-13
64,-10.7987265898384,1.8147087,9.493,8.607512
65,-17.84416794987939,2.2950175,9.645,3.5950935e-13
66,-6.660317386574546,2.553844,9.781,1.2710575e-13
67,-21.21217882326854,1.5468578,9.824,2.1691928e-13
68,-8.166831265912037,5.1399074,9.931,1.1718571e-13
69,-13.562124051156493,3.3641942,10.04,8.526513e-14
70,-39.83599208726218,1.0823711,10.174,1.6077747e-13
71,-26.24344208023853,1.358416,10.228,2.3133595e-13
72,-44.36148934844466,0.829551,10.314,2.0495186e-13
73,-42.9990569795842,0.7714296,10.389,3.6948222e-13
74,-36.3637891937517,1.3987129,10.663,2.411662e-13
75,-24.677996238179926,1.4852741,10.708,9.947598e-14
76,-52.247146765819146,0.9306604,10.792,4.7758408
77,-41.54516036555154,1.0810512,11.013,1.3696391e-13
78,-34.55889236559569,1.1320918,11.062,7.1054274e-14
79,-20.920012550604966,1.3261904,11.109,1.1718571e-13
80,-24.78075523593008,1.0553472,11.158,9.3258734e-14
81,-6.45280884763522,1.6017104,11.3,3.0212692e-13
82,-27.564393351933855,1.6525458,11.366,1.1368684e-13
83,-35.67214293130179,1.088487,11.429,9.2370556e-14
84,-19.694026793652323,1.7342361,11.559,1.6077747e-13
85,-14.421238738175992,2.176811,11.761,5.827714
86,-18.532326789015897,1.1568822,11.814,1.1718571e-13
87,-14.497986848202357,3.235911,11.914,1.8474111e-13
88,-43.05442401463872,1.0126435,12.074,4.2632564e-14
89,-45.2916016069544,0.85971427,12.151,2.3133595e-13
90,-4.303122034572313,3.279731,12.221,1.6077747e-13
91,-18.43281039247926,1.7507843,12.28,1.8198774e-13
92,-10.880512103132844,1.4350883,12.424,1.3406493e-13
93,-44.99467585290688,0.84879816,12.544,1.6587788e-13
94,-10.835023047630536,2.3670468,12.573,2.842171e-14
95,-23.073947406079903,1.1276234,12.757,5.1898556
