episode,avg_reward,avg_v,episode_time,distance_traveled
1,-21.87086767534012,1.8429146,1.397,4.2632564e-14
2,-15.847341488229368,2.0275438,1.644,1.4210855e-13
3,-54.6069376328719,0.57001305,1.776,5.1630144
4,-1.9658501134342468,3.773184,1.874,2.6812987e-13
5,-41.555115820888886,1.5481477,2.129,1.2710575e-13
6,-39.02794609644545,0.87128264,2.28,1.687539e-14
7,-27.68829567570335,0.99258995,2.411,1.6077747e-13
8,-25.44228887369052,1.8123668,2.643,1.1368684e-13
9,-26.486152140048418,1.2211609,2.718,1.2710575e-13
10,-19.535681372391412,1.5949564,2.897,278.4471
11,-35.613136529427294,0.9701423,3.133,5.890665
12,-7.7454663294339126,3.6938503,3.206,6.858496
13,-35.286895750378434,1.1550124,3.308,6.2582865
14,-24.26973319388943,2.3686829,3.452,1.6077747e-13
15,-21.102612833419563,1.498085,3.582,27.429497
16,-31.5902672103889,1.1234176,3.648,1.2710575e-13
17,-12.364309614819769,1.8630953,3.737,5.062617e-14
18,-55.99323746841291,0.5319971,3.941,3.410605e-13
19,-17.959985583574152,1.6158583,4.034,1.1566797e-13
20,-38.4522372928885,0.8659348,4.174,2.608766e-13
21,-14.811701395088257,1.7076973,4.352,2.759249e-13
22,-24.09838895192104,2.3159657,4.751,2.3668247e-13
23,-2.68095959775954,3.877527,4.836,5.4483
24,-32.63498756712213,1.7118475,4.892,7.1054274e-14
25,-21.085861126880808,1.0819622,4.983,1.1368684e-13
26,-5.891934953514539,1.7788515,5.11,3.50817
27,0.44830694978799557,1.9629374,5.161,4.0990372e-13
28,0.3317758078399082,2.0831087,5.205,1.8198774e-13
29,-11.19454461468362,2.5878005,5.26,1.4210855e-13
30,-10.778468610166668,1.8426057,5.421,3.4576503e-13
31,-22.829055821512217,1.7901788,5.467,1.2789769e-13
32,-5.02438909872221,2.5185015,5.58,1.304383e-13
33,-26.701097973518642,1.2457026,5.727,4.840921
34,-12.065754707787395,2.3686037,5.782,1.199304e-13
35,-39.47336631461747,0.8213746,5.874,1.7053026e-13
36,-21.74894885362078,1.6388423,5.93,1.2710575e-13
37,-35.76890337475836,1.5005537,6.113,7.4818783
38,-26.99914325861258,1.4494318,6.176,2.3525832e-13
39,-20.743652717580012,1.6857725,6.226,1.1368684e-13
40,-5.299574221196528,4.516807,6.27,1.4210855e-13
41,-20.41546338585057,1.6002299,6.503,3.6362026
42,-9.617268695443299,2.5346696,6.54,3.8360605
43,-31.545332871404252,1.6047432,6.629,6.9115806
44,0.5925411585166402,2.871247,6.764,1.4210855e-14
45,-21.161690194387944,1.6954712,6.804,8.0612135
46,-7.940057668116995,1.9846298,6.842,1.1368684e-13
47,-28.90440616598939,1.0058973,6.987,1.1583495e-13
48,-9.7056016583958,3.891627,7.065,2.637875e-13
49,-29.691201522254165,1.2249339,7.145,6.673434
50,-14.842515173157325,2.6539161,7.247,2.2837068e-13
51,-7.718633113763825,2.3235154,7.435,6.3294725
52,0.7945834337489418,3.4552882,7.516,6.2388186
53,-14.104092019406153,3.7309635,7.585,1.1368684e-13
54,-42.674744593843634,0.74625856,7.793,3.5950935e-13
55,-7.967600622886839,1.7579781,7.828,1.4210855e-13
56,-5.810435147750363,2.5202975,7.878,28.576778
57,0.8864970814125406,4.086494,8.037,5.7956476
58,-4.1740902685163865,3.170226,8.102,1.1618854e-13
59,-33.14130258345786,1.1636596,8.172,2.2914315e-13
60,-3.853602759545183,2.1067283,8.237,1.1368684e-13
61,-12.083654996137975,1.4849826,8.412,2.842171e-14
62,-32.12798861342588,1.2771586,8.505,1.4210855e-13
63,-16.343699025822605,1.4931859,8.617,7.5179734
64,0.8645693539025142,5.034834,8.792,5.3693013
65,-26.23134251983756,1.6295376,8.844,1.6077747e-13
66,-56.27101148688131,1.0300163,8.915,7.757104
67,0.6268008472611039,2.9955063,8.963,5.806235
68,-3.2613879492073514,3.3258648,9.108,86.0785
69,-19.459652803251284,1.6464173,9.195,6.243065
70,-6.712986417108133,1.5083314,9.237,4.9420257
71,-7.777176879088441,3.2998326,9.356,1.4210855e-13
72,-6.6547367693557264,2.572707,9.406,1.4210855e-13
73,-3.211556304166053,3.693912,9.467,44.187546
74,-9.205002741985362,1.5849192,9.54,3.5527137e-14
75,-31.65823367334446,1.1228204,9.703,63.631973
76,-4.247039305549099,2.1838095,9.757,1.5106346e-13
77,-3.682433096508922,3.4134467,9.826,2.9296427e-13
78,-20.25833727901787,3.1019156,9.894,6.237389
79,-17.368431706082585,3.14292,10.037,1.1368684e-13
80,-24.529600105380418,1.814562,10.144,1.3406493e-13
81,0.4725817614920929,2.7011197,10.199,2.842171e-14
82,-10.430001291925086,4.4377513,10.333,2.0495186e-13
83,-22.731579610155027,2.1876059,10.38,5.485464
84,-6.234110449413836,1.8341721,10.43,3.5155714e-13
85,-3.0305226818360795,5.1277895,10.588,76.62594
86,-3.4210178030376643,3.8472927,10.652,1.8198774e-13
87,-8.353291347762124,3.1850557,10.762,1.1457157e-13
88,-27.75249526241296,0.8988026,10.837,1.2141759e-13
89,-46.761971285828906,1.5105289,10.953,2.2914315e-13
90,-15.082034717189297,2.1598752,10.996,18.76185
91,-7.963008426512011,2.4427423,11.048,2.842171e-14
92,0.6140574534915137,2.388738,11.117,5.684342e-14
93,-9.75511281590109,1.9796852,11.231,4.115448
94,-21.024918336031313,1.9486778,11.274,6.333259
95,-29.283398028726843,1.6579567,11.326,2.0200543e-13
96,-34.53061727794545,1.0739257,11.399,7.3778872
97,-2.830628340711088,3.8535962,11.571,1.5342624e-13
98,-21.698220957614733,2.5095968,11.633,1.4210855e-13
99,0.700093824432071,2.3132799,11.704,1.2710575e-13
100,-6.714062354540668,2.6791184,11.75,5.746319
101,0.5700096454747161,2.9848838,11.869,1.7975468e-13
102,-22.843070563926194,1.5015457,11.911,7.03858
103,0.7092283952129346,2.2394004,11.963,3.8131724e-13
104,0.8328119865735988,5.2413645,12.164,1.304383e-13
105,-12.00742476774499,3.3864722,12.224,1.1368684e-13
