episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-3.157009113681624,0.969104,1.447,6.08798,17.429684878683467,22.69222064913677,"[  0.13629116  19.642887    22.74982     42.63074     62.923546
 100.89938    101.41885     43.695244    53.01062   ]",21.028014704973984
2,-3.1061334532782743,0.77521527,1.576,-2.6469066,28.477397532168823,11.667768356537476,"[-0.25408047 76.35629    65.13161    69.49592    40.25345    42.747334
 16.870575   13.775868   12.501048  ]",15.930449468304078
3,-4.01316965960411,0.9372762,1.701,6.2641726,19.586381032883985,20.56316045622568,"[2.1845452e-02 6.4986687e+01 7.1241753e+01 6.4966171e+01 6.9863686e+01
 6.9464378e+01 4.3834209e+01 3.2539265e+01 4.6594807e+01]",64.97218364429443
4,0.48906659012973575,4.5570006,1.896,2.4823277,22.604188898390067,16.98403414417492,"[9.7242437e-02 3.4691433e+01 6.5193848e+01 8.3886612e+01 1.4752292e+02
 1.3056075e+02 5.8724674e+01 2.9331638e+01 2.0838644e+01]",23.41645526509642
5,0.201756412000969,2.9789073,2.019,-2.374786,27.03840112356631,10.195278259533275,"[-0.2694098 98.53937   95.33404   90.50615   84.5759    36.596992
 21.91961   15.571935  13.691626 ]",41.905185602652566
6,0.9142508474670127,5.9331846,2.104,9.519277,18.741546532211313,21.489306385553434,"[-0.09829552 29.966837   70.52385    92.93416    63.09889    67.890724
 72.00374    43.09649    28.508543  ]",147.00032072132416
7,-0.06609811197353158,1.9382521,2.231,0.9514387,25.704224194385514,14.427358439598398,"[-0.15500684 66.64578    32.14413    25.613379   29.678446   47.39598
 21.240993   17.549086   17.218977  ]",26.86430545550297
8,0.00025374150525076314,3.7458632,2.281,2.240815,16.631739329108434,23.79731566816276,"[  0.2263895  18.825373   21.003672   33.582783   59.841805  104.889786
  80.38564    56.581135   87.25919  ]",38.816120646628136
9,-0.01371944957370523,4.457628,2.327,8.602151,25.578538252760087,14.55451134990178,"[  0.16938059  37.832287    44.00761     99.049255   115.990395
  97.80002     44.45161     18.897589    15.6043825 ]",33.78254910297211
10,0.10315823884187375,2.683964,2.364,-4.6793127,25.42195668632223,14.854563236293577,"[4.68570106e-02 1.22309013e+02 7.43921738e+01 1.07729996e+02
 8.03164825e+01 5.19152145e+01 4.67377968e+01 2.05494156e+01
 1.65739269e+01]",14.84996530940416
11,0.24523949773588577,4.1105204,2.459,4.3986907,18.53357385591553,21.597916453058343,"[ 0.09799011 20.825373   27.006428   41.8825     69.41019    88.61133
 90.746155   65.61016    38.477604  ]",16.75770233934267
12,0.021344360056614713,7.327785,2.637,7.5930142,25.549060946093903,14.085509721392985,"[-0.29622668 43.521088   50.568142   81.57906    69.224556   40.2276
 27.147816   19.438704   17.201183  ]",20.116237081808457
13,0.4306085946347414,5.634185,2.706,-2.1723163,25.678632711913423,14.571913165763922,"[-9.5697619e-02  3.9498131e+01  6.4581497e+01  9.6044067e+01
  1.0841985e+02  7.3213730e+01  3.1602478e+01  2.0167688e+01
  1.4445723e+01]",36.97511623185777
14,0.683179315630553,4.160738,2.798,7.1530757,18.036162385010197,22.150205356235542,"[  0.12148968  22.744398    30.251549    49.15875     81.32374
 107.37733     76.083305    52.327415    32.096703  ]",156.18302497926126
15,-0.02406620373998325,3.213521,2.945,-3.2078824,15.385025898328145,24.69245888086435,"[  0.29149053  16.694624    19.551512    24.28354     64.777435
  72.32292    104.01117    117.52767     71.46951   ]",13.141401018830328
16,0.7281719278959798,5.3280334,3.025,-1.8258013,18.069183850504526,22.20234525234904,"[-6.24446571e-02  4.37664680e+01  6.78790512e+01  6.85527267e+01
  1.08511009e+02  1.13397156e+02  6.87839813e+01  4.73461952e+01
  3.03936062e+01]",24.3149756399233
17,-0.039225962086981446,2.4457974,3.067,3.3905914,24.754596579822287,15.472699211328488,"[2.9003229e-02 6.1675869e+01 7.1749031e+01 7.8335526e+01 7.9325813e+01
 6.3918583e+01 2.6903543e+01 1.8995205e+01 1.6423347e+01]",34.259629382041226
18,1.0789890848676036,5.632665,3.158,6.339144,24.979965680426993,15.113909538774752,"[ 0.10935071 35.973076   57.195534   83.42987    80.020065   72.95489
 57.20124    26.867764   22.63704   ]",15.857537257570174
19,-0.28685626182597723,7.390678,3.339,3.722576,20.512027334474332,18.005638800484846,"[3.2835454e-03 2.9976614e+01 4.8625252e+01 9.2272957e+01 1.0324224e+02
 9.6799583e+01 4.9026943e+01 2.6967886e+01 2.1032991e+01]",96.04281050843556
20,0.1782920544700896,5.6045804,3.433,2.8243837,20.84449881187748,19.256909327682894,"[  0.13094331  25.428747    32.462208    67.6697     112.068665
 123.24489     78.71919     39.299       25.6871    ]",17.837975814749438
