episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-2.7917439410928995,0.6321138,1.933,-5.235601902008057,17.10643664469026,23.03385316568883,"[ -0.11191939  38.864548    49.014202    72.033066   100.20706
  96.43152     70.92232     46.423073    31.475986  ]",9.227635065456335
2,-0.9784230556861966,0.97115386,2.077,-170.73170471191406,16.03289701647865,24.051705826586257,"[ 0.13994819 17.29176    20.139332   29.281776   53.315323   94.75737
 87.9454     58.23867    48.823795  ]",71.88391705856404
3,-5.331762443135102,0.50537634,2.406,4.3459367752075195,16.01828020189719,19.727795182890414,"[-1.3299760e-02  1.6299749e+01  1.7831543e+01  2.1369104e+01
  3.2080524e+01  6.8558563e+01  1.1548223e+02  1.5513535e+02
  6.5068787e+01]",8.81598991905963
4,-1.5621955976991306,1.1363636,2.491,-4.065040588378906,14.424576653646982,25.80763419184446,"[ -0.14465646  15.114998    17.256954    23.58348    133.51762
  92.859955    95.56524     90.69256     50.843346  ]",7.071449083440324
5,-0.013240478041899026,0.5,2.494,4.01284122467041,20.111324357929504,19.925952195810098,"[8.0714516e-02 2.6037085e+01 3.6019714e+01 6.4778725e+01 1.8891426e+02
 7.3026497e+01 3.4975052e+01 2.5125145e+01 2.1199598e+01]",0.0
6,-3.4811735093548513,0.47260273,2.659,-3.7921881675720215,14.840236039765022,25.411649297501366,"[8.3036922e-02 1.6929945e+01 2.0075397e+01 3.1340004e+01 6.0286266e+01
 6.2898342e+01 6.0583965e+01 1.0896835e+02 7.3379341e+01]",48.10380826424667
7,-0.4533639296317112,1.09375,2.801,-3.601008176803589,15.51697523912412,24.717407554622966,"[  0.18122591  16.37984     19.654013    26.507921    45.495144
 108.188774    79.4945      56.136158    58.586365  ]",13.69438508072259
8,-1.4969230666168802,1.4655173,2.978,3.495281457901001,24.469133490954377,15.69787654114247,"[8.4720284e-02 4.3231224e+01 9.3477547e+01 1.1047356e+02 4.4239880e+01
 6.5665489e+01 2.4220678e+01 1.8812557e+01 1.6402157e+01]",27.69980893066458
9,-3.8111658276261062,0.89344263,3.179,3.1675641536712646,21.795790309799543,18.297214576347898,"[-0.14765748 78.46626    87.80929    86.49835    74.99237    47.90566
 34.332302   21.62133    19.941769  ]",6.911684138332405
10,-10.025000000000002,0.0,3.182,-3.1446540355682373,19.999999999999837,19.99999999999998,"[8.9468323e-02 2.1271818e+01 2.4956669e+01 3.3526356e+01 5.6790714e+01
 1.4748520e+02 9.9694946e+01 3.8069092e+01 2.6297564e+01]",0.0
