episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-32.97735372184482,1.7130078,1.301,-2.7643738,14.840893305224458,25.356230112921384,[0.23866148],15.96483991052773
2,-22.933655128368528,1.6231173,1.366,-6.8902526,24.349126123601224,15.960475211075076,[0.09264078],46.50373481202133
3,-6.577547677673314,1.9939638,1.422,-14.094433,13.37599327796139,27.063677410991954,[0.03067414],131.26001113692507
4,-4.23408925971838,1.5302774,1.576,-3.7792387,12.0694231973161,28.13289095375161,[-0.11748827],84.13537530188317
5,-20.689886112160192,2.0198543,1.885,-6.4731364,23.101657219638195,17.265063780811058,[-0.04366929],47.558445218613585
6,-31.301882631463233,1.032874,1.97,-10.162601,13.706233235085227,26.386914593510504,[0.23052248],15.990127156472026
7,-28.927762013752584,1.0894059,2.024,7.780447,14.299822006386242,25.78226342741318,[0.06121331],78.87476878504847
8,-35.539372150416504,2.6140647,2.16,-9.272138,21.565026011574027,18.516557855767353,[-0.87278175],17.544250854508785
9,-43.46967707040213,0.7951524,2.28,6.6802483,15.309225394267026,24.99670957742979,[-0.04433398],79.22027394833671
10,-13.080210839925144,3.1607559,2.37,-8.442381,27.52482953517918,12.792433669175521,[-0.1482648],16.144815281368007
11,-13.728603378939955,2.763814,2.442,8.200082,14.683731716596409,25.50979801025963,[0.3004963],31.45554225603841
12,-3.306891898320789,2.1217632,2.596,7.7130737,19.221896226060476,21.084874254895155,[-0.0612074],122.93126804748684
13,-37.63777300935501,1.3260719,2.772,-2.8799796,22.75971593228921,17.159103234511385,[0.5962541],83.64693117538968
14,-51.59582731704597,0.560884,2.872,-1.2629356,14.008277549543806,26.139289781168692,[0.15055104],14.989111730942211
15,-3.8514199617772102,2.114203,3.016,1.2817068,14.850767993703085,25.638602809202975,[-0.05845143],16.1565023496022
16,0.7726990269014756,2.3910918,3.075,6.5104165,21.98259777955171,18.22957375459687,[0.5676631],114.66406067644351
17,-38.22984813584956,0.9751302,3.168,-6.319115,32.91824805034791,7.2122078070669735,[0.45290214],17.390838317845006
18,-31.913392511407555,1.3026562,3.239,6.1785603,27.54787686148745,12.752627045084555,[0.09720498],13.551783814550182
19,-49.73961093121235,0.583482,3.499,2.9339228,28.832290129971824,11.426450103007324,[-0.03458996],61.88644509728285
20,-18.782948329072436,1.498687,3.59,-5.574136,28.81282080804706,11.420028546667982,[-0.08619323],26.45383589665516
21,-50.889908103888956,0.7054346,3.653,4.969281,15.816198111081931,24.29193455881156,[0.45717996],169.98785871378024
22,-34.61495402429678,1.191305,3.955,-3.0045986,32.027002652459736,8.10875235813799,[0.2572524],42.22063992551977
23,-23.011048064603962,3.985996,4.035,1.7154095,15.284515577957587,24.86242965049764,[0.70931],16.120972603161746
24,-29.375136154755694,1.4464674,4.246,0.7561931,13.542869733238655,26.61288761506116,[0.07222315],13.298437170708201
