episode,avg_reward,avg_v,episode_time,distance_traveled,avg_angle,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings
653,-0.6553685742933419,11.797156,63.445,2.3619534e-13,153.9924621297721,18.427690765197784,21.75125497329037,"[ 25.948128  44.574074  78.350494 122.02803  103.021645  67.824394
  41.844486  27.917229]"
654,-7.950120371638836,2.2743912,63.498,6.796019,105.877531796289,21.793268937946763,17.644054438735953,"[45.507    52.77533  67.86544  79.06737  72.139755 29.994871 22.782091
 20.002703]"
655,-0.9537811503451792,6.569632,63.612,151.7942,136.07735368845132,16.306902495834024,23.89705919358383,"[ 18.937016  24.222933  47.86541   92.34078  118.839134 136.17581
  57.84728   31.240559]"
656,-6.412329690666049,5.358514,63.673,1.2710575e-13,66.93344264372912,17.329924233577575,22.867139178478904,"[21.165714 43.298046 49.955574 58.13763  68.42303  49.927998 73.818565
 81.73438 ]"
657,0.33609000558569757,2.6233535,63.796,2.842171e-14,154.36145937088497,15.790162549479808,24.242096572288347,"[ 17.505928  20.154123  61.292297  52.971493  55.952522 124.80974
  49.195835  45.686478]"
658,0.8920870917372707,6.2930646,63.857,4.8407655,71.93014628905848,20.470296474933644,19.584974392167883,"[ 23.822184  28.50568   36.756413  50.016525  71.8316    77.94157
 124.84073   40.06006 ]"
659,0.6291470298750336,3.626751,63.913,7.565911,117.60659764329694,15.263197912181903,24.991005161808296,"[ 16.011124  18.302204  23.770376  43.734528  56.437286 134.52463
 154.83205   76.32001 ]"
660,1.822434772753361,10.068829,64.076,7.8883348,81.91350727277003,18.747822878879536,21.50563327011542,"[ 22.861425  30.903986  57.717903 109.99538  126.93077   76.092155
  33.351166  24.810575]"
661,1.6723758365053678,8.701445,64.17,5.113654,121.11649297722342,17.051197706263913,23.206006462929896,"[20.097305 25.147394 36.97953  57.160164 94.78238  80.35736  48.966652
 38.663647]"
662,0.6725231871021045,3.3281639,64.226,8.5560675e-14,143.8947421590488,15.2931887892422,24.891580667477484,"[16.54231  20.452822 34.86798  37.049282 61.216427 87.99269  85.75384
 74.496895]"
663,0.6366175415683252,4.4256916,64.275,6.2423954,79.85647386249114,13.713373362559526,26.369963060825622,"[15.493601 26.072668 39.550224 80.541794 97.55664  67.28303  43.854225
 34.011147]"
664,-5.933108315891018,5.6441984,64.398,3.4576503e-13,78.92200012435855,24.17391795835128,16.045049863858473,"[35.52368  41.16556  57.066307 42.264194 44.39421  35.312393 31.047384
 33.68087 ]"
665,1.2210737221127081,9.617813,64.494,2.0495186e-13,128.55547634766597,12.73395601150557,27.354188136226526,"[20.512522 21.564112 37.879047 57.07874  70.165085 80.776985 78.92513
 48.664783]"
666,0.9564611389064903,6.43519,64.562,3.2085445e-14,173.92076177746785,17.43843603868984,22.261498330403725,"[ 22.165886  54.891796  52.855755  86.84235  124.94733   72.45121
  38.62448   34.40825 ]"
667,-9.5658406108178,3.7623506,64.606,3.2155493e-13,81.46265227012553,12.895680639018101,26.616800591035705,"[ 33.310913  17.830345  31.075077 130.04356  151.54579   66.371254
  56.65632   37.59974 ]"
668,0.8755994352657888,4.8508577,64.756,5.3999157,213.26022906579607,22.999712436102367,17.214171768934158,"[ 43.744022  62.914867 102.9615    85.66252   80.670456  54.117195
  25.375519  19.686298]"
669,-3.5562313413253817,5.411302,64.818,5.9176207,69.34680900976454,19.20421411491416,20.89619529420013,"[ 22.286379  27.334892  38.9885    71.97876   89.68298  116.12328
 117.88431   53.94481 ]"
670,0.9488273701576885,5.7448564,64.876,8.1712415e-14,86.62730105067558,20.117471960184027,20.000811333095278,"[ 25.741945  46.229218  74.807724 110.4698    98.06161   68.52131
  50.590282  31.643925]"
671,1.1683602357061,6.3031516,64.953,104.90665,124.15970231737113,21.021580170591697,19.243774651896103,"[ 42.926872  39.736423  78.12691  129.35983  105.969124  46.902096
  28.700167  22.366951]"
672,0.788393273581591,6.5204873,65.078,1.8758866e-13,102.63914315285751,17.18063735833463,23.0727034659581,"[21.717049 27.201279 35.288315 62.68246  78.61137  72.27748  52.413162
 36.199013]"
673,0.8732993688081193,6.1209817,65.137,1.8198774e-13,100.48935789200512,20.306970948243812,19.913245446169533,"[ 25.170614  34.78243   63.40263  136.9285   101.214935  58.098
  36.555035  43.334534]"
674,0.4841590191897069,3.6238608,65.2,5.540958,61.29712762247077,29.60875752234182,10.873646183662377,"[ 75.55667   94.147026 107.01933   51.58872   27.025312  18.110125
  13.334223  11.54768 ]"
675,0.8233229434443982,4.7465305,65.342,1.6077747e-13,98.42527867236544,17.912759985646865,22.203906488201252,"[30.28553  31.24404  38.628765 71.06192  77.3486   54.435394 36.753952
 28.152586]"
676,1.8452396129423132,10.017311,65.62,6.157306,132.84107402869242,18.494605798795167,21.753839526714472,"[ 22.281813  29.955486  48.80362  124.156044 117.36403  129.82495
  50.52424   29.077522]"
677,-4.341777619388029,5.4917974,65.679,1.7975468e-13,103.3831115662757,21.512694886801757,18.594204636239894,"[ 24.137533  27.947998  34.953293  51.342396  68.00875  104.87188
  73.549706  53.550556]"
678,-8.561164875847842,3.9590547,65.809,2.346981e-13,80.63209467070328,14.647749486203772,25.493170283022348,"[16.21245  19.809912 38.338    57.949207 86.617035 90.27958  65.484955
 42.60256 ]"
679,-5.939216195849403,6.8022456,65.897,3.0611117e-13,119.41127411850741,22.927556930437365,17.17999186148096,"[ 29.093979  42.981174  52.823517 112.31769  169.6982    97.02085
  47.5462    26.398571]"
680,-5.614313296456683,4.141179,65.961,1.6077747e-13,140.30797571560385,14.32249439409847,25.976616103778795,"[ 16.173399  20.081606  31.462214  75.51854  120.948074 136.3069
  72.09909   38.598892]"
681,-4.887646070518528,5.715011,66.118,7.6738276,181.06728720366903,20.99597662159185,19.131783913849215,"[34.52912  39.09988  48.64891  79.06363  86.272644 55.919666 34.720116
 50.91806 ]"
682,0.9620832989095558,4.767401,66.18,6.341981,103.93570549412061,21.48314467488573,18.344654236226553,"[25.853058 30.444668 38.331497 61.507397 53.588104 46.18278  44.514656
 42.003517]"
683,0.8901303048116728,5.119901,66.236,4.973799e-14,122.66564893092931,15.516747819962866,24.70864158863794,"[ 16.680746  20.702385  31.900448  69.93534  108.73353   76.514885
  48.895832  34.49102 ]"
684,1.2912304288081358,10.450106,66.331,1.1566797e-13,97.37664336571777,21.417238794806437,18.729809264233253,"[42.27636  37.72072  52.719624 81.36615  94.71623  68.507774 33.309006
 23.099749]"
685,-1.684746633883711,9.851054,66.524,4.9006987,68.73961009554921,14.819530522222552,25.403243781378958,"[ 19.183073  35.745766  80.039024 114.61937  102.343285  78.44684
  56.595264  32.635468]"
686,1.310988981267569,8.98137,66.621,5.607224,186.83197721228754,22.459580548021535,17.78465827932235,"[ 45.278053  54.10606   59.757805 109.08144   73.37111   76.33355
  36.718185  39.903675]"
687,0.9879853039727343,6.150469,66.68,1.4210855e-13,48.79384910251207,19.912601652278727,20.279320740600895,"[ 35.102264  47.358376  45.234657 122.92985  112.813614  47.7891
  30.43983   23.901302]"
688,0.8130459404777399,5.4207864,66.744,6.589997,155.1840299183646,25.998654932938667,14.253500653324732,"[54.480927 87.96263  82.81098  68.180954 53.884346 26.886541 18.485996
 15.310013]"
689,-4.311650969334437,5.3714027,66.889,6.443507,121.11480137702479,23.232045656639617,16.957815571523582,"[ 29.250446  37.633743  57.029926 101.955574  80.54313   57.930008
  30.09768   37.679203]"
690,1.3121275296930923,6.174611,66.991,5.498386,129.9382626081,24.31384213868732,15.854949069571827,"[ 28.222607  36.174545  54.471306  78.75878  108.28533   77.7768
  44.976147  22.250956]"
691,1.011104195587009,6.828192,67.038,2.2914315e-13,206.61815207006046,20.77659443622501,19.387573743461438,"[29.829933 40.485886 53.44893  77.02535  65.77407  42.64094  29.86407
 23.4053  ]"
692,1.1326353816510701,6.878951,67.189,5.7285784e-13,140.47329174440594,19.70885631211554,20.296186115898692,"[39.932816 35.372986 65.57374  67.03143  65.947624 53.931366 37.298485
 23.838926]"
693,2.001550205887949,12.283021,67.322,1.6077747e-13,150.09196892678312,20.289420856434827,19.94340872193389,"[ 32.91019   33.790367  44.37803   66.85279   97.41809  101.16116
  49.63207   27.698225]"
694,0.4332880002553605,3.144963,67.372,18.670593,159.61894245973892,13.92669195680623,26.322596301784166,"[14.6468115 16.384302  21.195076  44.211796  41.359127  45.277046
 68.920166  73.788124 ]"
695,0.6894603344441403,4.904272,67.508,2.8983326,160.56449417486039,16.05027248123952,24.0337700899777,"[23.92713  64.70463  45.895565 51.670387 71.64367  66.12621  52.861923
 38.4928  ]"
696,0.5314723595705899,4.088398,67.556,3.5628244e-13,87.65265763091513,22.852675159018652,15.881566409404973,"[154.2552   105.04462   77.90914   39.360077  26.923151  21.268766
  18.37128   16.969837]"
697,0.4108714320971995,3.6800265,67.593,6.6644874,97.63040495810318,25.425911353959286,13.211227045503824,"[88.90523  68.961426 35.51496  58.55896  47.221138 17.604153 14.576467
 13.722317]"
698,1.3389768074214419,6.130031,67.667,7.6819882,88.79102155691218,21.519706493756242,18.691026142867138,"[ 25.325546  32.659008  53.05758  118.79979  119.1453    62.258358
  38.71299   28.268023]"
699,1.6905551499504172,7.537351,67.922,3.5950935e-13,114.52113408221005,17.602476093855103,22.614096083617955,"[ 21.93294   40.077374  91.69086  120.23653   72.410645  46.12608
  32.41111   26.176441]"
700,0.09941263765906674,13.238904,68.073,2.2737368e-13,154.7493991053536,18.060450569155012,22.062002066077337,"[ 21.715086  37.66205   74.90361  135.35318  116.988655  77.590065
  38.773537  27.343273]"
701,1.4978792242877281,10.490479,68.184,1.3406493e-13,150.84645148003946,22.078120356801534,18.172309039433465,"[34.460754 61.576828 67.7431   80.449524 75.104034 78.59085  57.03782
 26.881987]"
702,0.44115635378910273,3.4950097,68.226,5.13344,71.85493226940874,12.802541668900458,27.45636516141558,"[ 13.801118  15.991463  23.135237  37.486633  55.957294  93.143074
 146.06747   62.369236]"
703,-1.8646213365352753,8.272112,68.419,1.4210855e-13,181.7732054944846,24.304299171859974,15.82105567052009,"[ 35.359333  49.809063  76.53489  121.40357   85.23058   36.777153
  23.19312   18.30259 ]"
704,0.9241338221763081,6.5506654,68.514,4.9699707,46.94605739555118,11.521982823357165,29.07470184242841,"[ 11.875055  14.32415   32.73654   75.633286 192.0565    96.67414
  52.034897  37.656124]"
705,-1.0343560518137733,10.335863,68.785,6.4610653,64.38393358884423,23.200247294301317,17.22852101469796,"[32.30492  47.07725  95.946304 92.23433  68.14117  63.171436 38.215466
 24.316105]"
706,0.6202001694056448,3.2763479,68.842,2.4677938e-13,117.07483883175746,16.723798887059495,23.581709029306342,"[19.863722 24.53675  40.571335 66.21761  70.55976  40.71316  36.03441
 43.961548]"
707,1.3482291304843685,8.811829,68.914,1.4210855e-13,49.218769211545904,20.886853458295235,19.32453653983265,"[23.050373 30.478472 42.14066  62.987637 74.00046  66.74654  67.08659
 55.663074]"
708,1.993102719675536,11.961614,69.021,129.71964,134.4960223551735,19.591146411596107,20.673186608440222,"[ 23.39265   30.07373   47.93888   92.62597  115.82581   79.5797
  48.277985  36.045628]"
709,0.9455276766179145,7.7602935,69.162,26.49345,183.43646593455756,22.818607896582332,17.45968786419213,"[ 48.841366  40.500866 114.20654  109.08124   86.585464  49.22873
  31.232     22.117804]"
710,0.643461153417057,3.4239907,69.216,1.2141759e-13,155.89831700097335,25.715478451191466,14.596817985959873,"[ 40.274452  72.07345  127.22506  112.57817   99.09969   26.793383
  18.309813  15.455952]"
711,1.5860769267229406,9.815121,69.289,6.1732574,61.67657512466129,19.5010034355902,20.707762161483263,"[22.112095 28.575382 42.1021   69.39763  78.67984  74.786316 47.911457
 28.257267]"
712,1.7647089537209748,11.260891,69.379,6.81885,124.1953484097198,18.39227354889005,21.772122385085684,"[23.462603 39.444    60.654873 73.82432  87.18307  54.92982  46.135353
 48.033695]"
713,1.8774724578197923,12.159812,69.568,1.1418534e-13,173.50203005054672,19.920790123726295,20.354399625069448,"[47.886906 38.071335 58.083298 88.2854   93.78861  93.16514  45.109688
 25.173054]"
714,0.5925082264289817,4.587253,69.611,7.8892007,89.71181545781708,26.355598213377462,13.816861770577392,"[ 35.86173   49.021446 108.3114   132.54164  128.18935   49.745842
  18.720459  14.201705]"
715,1.0188841176056755,5.7179627,69.664,2.842171e-13,119.97657528743427,25.04911331104362,15.343405518698733,"[ 36.060936  56.475403  96.81749  131.17267  104.11887   32.051384
  20.618225  15.500863]"
716,2.220462924432184,5.288933,69.99,5.7353196,122.00464669649749,20.341246197566154,19.883982923302547,"[28.772596 34.31542  48.460205 72.84949  90.79389  64.10127  54.49558
 35.306465]"
717,1.8692669985261479,10.015746,70.101,4.455476,148.60653400287967,18.07773324391591,22.229441339803017,"[ 32.149734  34.085983  56.119     78.9491   110.19641  122.88944
  38.56649   26.84893 ]"
718,0.7963313786706718,6.3749833,70.178,6.9470997,57.42639684735998,12.710867653345913,27.437056458338105,"[ 14.379091  17.992266  33.034966 106.19371  152.39859  128.42592
  61.219463  48.91937 ]"
719,1.5388363656184614,9.758668,70.339,2.8755457,107.78605211896631,19.757926153186027,20.258976171840864,"[ 24.705883  39.74877  102.934105  90.829796  90.25817   65.01994
  43.327366  32.531757]"
720,1.0750126045605632,8.632129,70.434,1.4210855e-14,149.40013109074303,14.939280501971847,23.705920488626575,"[18.680742 41.427975 57.55365  71.18074  69.303696 77.473625 61.18795
 56.391895]"
721,0.8998584490706883,5.675266,70.512,9.698956,117.36902291301513,24.57301652826232,15.585322595806057,"[43.98805  78.19434  70.58967  73.30271  59.89563  32.03239  21.626354
 17.512236]"
722,-3.5094923112623992,5.6972685,70.575,6.4890766,93.17418650439723,22.657440287496936,17.55319769607774,"[31.442455 42.721355 62.13197  88.17903  95.11694  50.654465 36.38246
 21.296055]"
723,1.6793929067997597,8.692689,70.745,6.6423454,145.25042586844566,19.17919756811777,21.01240576054595,"[ 24.86171   35.628304  61.23345  110.32966  127.41859   79.15447
  36.596153  25.654428]"
724,1.29540401927803,5.9284363,70.814,6.1054697,67.42062123560261,21.232818658830606,19.016841270819263,"[26.010717 35.357365 59.286774 73.45938  69.71922  48.026836 30.101913
 27.30582 ]"
725,1.3638709766871195,7.7574267,70.9,7.1054274e-14,91.02267564994642,14.538223092569146,25.69297847180993,"[ 16.189001  20.350307  37.46256   50.95345   93.05006  147.31912
  79.05809   36.762066]"
726,-4.276643173900976,7.277042,71.039,2.3437141e-13,41.17722304960216,19.974914178473806,20.226318526087177,"[ 28.120367  78.976456 103.95279   97.84397   88.696106  44.467754
  30.519846  24.496717]"
727,-2.0067048147381454,8.485398,71.132,5.000405,119.85638776900072,21.493414705738747,18.743850573184705,"[ 26.171745  43.816334  99.228966 109.816315 118.83345   84.71444
  35.19402   24.483644]"
728,0.9234780781588764,4.437214,71.204,2.2026825e-13,50.85198428445143,22.890980602115423,17.333696176952255,"[ 46.850994  55.512115  76.47155  114.10277   73.905106  49.15332
  36.611107  19.30408 ]"
729,1.9642279871061512,12.389476,71.429,115.63191,144.96312979306254,23.94807735645035,16.3809182631965,"[ 30.669312  42.684345  64.52499  142.35246  101.07248   64.174545
  26.39085   19.462032]"
730,-1.211209776991284,11.382474,71.538,7.7713094,141.74359187716607,19.1410686662813,21.046577833164804,"[ 26.183218  42.770695  81.818405  95.31157  113.74414   53.99895
  32.489407  24.57457 ]"
731,1.42541236158,6.5205464,71.612,6.1668115,162.89295813228327,21.959285129672743,18.320584510042355,"[ 29.219666  44.98526   76.71978  142.32863  132.79298   67.53935
  27.881811  21.68596 ]"
732,-0.07027185238099681,10.922313,71.812,1.1368684e-13,116.1089192204471,16.62599532339059,23.549693083093164,"[ 19.84832   26.961466  79.207306 116.320724 122.02217   72.85349
  47.70246   28.316774]"
733,1.322082106278197,9.01554,71.894,1.3406493e-13,139.1011459878917,19.247425546289445,20.902191247503158,"[ 25.370363  36.765278  48.66378   89.64388  107.793655  79.3996
  49.903202  27.097034]"
734,0.9547381464523764,6.1596985,71.953,59.54125,95.89063943099086,19.177263071784317,21.13405351917865,"[ 21.970629  32.72208   78.20217  102.21403  137.88216   95.28483
  55.594215  30.693884]"
735,0.9914735017304,7.1166587,72.011,3.3266757e-13,82.43155444074993,21.518148425404984,18.630787761990323,"[25.951492 33.18001  48.195587 70.653915 82.14929  71.75753  49.836227
 51.083344]"
736,1.9942224390321472,12.164257,72.219,6.750156e-14,81.20810846777495,18.469478306226776,21.72015546898311,"[ 22.42856   30.242348  58.634644 112.056816 124.14564   96.862305
  45.22498   26.994286]"
737,-1.7632090914166265,7.837776,72.312,1.2141759e-13,114.77319570315126,14.835423231206146,25.131079493743886,"[16.533522 22.458927 41.359016 52.372314 78.81513  96.24713  93.02831
 59.576115]"
738,-2.4464400265062936,7.668035,72.402,1.2710575e-13,51.392232417870154,23.01256389290799,15.362322431731178,"[37.613735 60.56591  82.59821  87.02207  53.588135 30.249378 23.008896
 20.895569]"
739,1.335382005985079,10.18359,72.508,5.026718,78.41410089938915,18.485094153198094,21.815552000091838,"[29.633196 47.72818  75.62816  81.21919  64.90073  45.299164 32.271713
 31.252037]"
740,-5.347602939248897,6.7255616,72.659,2.542115e-13,119.75037735161382,17.172675459052734,23.046865814691902,"[ 21.423302  26.971508  48.781353  67.71961   81.21228  131.92883
  77.91163   33.853333]"
741,-3.0840514734739743,6.276533,72.738,4.1382634e-13,124.90743497389604,18.327544654183722,21.84427591463329,"[22.140537 32.189423 46.407593 77.19948  85.34646  60.05434  38.094925
 28.196827]"
742,1.32462598391169,9.153089,72.865,57.266006,123.4234967911705,19.082484908727896,21.089196513438257,"[ 26.148392  49.40631   72.677284 121.14217  129.81374   74.31943
  38.315422  28.682354]"
743,-12.770049906484505,4.1309896,73.016,28.168188,34.83863856854113,15.881106031700735,24.308591777731532,"[ 16.956026  20.457968  40.646435  85.36125  135.2058   111.48708
  50.34325   34.42462 ]"
744,1.5747364767538525,11.09244,73.143,1.2710575e-13,51.08328952180533,14.747249352032691,25.353275402380273,"[22.93269  34.435783 52.01171  88.94875  95.45234  72.74436  44.47017
 33.474304]"
745,0.33624202508334,2.8749897,73.181,2.542115e-13,110.57147701143964,13.602902436317304,26.64404045835237,"[ 14.653625   15.1389475  17.94442    25.862717   46.577354   90.04178
 164.26993   140.35023  ]"
746,0.9522213432782047,11.123267,73.374,6.0868697,119.91822703858462,23.838758256492035,16.370098803248688,"[ 28.47734   36.82788   57.99705   93.17796  117.44143   77.527
  40.49895   26.858446]"
747,1.0975494620849044,5.498969,73.516,3.9937735,85.88528636705362,20.210078263894125,19.97602176294813,"[ 24.057665  31.128073  50.881268 106.30651  117.119804  89.11184
  65.0642    51.983566]"
748,-2.2670255695415964,7.1212916,73.611,6.1069093,144.9534451690162,23.230011931190337,16.92756890167105,"[ 27.052795  33.855587  51.22787  126.63772  109.67982   79.19926
  56.157764  25.488642]"
749,1.0819961339496869,6.693757,73.695,2.3437141e-13,117.14151018740822,23.238460372631046,16.9324046940708,"[28.526157 39.390167 60.22951  75.638756 82.396706 57.216476 68.201355
 26.808672]"
750,0.8898400032109817,7.0543795,73.828,2.629008e-13,129.61622403460584,22.37459872323862,17.722166180912065,"[ 28.174587  37.56104   67.02823  126.60592  104.16577   49.26313
  42.23716   49.42499 ]"
751,-3.0645838042438207,7.5337596,73.897,1.8198774e-13,86.62960181887856,21.4666294055594,18.753714764024906,"[25.584558 33.07055  50.7734   80.730095 84.93443  64.3463   50.79712
 37.797997]"
752,-4.666299879852634,4.736197,73.955,6.0085354,89.00956437721061,22.099194735517713,17.02717355921064,"[27.21276  31.543009 38.613514 48.325512 53.065723 39.074886 48.07453
 49.59777 ]"
753,2.433152199029184,13.716965,74.275,1.2710575e-13,130.52127663844811,22.198845743839414,17.975979455244904,"[ 26.987757  35.971092  67.69428  124.45566   96.48522   91.23919
  37.833916  23.174232]"
754,0.6581415331191084,4.703864,74.404,6.4778895,132.18285777779903,15.102784376056187,25.074454153569526,"[ 16.06155   18.777811  27.355276  61.350967 109.38777  117.22453
  78.80983   43.06473 ]"
755,1.247224049980159,8.457139,74.48,1.1368684e-13,62.27023365556869,16.21345797962419,23.989454600941723,"[19.697247 27.314703 46.346386 76.35082  78.64197  66.19529  49.49672
 39.02107 ]"
756,1.7392817706198076,8.780201,74.584,1.2409095e-13,155.59857017294428,19.06716270217911,21.120068614886222,"[ 22.10735   28.137577  45.323322 145.21419  209.64394   91.54543
  45.1887    25.533796]"
757,1.7515683143109693,10.322801,74.796,9.947598e-14,92.41856781782961,22.707572595874804,17.651479489687393,"[ 28.499628  40.25154   61.8791   115.24133  131.159     59.043663
  41.462337  23.231676]"
758,2.1734523259431224,15.218899,74.969,1.2271014e-13,97.7808827488392,20.857317475723512,19.323171780270783,"[26.586826 37.4499   73.64492  82.780846 75.05136  79.43366  43.8244
 34.370846]"
759,1.759647179929167,11.010197,75.083,1.2710575e-13,112.17326077007556,16.585348975272407,23.548248830384196,"[ 19.650482  25.32237   68.20824  120.67849   91.80045   97.36805
  91.87996   33.89022 ]"
760,0.8295120187589771,6.384599,75.137,6.9232497,154.95604533299192,19.933624588431847,20.243386520822213,"[ 23.028828  28.239056  40.099724  92.34074  135.47708  167.89603
  46.641975  28.13905 ]"
761,1.3171221920097322,5.5876102,75.295,2.3437141e-13,128.9097061055783,23.554870976522643,16.61055106607054,"[27.593967 34.1313   47.23674  76.99556  98.30297  73.36629  42.299046
 28.071821]"
762,1.79440867051012,9.661155,75.397,1.4210855e-14,118.95571208695989,23.101372462160484,17.287029166035282,"[28.212435 36.537403 48.97157  73.35728  78.849915 75.75669  58.01427
 24.561438]"
763,0.93451338640577,5.5836735,75.46,8.1323395,86.80133987065537,21.910818657775028,18.229822919530104,"[25.469702 38.515095 59.10576  80.54139  89.78423  40.899006 28.914186
 24.477583]"
764,2.359931735160824,14.930447,75.728,5.684342e-14,191.63185302309398,18.223623247830208,21.934882227528032,"[ 22.938251  32.721928  50.45436   81.92196  109.24578   85.4788
  47.430767  27.579426]"
765,1.2658117525578445,9.963957,75.825,6.003322,204.97520305958835,21.510756171501818,18.642089088781482,"[ 37.49449   38.26616   77.59726  104.75744   93.61283   43.63066
  28.35849   22.226192]"
766,1.6598032245443082,11.376871,75.923,2.2737368e-13,101.35479828371345,19.35899395769165,20.51850380275285,"[22.918482 28.963345 59.444214 86.84203  97.96513  56.31319  36.291206
 29.254133]"
767,1.46158483604135,7.6296177,76.037,5.084296,159.90634197222397,21.707178990794194,18.526778293172246,"[35.857025 51.358673 75.498634 83.839775 72.71327  44.27036  26.618145
 21.192505]"
768,1.69822358757268,9.730021,76.211,5.758098,133.07194924072004,21.703860639943937,18.503048481487795,"[ 25.715368  32.72762   49.514885 101.20286  110.243324  87.37141
  47.46921   30.758455]"
769,1.2326039720537987,7.623611,76.287,4.982847,94.42804273589238,17.544898628741485,22.5922810093929,"[ 32.151283  29.367544  60.716415 122.65726  141.76138   79.201454
  36.869442  27.555214]"
770,1.6250224165776685,12.199424,76.412,8.320495,62.14168292518657,13.627876674079312,26.615394540597464,"[16.49155  29.490458 60.7935   89.640526 80.259705 76.670876 41.9633
 35.64506 ]"
771,1.8450347592284324,7.7328086,76.602,3.5950935e-13,148.78329177326881,22.24698827031208,18.09415775374821,"[ 27.807446  38.09982   78.66945  117.65223  114.12781   83.39523
  32.748417  21.756338]"
772,-0.8234986085193565,9.20588,76.707,114.39585,99.52881490011598,17.129020284606334,23.061383693325162,"[ 21.275572  28.692871  49.415318  81.72231  117.10001   94.77809
  64.71383   41.908623]"
773,1.6981248070419497,11.169758,76.835,5.1934347,166.01963712434028,14.797226864473059,25.431595331876853,"[ 26.120256  27.285353  61.724    108.22199  105.92738   71.98612
  75.292694  42.43068 ]"
774,2.0287991782571084,9.396018,76.955,1.1368684e-13,47.34884313291395,19.472204286752014,20.655331331254455,"[24.310064 35.160877 72.37203  88.522    92.25289  72.36227  40.384083
 29.25529 ]"
775,0.9517266201335097,6.021653,77.106,7.1879454,60.44165221972323,19.14802562384672,20.985517215721373,"[ 29.440298  38.81727   62.33842  160.04964   92.753105  50.41101
  78.13838   24.637423]"
776,2.362961842300855,11.439137,77.217,8.038873e-14,167.36356665214615,23.27535028077305,16.930507113071503,"[ 29.72486   47.41994   90.788345 111.21793   94.69343   59.8839
  27.835167  20.130995]"
777,1.074689975587029,7.966532,77.306,3.8131724e-13,55.5281228634626,18.82520019104315,21.32411927874673,"[ 23.490807  35.460697  79.035614 100.016525 113.58818   62.07435
  41.280594  49.26908 ]"
778,1.4549071732178522,9.419387,77.468,6.8634863,82.85518069704374,22.349184286529006,18.006215729590053,"[ 26.931435  35.40815   58.451866 123.63463  113.87279   96.87471
  46.395664  27.131783]"
779,1.951403673765405,10.397939,77.61,5.722103,122.49403836841019,20.852048063458927,19.389765677730722,"[ 25.642286  39.589867  79.48163  152.88168  138.73148   54.80756
  45.67285   31.297432]"
780,-1.5620226559862918,12.048761,77.706,5.684342e-14,81.29214340335217,20.142711368622706,20.353754390238134,"[25.385408 46.584724 56.219563 95.63841  83.86443  75.2108   52.2297
 28.946669]"
781,0.7455019983948321,5.026294,77.834,3.410605e-13,96.96623774232012,15.490376550680294,24.803184261301336,"[ 17.643383  20.855265  36.31559  112.126396 106.52152  100.63341
  63.742615  35.946182]"
782,-0.46596217635201304,10.106379,77.991,5.4189816,141.81147303393777,16.119079107604257,24.12577429814792,"[ 20.733719  27.449938  54.793327 109.8359   122.88061  100.90834
  45.342384  29.149424]"
783,1.2042431290794202,8.282452,78.072,7.730879,134.9462754195528,22.871164323311806,17.2747158509154,"[ 28.159449  36.973007  59.50818   98.04475  132.12602   97.06683
  56.672462  23.23761 ]"
784,1.161606200456249,7.3166833,78.138,59.886578,58.07718101268554,22.43113346670559,16.846961597473,"[27.823824 33.829025 50.982365 65.51623  57.697144 37.057755 26.469307
 54.458355]"
785,1.566311205307888,9.3023815,78.332,1.1368684e-13,128.9747063250607,22.748644041615687,17.42611728866786,"[ 27.390303  34.60478   54.151512  83.77997  115.70202   82.329094
  45.645657  38.740906]"
786,1.1210815796102065,9.706527,78.409,5.4944706,149.86976466224567,23.11610216695012,16.843151423248266,"[56.5426   50.354538 55.213722 72.38097  98.73953  82.67451  32.021584
 21.162716]"
787,-8.5459775684986,3.4610689,78.447,5.3591313,119.51817334194057,24.953779304762044,15.20419647804244,"[ 42.074417  46.866917 124.75308  118.10217  102.19129   29.88426
  20.129103  16.766926]"
788,-2.9868161199212704,6.3482084,78.515,5.9126573,121.6124240709385,19.62434310201703,20.525210856701083,"[ 73.876045  89.0917   105.65704   69.67032  100.84922   70.11946
  35.591255  26.350718]"
789,1.3488162885993065,5.649535,78.701,1.3322676e-13,135.04089150149971,21.667153469312098,18.56355093200012,"[26.431421 36.008675 57.88962  89.21865  88.91839  71.05826  53.54615
 46.3207  ]"
790,1.9868053942485575,13.07999,78.816,2.2750646e-13,115.36313815017877,18.884942215578377,21.229919173974658,"[27.208067 33.727337 63.416958 97.699585 84.45591  69.41173  49.375206
 33.828884]"
791,1.7449417871765813,10.144183,78.905,2.5579538e-13,62.94274592484385,20.300396813749,19.870614001227292,"[ 23.806355  29.988243  44.712883  82.84583  115.9492    90.36753
  59.573708  36.59913 ]"
792,1.5217200507688342,8.009274,79.005,5.4393997,149.29030704711906,21.11186077494084,18.469830146640366,"[36.266663 33.52422  53.374653 92.58662  90.437096 56.098404 28.919508
 21.86642 ]"
793,1.6107805646466635,9.367667,79.164,1.2710575e-13,68.99699605046486,18.366210452063633,21.8036022875065,"[ 22.75691   31.176786  61.71707   95.79575  116.93456   80.93443
  50.572716  27.10574 ]"
794,1.222981864537854,7.075506,79.227,3.422427e-13,143.6671260966455,21.238864036842884,19.010154886831987,"[38.504986 40.4742   59.43296  97.441246 90.366135 48.651283 29.140514
 22.339373]"
