episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-37.84117035479947,1.7269763,3.794,0.20761296,26.920931302016932,13.358744147546265,"[ 0.08991235 69.651085   80.66681    70.193596   66.10746    60.093643
 34.378895   19.047855   35.230423  ]",14.246890008653278
2,1.3625474978964718,3.84589,3.794,-0.99722946,11.060913673895483,29.20092459238411,"[-0.88930506 23.78409    23.240835   30.880606   51.96185    63.46602
 60.542057   47.322433   37.63537   ]",13.903060735082558
3,-39.848354467655405,1.308415,9.95,0.3256887,17.15212235699798,23.084088016009535,"[-0.32334423 42.458675   37.612392   41.77232    70.75647    46.31847
 39.643658   40.59217    41.32812   ]",83.72387022985347
4,-5.333193426172796,2.7192402,12.996,-1.5391719,27.42225741721302,12.860763915518065,"[ -0.12102922  13.850824    15.912965    22.732494    53.608288
  85.090256    81.644455   105.417366    65.36131   ]",24.000346972219212
5,-14.086686998327773,1.0261135,13.512,1.4375045,14.429649771753796,25.710795209167284,"[ 0.52226466 13.659081   15.716853   16.183954   17.50297    23.266094
 40.625393   44.30579    55.323395  ]",15.538190543399875
6,-34.46708143642197,1.5917279,13.512,0.9020217,10.921998852129493,29.321813902375933,"[ 0.4229787 17.189188  27.300068  73.96257   72.08657   54.214108
 59.117176  49.026608  64.6861   ]",12.76914477978629
7,-30.415661838894838,1.3919156,17.849,-1.1206993,18.389449033447605,21.858518208826904,"[ 0.10019933 68.16718    57.67327    63.46301    75.66701    58.122044
 35.184616   25.316292   21.221056  ]",68.68499029149538
8,-23.134081446222545,1.8137019,19.937,-0.8061503,24.45819534086408,15.711437015513193,"[  0.17621267  37.15931     60.426826   111.14158    135.95975
  83.566124    38.222095    23.975788    17.623125  ]",19.56468597069317
9,-10.716458392699096,1.8672546,19.937,0.52268493,8.797460896984608,31.770521836259807,"[  0.10403311   9.383597     9.853931    14.802968    33.416504
  52.12945     70.07523     77.04992    103.2338    ]",13.666039583608754
10,-32.976252293911706,1.0276743,25.181,-0.19089516,11.953312224277674,28.33432400846455,"[-0.34392267 21.470835   15.555248   17.178572   30.161003   44.70142
 42.211266   46.264477   53.336197  ]",82.14854152418938
