episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-64.22983506640773,0.54130965,1.231,5.7992773,24.833443368085774,15.249994591126889,[-0.1518932],18.38387059297834
2,-43.26937698966677,1.6208708,1.287,-15.540015,23.848234271946026,16.29737195067997,[0.00458707],33.982088191516745
3,-21.113212695291548,1.3242041,1.311,-13.429286,10.106826258804237,30.220242356250896,[0.37522045],14.554877622636816
4,-47.016069090039515,0.7772661,1.415,-1.1304215,28.279712670246564,11.847772388826327,[-0.16978145],67.36835396024942
5,-22.60727941692351,2.2700691,1.444,4.5785475,13.471726091730162,26.817367201185853,[0.06116607],17.674985762594304
6,-2.996574868609917,3.2584143,1.462,-13.679891,16.444914460725954,23.879620836866653,[-0.02678847],15.610243925574922
7,-44.781420365575244,0.8870454,1.562,6.263741,28.53223114256309,11.578048258168398,[-0.37527102],16.85210875942195
8,-39.545323219540144,0.8518053,1.582,-0.5295793,25.714450595132494,14.410160818824776,[-0.3158652],16.606224758718838
9,-36.81969143339134,1.2315481,1.613,-3.3077378,27.881905322939797,12.291084311380438,[-0.05949559],27.184354843203455
10,-10.277309623405367,2.9304864,1.632,12.262416,29.10130878689012,11.352539964097584,[-0.09494071],134.8745793453566
11,-9.600251649951662,1.8089634,1.726,2.9030495,17.49095041085785,22.31177083361461,[-0.15773848],160.76552670542833
12,-32.029041654675446,1.3320725,1.754,-8.543158,22.13318639737207,17.810630901960568,[0.01766348],18.158221022225064
13,-30.931848512638727,1.6063592,1.79,-3.3214355,27.349162993456698,13.069552127303027,[-0.0811448],55.47061571910403
14,-44.92094916254257,0.88061994,1.886,-2.6355085,14.534237745460748,25.771092877021836,[0.06923336],12.69120156336786
15,-21.831552181502886,1.7654712,1.904,10.504202,23.76117756924604,16.575261060375542,[0.00314704],12.789989822344731
16,-42.35221786456916,0.70042753,1.924,-4.489213,26.720945540496945,13.326851373603791,[0.35461634],24.840766389446095
17,-35.80796281932755,0.7385571,1.946,-7.218576,25.347201789509803,14.791730184188372,[0.01783509],20.750107037529926
18,-22.036672828804136,1.1424327,2.04,1.492944,26.951089328054298,13.122792363264743,[0.27759695],15.74786414326435
19,-32.93143032717552,1.1323738,2.061,-9.708738,9.602642895011055,30.53329889783053,[-0.12868847],12.674321303908469
20,0.23808586150408068,2.3808587,2.075,7.923656,14.718121813481922,25.439649155973832,[0.04095921],132.16136231826744
21,-26.469229809266114,1.3513877,2.172,0.045830544,26.149667035711353,14.100488310079948,[0.25130177],22.5563405250741
22,-2.036892243247363,2.455573,2.194,6.415797,16.040321602683896,24.328370154365295,[-0.01914174],24.291616327889333
23,-8.834572079388991,1.9671637,2.214,5.1238027,22.426641877274697,17.811689228144935,[0.09562822],87.54935751188312
24,-47.0311596205022,1.5599691,2.307,-2.911154,16.467007789301203,23.650013299086634,[-0.2016417],21.854145359264432
25,-9.5482810834514,1.6478592,2.329,-8.587377,29.187308172966727,11.01830305373358,[-0.07135309],13.36262885824114
26,-31.42246762605364,1.1272166,2.372,7.777906,17.488284329284614,17.843953306792013,[0.09539528],21.35178360758943
27,-26.21771502937991,1.1027647,2.391,6.514844,26.37096936060336,13.873857440889667,[0.2513229],15.034133387667875
28,-16.053896259081043,1.923388,2.484,8.05153,23.541011927933333,16.70601134708709,[-0.00716524],16.36076238951169
29,-32.869610581610885,1.3473263,2.503,6.8439927,26.044570046671865,14.10646686532986,[0.26683742],53.38373591434582
30,-43.346289009083534,1.6017373,2.521,0.41957772,15.855092985380274,24.340153087048087,[-0.06410237],12.854879873438675
31,-43.68142055379845,0.8836599,2.64,-7.5757575,20.090552190304837,19.988993691708604,[-0.31416374],14.41753094332376
32,-6.1432488936872796,2.0731666,2.659,1.439987,17.660155015933846,22.501197426408122,[0.11439089],22.29737863258941
33,-44.21606123481448,1.1659479,2.675,-3.0320992,16.61155433375034,23.412993582064857,[0.4114685],15.387647549422674
34,-31.437618160448,1.4832637,2.698,4.127972,17.019623916984663,23.107066923485892,[0.14099322],29.31952947843397
35,-24.293088215283344,1.2487637,2.797,6.8912325,23.67308910538055,16.63137422691318,[0.08096035],15.621918502859055
36,-19.759032807776556,1.7433878,2.829,6.6985803,25.274925987510912,14.983137111350596,[0.12783098],14.211286062417823
37,-33.99765165107802,1.0483676,2.858,-6.9979005,20.48358519232828,19.580222142170822,[0.13982747],21.156377026938586
38,-33.78578441274712,1.8990593,2.984,-0.17450814,22.249048192317698,14.522192176856315,[0.05036482],37.88501658189772
39,-36.329641530323705,0.8635822,3.004,-4.614316,16.220024422141833,23.843425074344925,[-0.43414193],169.5571339390358
40,-33.565391040862956,1.790057,3.031,3.8239906,23.210479551654945,17.19762244132104,[0.03072931],14.705353561609806
41,-19.805339783363756,1.1554366,3.049,-2.7042542,26.302314510086337,13.908579650426347,[0.36936927],34.019700964859126
42,-5.24533280921964,1.477612,3.141,1.8873062,27.87725550874665,12.42690730590152,[-0.11328801],23.19973986878265
43,-27.7368163586334,1.2276752,3.163,-6.323111,23.539364747234156,16.592831027649478,[0.22952782],17.11448156582593
44,-49.9270806143681,0.7291938,3.186,6.077262,14.883337411964964,25.222992378247206,[0.22580783],84.26299414358564
45,-16.359907242072037,1.5443575,3.203,6.2441463,24.52017261157068,15.72758158506361,[0.15010548],15.695908214576498
46,-17.895583231482274,2.1921902,3.29,-5.2229934,25.371600669253816,14.679444439604849,[0.6474318],30.382983534053817
47,-3.7740017570893367,2.8648705,3.309,6.044122,21.656892485463686,18.525330225876917,[-0.13672064],19.300522328964984
48,-43.49797529376248,0.8512193,3.329,-5.566417,22.333306862804825,17.707041064770994,[-0.6384944],27.893549345129912
49,-26.952263793783985,1.4025209,3.437,-2.7652178,15.23716191806831,24.89079732853361,[0.9281174],44.57421036590409
50,-41.383372790622516,0.77594006,3.477,5.752085,17.21922567384932,22.94477198421853,[-0.46031696],49.86031482341994
51,-60.62168409574943,0.54365826,3.51,4.977459,28.223547337541213,12.266008352231362,[-0.19255626],15.31679653932922
52,-20.8819856756818,2.831086,3.531,-0.53834784,24.083029914096592,16.120590790338056,[-0.28288326],33.75284950806134
53,-42.882435214242726,0.85717726,3.63,2.5197227,24.959603142459827,15.215714066480627,[-0.5602509],17.657254538801965
54,-31.462961473310102,1.2958859,3.923,2.399894,23.34193366362646,16.965325066280947,[0.10162109],15.948078948191156
55,-11.71936004428842,1.5543934,3.947,-0.5749688,20.729182971663242,19.44582735289064,[0.19694714],18.929075935719215
56,-24.72500171175213,1.4659581,4.05,-1.6462345,15.275893866309596,24.98335017868019,[0.409734],123.31702588023954
57,-6.807999155569656,2.2159867,4.068,3.3042939,15.423676728960507,24.66273140718734,[0.32140848],20.77221956915336
58,-2.6804983757806577,3.2841384,4.088,4.767946,18.953393593576827,21.217286337050105,[0.18128045],22.375647510827264
59,-31.457908003849166,1.1830999,4.126,3.8485577,25.32003927872562,14.866079088909116,[0.05219467],26.900167971638332
60,-17.56103358910192,2.6098027,4.22,4.7393365,26.793816593368376,13.313671996363505,[0.28445804],16.34050293786989
61,-20.77354186913538,1.3481506,4.238,4.7192073,25.74094434450307,14.36458788442656,[-0.53671896],14.344038220394545
62,-24.62619075924367,1.7290169,4.255,4.7003527,26.031684919317964,14.038424165397409,[0.36630455],22.266684793368523
63,-18.23308504294056,2.1437607,4.346,4.601933,23.121697577802372,16.990808708903902,[-0.4281413],34.79102650511892
64,-9.52197219342114,2.0344958,4.363,-1.5364475,24.075634824037564,16.265570773541153,[-0.15298808],108.69043252350089
65,-31.17651785721468,2.983297,4.384,-1.7291334,25.05442525545797,15.153300334119859,[-0.02820976],17.398604221743856
66,0.5025471806057984,2.433345,4.402,-2.2511482,15.837021896213317,24.517174618377794,[0.05016531],16.90019504111843
67,-28.118207869925623,1.8541001,4.492,2.074059,24.928494291768953,15.200689449219608,[-0.10717128],30.59496034025878
68,-16.269040025454718,2.1909406,4.51,-3.2682962,25.41127446509942,14.747152198784706,[0.43849263],14.335056106267416
69,-8.935967526813414,3.3764858,4.529,-2.89035,15.247914899127052,24.924187119811137,[0.11106079],13.939562847727046
70,-10.705111442995271,2.5537913,4.624,1.9144971,14.795833692565253,25.50526824911465,[-0.24678689],17.51547003776117
71,-6.299528954957066,1.7454473,4.646,4.304778,9.881723618073794,30.327566445579787,[-0.22523719],149.02271564675402
72,-18.918679646776372,1.4355589,4.673,0.2905452,23.39676153664062,16.827995507106937,[0.1235506],68.51589999896447
73,-9.342398379148577,2.6516795,4.768,-1.7757199,16.591886881640352,23.544569290653733,[0.37954077],13.280370973519839
74,-35.040616619088695,1.6915467,4.786,72.008575,16.83264620105355,21.96266393875102,[-0.32214552],82.85591114323502
75,-10.812842676011927,3.2551038,4.804,1.3806638,25.319086265190286,14.737449914879816,[0.11310323],150.66409450639338
76,-8.753134530738851,2.2595568,4.818,-4.1511,15.465810231663964,22.331179668709943,[0.66004854],13.740343897867028
77,-17.192560385517442,1.5202339,4.915,-1.0168883,17.37397900766244,22.84314674401677,[-0.0311977],122.38698963505686
78,-15.06301161079198,2.1389353,4.932,0.32596526,24.927099726440982,15.361210498365512,[-0.3396564],32.9277668792833
79,-45.39790005709517,0.9754007,4.955,-4.030233,18.069722679605515,22.070846217897525,[0.19768302],67.0626725559693
80,-23.38811893681483,1.3799213,5.047,1.8998318,14.928264654654335,25.30323795746698,[0.07113726],15.336529835029149
81,-7.176679183341833,3.0158107,5.063,-3.6515365,26.000397541762744,14.200146298075214,[-0.10300355],20.388851753605067
82,-19.544625794784405,1.1182076,5.08,-2.515414,12.033763281072662,28.1867769566556,[0.11264513],17.130581326669454
83,-23.183321072995092,2.470195,5.096,3.9246469,15.44663899281312,24.66758216759541,[0.3514301],14.20601487991909
84,-32.67511465137168,1.1360221,5.19,0.99698323,18.580927152117606,21.626693910988234,[-0.04974],102.71970344921908
85,-5.782358861916763,6.6069646,5.216,-1.9104276,25.608526625637214,14.584471646142392,[0.18108791],14.15867039822723
86,-2.6945533752967985,3.8273628,5.238,3.8189802,14.949043158045866,25.136108430166257,[0.24951342],19.59061079577784
87,-26.327903587353333,1.2183586,5.254,-3.350972,15.615573782378906,24.580357772572334,[0.05423841],103.72906663991151
88,-18.201301287634905,2.0406694,5.343,3.7432153,14.182576511942603,26.001540041775865,[0.3035884],20.823672981287118
89,-5.616268536739357,4.546336,5.359,2.4765038,24.625686643097165,15.460894964087538,[0.35558695],14.46859424806486
90,-25.159137738427738,1.0803826,5.377,-3.7195463,16.728250729978473,23.421072528982563,[0.11677758],27.086467885589983
91,-40.93255946517753,0.9308156,5.483,-3.0983567,10.815288490734346,29.332028703156713,[0.4668232],17.915145665041198
92,-25.618185239464967,1.1391863,5.507,-2.9910655,24.57969897146432,15.587983183406815,[0.5698059],142.53053545294526
93,-24.722337818818183,1.6843412,5.523,-2.6732285,16.009951871142874,24.204897088299816,[-0.12699795],19.0378044936836
94,-5.844271735620827,1.9158869,5.617,-3.1042385,25.880681972788018,14.16526929055588,[-0.8695545],22.472348746922165
95,-38.446702836961855,1.2054458,5.634,3.5498757,15.557614547322434,24.49524266437534,[-0.37149727],94.68175805396412
96,-40.75001443484866,1.1206824,5.654,-0.3358189,24.786189006123763,15.394372707154844,[0.2714936],38.68237468792189
97,-6.755209336961244,2.240226,5.685,1.601938,28.02954524476428,12.065345121039456,[0.8995759],20.122047433120454
98,-6.182066679651444,1.5221971,5.775,-3.4632034,24.42205839560789,15.73307578846394,[0.07830254],19.27672621984943
99,-16.318659841273888,3.3426359,5.797,3.4500604,17.516205608052605,22.576618124526412,[-0.27201208],27.80486831150996
100,-4.687929087238873,3.526645,5.824,3.4340658,15.278795856394941,24.995747692806418,[0.2600811],12.633970815566009
101,-7.929420479740813,1.7812768,5.841,-0.7052402,25.49947330741514,14.589931247037443,[0.17191322],16.73070367601784
102,0.48132279358174707,1.8988359,5.931,0.48445213,12.820177036149355,27.479485258048825,[0.09369187],16.178651679326034
103,-2.5404550331905664,3.8492322,5.953,-1.0105134,13.405271330532628,26.951768633987463,[0.22455141],17.038319271143163
104,-11.998104814755827,3.5240426,5.97,1.5577879,27.46356529545428,12.507326332235234,[-0.3191266],15.107860543877111
105,-3.706399693546755,1.8382632,6.065,-3.2976093,19.755868349998178,16.038585285378897,[-0.57076657],20.9414366836376
106,-11.297155650922418,3.4922857,6.091,0.8181714,12.356736275945698,27.823245357491086,[0.7796704],53.71245430377724
107,-18.52861611943531,2.0253735,6.119,3.268508,20.641022800556776,19.47526016333499,[0.01422311],31.47274254533745
108,-22.613187067834474,1.8550375,6.135,-1.0967201,25.45791415086439,14.705846149043108,[-0.21981427],11.799709145263458
109,-2.932499504018593,2.474185,6.229,-2.0248404,21.52937550619479,18.685029719433103,[0.1862098],16.02705013976563
