episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-69.6049679562628,0.46162012,2.756,120.056496,18.884962257765242,21.162484872298897,[-0.27073628],168.26857735904846
2,-40.7739883064913,0.92183673,3.62,5.5263886,14.93344076365441,25.242610742116515,[-0.07429264],116.95182988311667
3,-20.039154580757266,1.5682465,4.22,0.9542847,26.04115310311293,14.170224138641705,[-0.33994105],18.128724382962936
4,-30.706440714069107,1.1078103,4.817,-4.151962,26.157262901105415,14.023503132692229,[-1.3900923],13.51116171046994
5,-21.405670621178867,1.2264553,5.975,3.3261268,20.65701908499044,19.583685729632144,[-0.01590045],32.85651159769984
6,-17.52265055489906,1.7727972,6.56,-1.5429853,22.00538331811895,18.1961379362882,[-0.19366312],28.909411868057624
7,-66.32761967520996,0.5267301,6.56,0.040586572,13.329001576105261,26.924308540208447,[0.12713556],73.0960608536133
8,-7.739805031399649,2.766475,7.855,1.3272682,12.93106713124802,27.320453030326764,[0.15905161],44.601161745573194
9,-25.853280258914015,2.9703557,8.311,2.3220713,17.424202515339996,22.75780205208565,[0.22498907],13.436421640372126
10,1.5184973689485923,3.3419244,8.311,2.067421,27.287906858044195,13.028983729659593,[0.10852186],13.7180721102748
11,-4.4493228291235125,2.6361966,8.311,-0.2562352,28.345960122260873,11.940413325992266,[0.09536887],15.480606558072077
12,-31.79681144707897,1.126418,9.65,-1.9803941,25.68163075229816,14.525450088908231,[-0.3115364],14.942850210966203
13,-36.940841833802544,0.7294753,9.65,-0.5860871,35.87472644047073,4.797655922799833,[-0.21918954],14.269125975148855
14,0.8966963242684445,2.7198985,9.65,-0.31384552,16.89931381461694,23.269919253529174,[-0.19459608],186.104331464802
15,-3.8576881979083786,4.4430647,11.006,-0.6316311,17.13336863055947,23.13748704796807,[-0.04538139],41.501748009502464
16,-19.1491422971044,3.1477456,11.66,-0.86611325,13.585330265667952,26.881497377495066,[0.08669319],20.7797151253707
