episode,avg_reward,avg_v,episode_time,distance_traveled,avg_angle,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings
11,-27.345379609218373,1.2829465,2.907,2.8636284e-13,114.58469094308887,25.426153824700055,14.747790670354021,"[83.184906 58.68089  42.178562 37.156754 43.758705 34.97705  17.791246
 19.426128]"
12,-40.455323835278364,0.95348567,3.049,4.7826138,137.43850235970248,22.089959384323517,18.125951941238224,"[41.875736 42.975445 48.659866 51.729313 50.663357 51.510532 48.931698
 37.849895]"
13,-29.624356322350263,1.2931436,3.142,1.4210855e-13,101.94939227705085,30.32073767481965,10.072935349475715,"[43.606544 61.512573 84.66002  42.577576 19.282616 13.801456 14.235625
 22.029175]"
14,-32.895311245956684,0.88285327,3.245,1.6077747e-13,134.21982243599902,12.13947083054945,28.085254851422505,"[71.02886  49.869457 39.73624  56.18261  56.97183  46.17144  32.452488
 42.538624]"
15,-5.560745516456777,1.413357,3.372,2.542115e-13,173.6001090204222,14.148620877723767,26.207296460171307,"[13.114876 16.042784 20.03574  34.336155 37.492245 44.093597 69.41387
 73.11462 ]"
16,-24.390591919669927,1.0168467,3.444,8.526513e-14,177.8849339031818,26.87901362833743,13.178443988188718,"[45.27671  31.393335 52.807087 37.344883 38.599976 41.244873 32.66794
 56.48189 ]"
17,-11.053131727434025,3.005375,3.582,1.7112135e-13,186.0183814341023,26.687121435857765,13.026696199167144,"[46.593925 65.643875 74.77828  93.194916 82.965324 49.007385 23.527788
 19.026884]"
18,-7.249628388543557,3.2159028,3.71,1.7053026e-13,174.11057389371314,15.010192622391845,25.232842445711245,"[16.240942 19.065493 27.879625 44.284832 63.675583 92.20271  79.93273
 47.593452]"
19,-46.45268794592832,0.70754534,3.788,4.0856207e-14,94.53204414677235,13.356059503601678,27.160856734898886,"[46.23454  22.864277 18.117252 33.002014 40.670002 57.982258 57.643982
 53.085514]"
20,-54.353095642565904,1.2296997,3.85,2.842171e-14,165.88355821835057,23.550626609013403,16.570420464431727,"[62.063362 74.68298  73.978264 61.51017  46.018295 25.382654 18.588049
 27.295832]"
21,-8.698164368094858,1.9609112,3.963,1.1457157e-13,168.76616212259844,24.78095200767389,15.350795530004005,"[46.320114 64.36199  85.19526  51.635876 42.715977 44.38416  18.027967
 17.50954 ]"
22,-22.800726639590327,1.2180121,4.06,7.1054274e-14,115.42374038530293,15.884017202038946,24.351705901227024,"[17.112984 18.352718 23.809458 43.079945 70.64091  92.72216  80.607086
 57.62954 ]"
23,-40.952119449094965,1.1747861,4.112,1.3406493e-13,214.18413415656974,15.65564410577794,24.416960735800245,"[23.441303 18.938047 18.59069  21.04831  28.777214 70.74982  80.579124
 62.20285 ]"
24,-15.890330787635001,2.1889527,4.303,1.1368684e-13,125.93921636872948,24.35346742499757,15.758138652297742,"[32.351284 42.694298 57.694653 64.64941  96.19154  92.474396 67.191734
 28.219751]"
25,-15.972834993141785,1.5619725,4.387,2.3437141e-13,203.10625501218337,30.355060688862167,10.095929010348058,"[ 27.003263  23.550611  15.391102  18.665274  51.844753 105.26095
 120.23995   70.98475 ]"
26,-52.45412767324937,0.80282956,4.46,1.1723955e-13,97.63432363047238,13.150419953674616,26.923917525395492,"[48.312714 31.87782  27.218546 26.133057 21.863113 28.791443 28.725052
 41.88643 ]"
27,-25.200738629585487,1.8856052,4.681,2.9749602e-13,78.72878304408391,19.85442633940143,20.35632336438462,"[41.02103  65.68474  79.01971  78.91203  64.95909  63.044785 39.05043
 29.22965 ]"
28,-8.507279108030827,2.9994082,4.833,1.1368684e-13,93.5736846310649,14.897437819381047,25.38337140957597,"[36.081184 46.011658 41.93294  41.422276 71.559494 94.53773  77.10217
 44.809883]"
29,-15.419913058813343,1.6505723,4.907,2.0495186e-13,92.62169545623868,25.00088160986694,15.111416166935573,"[46.661285 48.9626   48.021114 40.92977  44.12707  48.60176  52.270504
 57.13743 ]"
30,-28.29664593977177,1.0504668,5.06,4.8934183,210.56331187687002,24.29069507792757,15.956720262991777,"[26.30245  38.502922 44.90233  74.38814  55.185173 58.198933 54.74055
 50.509842]"
31,-21.748543696423905,2.3297582,5.211,3.5840173e-13,96.88790226972762,23.078096086724628,17.041347148219433,"[63.806587 77.158005 83.18589  81.878365 63.468    65.605965 32.762333
 23.897152]"
32,-11.915108769933271,1.2416583,5.28,7.289191,188.2687095837488,27.700867398101035,12.574962308888098,"[51.064243 55.521328 49.908783 39.01584  33.83262  18.85132  20.732918
 12.790058]"
33,-35.172111985171924,0.91322154,5.489,1.2710575e-13,77.81716505323011,13.028073575317634,27.255071870238417,"[16.54366  23.87933  38.14508  54.63025  67.176674 76.469215 76.05761
 55.788506]"
34,-30.185921610346668,1.2610207,5.56,5.5057845,134.054873091365,17.91369090708311,22.201127722007655,"[20.910168 41.637917 68.37141  65.90065  75.57636  44.191483 43.68519
 32.871834]"
35,-48.17077658616225,0.6718669,5.778,6.784741,169.03981734515622,24.62627712294688,15.595640909544455,"[51.58702  60.499264 46.747253 49.06377  37.289776 47.59903  69.4102
 57.407513]"
36,-28.256687460489914,1.4029231,5.948,6.25525,129.28812701641766,28.645851006993844,11.72507022008285,"[39.600792 43.41159  46.553207 44.908894 52.796463 45.15043  46.330013
 34.53548 ]"
37,-29.41377106593439,1.0730658,6.004,68.89106,53.483004188176004,15.294200549224325,24.935124357456704,"[ 17.68346   16.321918  19.470268  31.820475  48.56736   57.727425
  78.22967  109.03465 ]"
38,-12.149540871848588,1.5685928,6.209,8.3808775,113.02227540006875,16.918949885301878,23.33226700078318,"[23.446352 35.432423 48.86898  76.22497  85.18028  74.04467  45.08406
 44.889202]"
39,-0.8865819410803215,3.4115593,6.321,2.842171e-14,167.9600649270171,20.742601140649743,19.566347696752075,"[29.704659 38.85083  59.967186 94.179146 75.36742  58.15003  37.96944
 25.372982]"
40,-15.330340042362083,1.8164206,6.398,84.01072,92.21719257152496,16.311147893628682,23.894029868006925,"[18.178501 21.732351 33.467846 80.60979  94.352394 68.8566   71.38576
 64.27651 ]"
41,-36.77550412948815,1.0772753,6.466,1.2021619e-13,130.4443219372407,13.863615374133031,26.269106634353985,"[16.526089 22.082424 26.04297  23.440952 25.806215 32.157295 43.202568
 49.06167 ]"
42,-56.95293594559076,1.1694344,6.624,6.145979,111.71102507659396,18.655230934343493,21.430465580440437,"[38.27877  61.947704 72.89766  75.098    71.54784  71.58572  39.585457
 29.587664]"
43,-20.86566715391424,1.9701214,6.735,1.1368684e-13,126.73863142471296,21.096618593321462,19.167089006710643,"[35.532654 44.045326 61.800518 73.884926 62.056904 58.960354 36.40542
 30.219027]"
44,-17.39145518088984,1.7674456,6.799,1.5106346e-13,138.51166238189623,26.051891523791173,14.228061710095405,"[46.674458 67.24266  69.143196 89.59311  49.588352 20.492575 16.205795
 14.879138]"
45,-33.78428229463651,1.1763139,6.976,4.2632564e-14,178.55381154604228,19.735290038675846,20.47117835295099,"[74.150116 70.60402  62.22745  46.274685 44.388218 57.794147 38.02055
 31.392351]"
46,-34.72397296102502,2.0896683,7.066,6.557042,132.2174327103079,18.54211446664169,21.686730343749655,"[ 28.682766  46.324615  73.5517    73.615776 100.05471   98.18668
  78.14942   59.046673]"
47,-44.97919734270587,0.5607639,7.13,8.881784e-14,247.74125831504134,12.681782787896955,27.758896295263998,"[26.270746 16.457842 14.360013 14.922511 18.51658  28.21567  33.247253
 36.33036 ]"
48,-34.03597818499848,1.2338257,7.353,1.6077747e-13,117.71082760884306,11.65389538721335,28.569212291353896,"[ 12.569248  14.426708  24.012386  38.536316  65.27051  103.64278
 102.88028   88.465614]"
49,-7.091945077188613,2.3523936,7.517,2.4283518e-13,164.11931881686473,17.99250932780312,22.25900924206951,"[ 20.622856  25.773941  49.708862  81.29168  110.50022  103.93776
  69.501785  56.01545 ]"
50,-16.805133774655875,1.2042918,7.627,1.9895197e-13,158.77694922277132,24.18982325693148,15.747864592689474,"[60.64576  67.98662  79.574715 86.716    56.98648  65.986374 54.848713
 66.5374  ]"
51,-5.2432129336213364,3.176117,7.682,2.2914315e-13,108.69938531441368,16.710166020231423,23.46654076615038,"[20.457602 28.818874 59.97775  69.74765  73.628525 61.504673 99.60627
 56.396564]"
52,-21.44779601529839,1.6026026,8.145,1.6077747e-13,99.3458561198934,20.212691056288968,20.077652053223012,"[ 29.140577  55.688313 112.7975    78.86539   71.40237   43.612392
  51.93986   62.8705  ]"
53,-17.508406589662325,1.3865224,8.202,2.608766e-13,84.89416632696069,11.505418525622034,28.730841873340797,"[ 12.681695  12.852611  14.939684  21.436296  58.74238   74.39207
 101.432465  83.689415]"
54,-2.724480298079554,2.8143597,8.297,6.2542343,132.35636360649454,20.906817830448098,19.270821658320486,"[ 26.340801  34.29814   66.99518  100.40927   63.389473  36.973843
  38.56761   48.30399 ]"
55,-4.234676243736952,3.9628117,8.435,1.5987212e-14,77.63894235809282,22.578401535425165,17.629983140054627,"[ 46.00212   54.112213 127.9019   101.48058   64.274445  49.52102
  61.34513   28.22886 ]"
56,-38.92230961367076,1.3295741,8.49,1.8477526e-13,51.29423841395033,16.267052266766118,23.913830884665447,"[17.22255  19.076797 25.037477 43.368263 73.746    89.42418  96.77596
 82.9708  ]"
57,0.7590335200210139,1.931136,8.564,5.432461,131.68673790672008,22.95332208437421,17.28469526792223,"[55.265823 54.48917  73.302055 82.12501  70.24946  47.366318 30.877298
 21.242455]"
58,-11.185944479959357,2.0890949,8.621,2.9749602e-13,206.30581884203562,24.80207652943879,15.460312816222586,"[55.478584 71.21238  47.345062 74.0508   66.9468   37.35951  21.726408
 17.5675  ]"
59,0.4497257692176835,1.6477246,8.757,2.2737368e-13,102.36043373263391,26.831734545192305,13.29992074466371,"[46.39224  64.647385 53.989838 40.354923 52.486668 20.030254 15.382034
 14.485996]"
60,-5.474221028270496,1.9389371,8.82,2.3133595e-13,98.5772220541048,13.021157671460498,27.202525739748847,"[ 12.1071825  14.687437   17.614454   24.958862   50.85865   103.21233
  84.43084    94.00524  ]"
61,-19.453439915875016,2.7316575,8.925,4.5714474,168.55550290365343,26.9769644059757,13.152436723299733,"[ 40.114037  59.618885 106.82987  134.67252   88.054665  51.821426
  32.83816   36.733017]"
62,-22.456014611340972,1.1083356,9.059,2.842171e-13,84.11640385220753,11.603395645013963,28.614933018503883,"[10.229501 11.395298 12.930194 15.367634 25.117743 29.900885 39.68703
 84.62802 ]"
63,0.4630870844049437,3.2976391,9.113,7.3822694,98.6797066681388,13.20180944875292,27.093279380217915,"[ 14.255117  16.93072   24.59535   48.015766  68.6331    88.28675
 105.892494  74.06224 ]"
64,0.8395210195591825,2.5400047,9.16,2.542115e-13,77.42264008087403,17.516509415313,22.631360784833905,"[21.128822 27.762411 47.780006 62.943726 65.713066 66.083534 85.41975
 73.80455 ]"
65,-33.07496983457898,0.9529455,9.211,3.5527137e-14,84.63672197480706,11.905615851393264,25.089711466722253,"[12.886424 22.188902 24.132774 18.496033 17.935328 21.710167 45.12311
 78.556755]"
66,-13.018119817559004,1.8902509,9.345,1.1910866e-13,98.58854244060039,26.63078991090198,13.645639098228987,"[106.11968   54.113735  27.708996  21.160543  19.820337  22.165102
  43.46437   25.794603]"
67,-12.517534376227287,4.490527,9.465,4.2632564e-14,162.11503994933207,15.174103993838864,24.979724787961317,"[21.077602 35.69813  42.635536 64.68383  59.26396  69.10076  80.980774
 99.529045]"
68,-51.99211610455021,0.7059309,9.596,2.4542027e-13,139.39700143396635,17.960597244484706,21.81759973343732,"[19.366976 20.848518 27.093115 41.938812 57.47035  84.7009   95.72062
 69.763214]"
69,-16.308633062249942,2.2628837,9.71,5.684342e-14,145.9482098018028,25.16076659832453,14.97913025604655,"[ 99.24015  122.71984   54.0157    46.603912  36.16798   20.395224
  16.542849  15.530426]"
70,-45.23850991894273,1.3966037,9.777,2.542115e-13,152.76207426008298,17.655939494800062,22.614412512328453,"[ 19.279484  22.856926  32.24887   72.16041  117.78933   76.33662
  47.504993  40.970688]"
71,-17.295401204469446,1.6455445,9.834,2.3092639e-14,97.43611878641705,17.294210535907293,23.031722111385267,"[20.718966 26.240168 49.07137  97.42316  66.95211  93.68907  70.910095
 60.726643]"
72,-19.661668423958613,1.9938653,9.88,2.060617e-13,118.54151531124415,24.453540092136926,15.732358275984986,"[41.56915  36.27836  48.217915 56.694275 52.28578  31.446342 21.152107
 17.722271]"
73,-44.49174261653747,0.8979137,10.046,2.2781733e-13,156.518530828431,13.670184497816,26.40894292997728,"[32.338367 30.050604 19.564434 21.129763 45.617825 67.47983  74.43115
 66.584724]"
74,-40.9393922606805,1.1833258,10.117,2.542115e-13,215.94106830800047,24.585016087528334,15.499910384910306,"[93.71754  71.83022  47.09736  68.42261  32.12115  19.900023 17.675003
 22.413996]"
75,-8.762085007753491,1.7793641,10.158,1.2710575e-13,217.7965755172755,27.06684403687652,13.35413047550186,"[48.596226 36.188915 46.037266 28.94856  45.57052  22.753262 16.600435
 19.59575 ]"
76,-16.771639010461126,4.3468895,10.245,5.684342e-14,174.45274991688933,24.252785707967185,15.838866699583225,"[ 38.49181   52.776165  80.85296  118.43269   63.356056  59.68736
  36.2185    27.989971]"
77,-28.204100204346016,1.1767404,10.411,6.2395816,110.05678569428197,26.139558055318766,14.01345944202239,"[52.018898 83.87323  99.300606 69.18083  48.266632 23.397923 18.19923
 17.959278]"
78,-5.988962383574062,2.408866,10.502,5.9403334,76.56330286933105,17.489685219521814,22.69103831571941,"[ 32.484314  46.37433   39.36322   58.47686  110.77858   77.95407
  72.50816   31.288174]"
79,-1.409008967953642,4.2240434,10.606,1.2710575e-13,66.68614535361796,22.447709107865137,17.716367605715558,"[28.064003 37.737236 59.8467   84.536    97.50776  60.826153 49.105625
 38.417027]"
80,-10.238881031157772,1.8435106,10.754,1.1368684e-13,266.86291620830167,13.51229226112739,26.473720924993142,"[37.173706 34.946438 25.258442 28.512516 45.608364 72.85387  92.046425
 72.28107 ]"
81,-30.29495188582229,1.207774,10.817,2.4283518e-13,128.77719887135018,25.774186577635973,14.341713422448537,"[61.573616 45.871243 56.974503 32.603737 37.27923  18.052624 15.684981
 14.940218]"
82,-39.45264751775467,0.8472644,10.877,2.842171e-14,161.7513335870487,28.626045731284513,11.82292883294811,"[127.37447   45.897606  24.966066  28.209053  20.0746    14.707739
  13.879656  16.278645]"
83,-6.957121257149374,4.183723,11.019,1.1368684e-13,183.83932916053502,22.881716746140324,17.28942516372195,"[ 41.36507   52.469357 105.463066  98.01344   64.87635   34.972256
  26.567793  24.231194]"
84,-20.07861555354469,1.327487,11.161,1.1381167e-13,216.0539110183426,27.55724548354162,12.64973729321579,"[55.78711  53.881367 69.26368  29.697443 28.537453 33.650867 45.03612
 62.86492 ]"
85,-22.24258890756371,2.015459,11.301,2.2737368e-13,145.64112375714126,13.32312417371694,27.105200001895795,"[26.066635 38.967487 47.288937 47.152958 48.71382  54.628223 63.50097
 58.025658]"
86,-34.86012467122297,1.1927037,11.536,2.3437141e-13,107.17434595768252,15.59083189033689,24.61933614272892,"[ 17.415201  20.84568   30.977282  62.20344  119.00184  130.48459
  79.166565  45.187077]"
87,-9.6548264637092,2.697379,11.578,1.1368684e-13,194.31226697719802,25.443342579510524,14.646225360999889,"[ 91.89812   61.747974  61.049385 113.80231   81.198685  40.019928
  19.615452  16.196999]"
88,-7.855128817950644,2.7583244,11.613,1.1368684e-13,125.78689336939743,13.321088899450656,27.084709657613804,"[14.3749695 15.721511  19.776527  44.47736   56.81305   77.57612
 80.18627   97.28107  ]"
89,-25.68098176430478,2.0888665,11.693,6.085027,163.59500097320418,18.210424804572366,21.883298515518625,"[24.729948 37.87468  63.582783 93.5691   95.60781  88.34935  53.885834
 36.844826]"
90,0.6139036324924538,3.5001428,11.808,1.2710575e-13,44.38782440817835,14.693673372167371,25.548993183885525,"[16.018618 19.915773 40.64445  47.138535 51.475376 81.10384  89.03406
 59.169678]"
91,-13.283586024071171,3.2665434,11.936,3.422427e-13,249.46756143103977,27.00653840166068,13.350082439709514,"[47.673473 46.173687 59.320217 54.888233 96.700806 82.511665 47.24685
 40.165485]"
92,-49.91109573035634,0.86092424,11.998,5.623703,248.28272378786588,24.41627864418944,15.648619379209581,"[46.890945 30.781734 28.57984  30.619678 30.428211 24.20937  43.76629
 79.56407 ]"
93,0.4305717179706063,2.2192705,12.044,1.6077747e-13,100.77126189120854,13.475804280205677,26.854081684918786,"[ 13.925233  14.509465  17.540632  36.55806   43.677654 149.90562
  72.638596  59.11119 ]"
94,-7.641695592408946,2.3851502,12.189,1.6077747e-13,75.617414174957,8.572294690698875,32.124239976882656,"[  8.317827   9.302505  12.083157  30.052963 117.802    124.89562
 108.24694   51.430397]"
95,-22.987711825681334,1.7491887,12.253,1.7112135e-13,152.34696281131795,16.031218153209114,24.210069571875117,"[ 18.489075  22.531881  41.360622  66.63855  112.64627   79.38799
  76.00496   50.978714]"
96,-19.797269449234005,2.0273056,12.29,2.2914315e-13,43.5431666266255,13.179754018529895,26.970048150318842,"[17.419434 16.406612 19.37876  30.89149  62.263466 59.58435  37.936646
 73.07542 ]"
97,-18.909600646875372,3.4390545,12.501,7.192735,83.12305959467855,17.888542775713205,22.26605044138621,"[ 22.766756  34.97078   49.460175  68.79276  104.57598  116.017555
  65.187416  43.086075]"
98,-4.654820681507424,1.8699112,12.558,8.526513e-14,136.30886193703435,26.1046835694062,14.050117531182249,"[85.89764  61.23108  62.909657 49.20491  31.308805 20.85173  16.677486
 15.201856]"
99,-0.9093011662202031,1.7340245,12.711,2.842171e-13,124.98059451030024,26.057947722763423,14.159083066291933,"[ 43.30906   77.26738  127.31545  137.45003   86.45872   28.38592
  18.791615  15.518739]"
100,0.7547559964850188,2.5158162,12.816,4.316342,84.71516535819816,25.938548429327202,14.406391364052318,"[48.914715 91.51906  90.470825 71.50199  46.87404  30.579906 22.785545
 15.792699]"
101,-21.0629009738365,1.3009895,12.939,7.718801,163.09537484705228,15.618617423354662,24.50248832172579,"[20.23376  17.15308  16.323757 33.85752  41.602814 30.847895 35.42767
 47.0943  ]"
102,-20.440307099459673,2.6107037,13.054,5.288204,208.42363290486148,12.009185700195534,28.290338350752066,"[21.426968 18.397635 36.656677 52.71034  54.41015  66.57049  68.02082
 61.725353]"
103,-12.429731064360345,1.478655,13.114,1.6077747e-13,61.610398717487875,14.796220426538046,25.365043606007017,"[15.826294 17.522738 21.776346 30.774412 49.674698 62.91686  63.123905
 62.74329 ]"
104,-4.682123832196321,4.2913527,13.265,9.9337205e-14,149.353035015285,13.812182128651068,26.493796996011046,"[ 14.598556  32.34844   22.870092  40.901035 118.92214  165.9771
 135.27225   63.945446]"
105,0.40097633439459346,2.3194952,13.323,6.629164,74.23678203580397,14.82771178626203,25.329126451715823,"[ 15.594105  17.669106  23.20305   40.176353  75.75018  138.9279
 130.82133   43.94616 ]"
106,-8.748142149731942,2.6123981,13.405,6.2260804,67.86144396775703,15.03001172353914,25.188760590968982,"[16.260653 19.6919   31.607723 62.222466 97.41247  81.44578  75.243576
 81.878525]"
107,-7.6218193304601165,1.8145701,13.561,5.582676,109.12810653864005,16.02686179433128,24.21184309844453,"[19.125645 27.018238 55.135433 75.28643  86.7199   99.54262  57.690773
 51.791008]"
108,-13.949053807219185,1.6794853,13.684,1.2710575e-13,170.3325213866609,15.21516154298273,24.976017428201008,"[14.815415 17.81055  21.502424 34.63691  62.22189  67.144165 53.67933
 59.049244]"
109,-43.508798838443106,0.89895433,13.769,3.2155493e-13,37.35810140683913,11.205814249209245,29.085160646290575,"[11.33044  12.417853 14.834807 21.667736 45.664764 64.33702  67.17166
 88.21706 ]"
110,-18.306605539050594,2.488004,13.825,1.6077747e-13,74.33219298866413,17.98267362070864,22.136041370404655,"[ 20.515455  24.807158  34.69771   57.261887 116.625946  83.2268
  63.408375  55.14266 ]"
111,-42.88781783855037,1.0589861,14.002,2.842171e-13,167.66489022758122,17.28054057173366,22.83540092576961,"[ 18.92668   21.98596   29.595648  57.949604 127.47146  107.83112
  62.167397  43.60826 ]"
112,0.8068320150471492,2.430423,14.075,2.4158453e-13,178.06053898794434,25.025159713227843,15.272254414994363,"[ 44.417908  43.46893   72.47417  144.05165  123.2347    69.0047
  21.838024  17.199839]"
113,-19.797596625089636,2.0240338,14.114,2.0495186e-13,192.11178691725235,14.867463835468849,25.870643220797536,"[16.590342 16.633793 19.691896 31.128979 91.6591   56.744263 75.846
 55.364037]"
114,0.40272882894299167,3.1366022,14.164,2.5582005e-13,111.10652906258962,26.088907884894933,14.359118522074988,"[ 59.076694 106.784546  93.84829  108.70349   37.678776  21.509079
  16.68661   14.830703]"
115,-4.758464946065224,3.3801298,14.363,1.4210855e-13,130.6466234032411,12.472802379957733,27.700507698869036,"[13.82273  16.000343 21.339268 35.53911  72.48043  79.00684  81.48824
 60.27748 ]"
116,-11.974372026307625,1.7122164,14.431,2.4283518e-13,131.51998762188944,14.62890001477624,25.60226720023606,"[ 16.068287  18.229301  25.396948  57.55037   84.4906    99.19436
 133.68909   85.67516 ]"
117,-26.329055511294897,1.4323235,14.5,1.1457157e-13,114.93665877219964,18.283109795665855,21.90301726798216,"[ 22.721392  26.860714  39.432434  76.14727  131.11494   79.158005
  44.85482   35.773487]"
118,0.8461945015895769,2.6459427,14.595,5.684342e-14,60.315769769920685,18.09338994691994,22.01177356389394,"[ 23.291752  34.372612  51.15361   82.3547   101.98431   82.07121
  48.838158  44.546635]"
119,-17.91511437488871,2.0059328,14.73,5.684342e-14,150.3055960012245,23.82795278188231,16.394479150988744,"[ 58.118942   61.78087   112.6186     81.7956     34.094933   22.825665
  18.57556    15.6005945]"
120,-34.21941894840362,1.0583093,14.826,2.0495186e-13,104.42199850555699,25.153824115954844,14.943869441435734,"[115.20263  106.57303   63.939312  47.454815  35.4966    21.7661
  17.313562  16.330873]"
121,-2.7665484517480823,2.4418147,14.901,2.3437141e-13,98.988990041126,18.476359382278442,21.59812585969166,"[25.757198 36.190548 46.169037 57.05245  61.37479  69.7662   79.03655
 75.73389 ]"
122,-7.767790183217057,1.3331048,15.046,1.1368684e-13,122.52177795603998,12.005685914600308,23.843645057718483,"[ 12.856846  12.90738   13.668316  16.968176  23.562439  48.385853
  77.86033  163.16273 ]"
123,-30.501982722029158,1.9891062,15.136,6.5617123,130.70084782764945,13.665300884238501,26.503743031086728,"[ 13.544737  14.598636  17.94045   25.27732   46.232155 121.29718
 133.68431  101.82017 ]"
124,-12.077115016756515,1.6028962,15.192,1.4210855e-14,94.38862502071498,12.657116989603022,27.43676749193166,"[69.540535 81.48263  18.077465 17.546171 21.702883 33.02026  58.007607
 37.880013]"
125,-29.533127025568813,1.3785769,15.302,1.2555714e-13,104.20477086229488,15.928748144354529,21.62224782358866,"[17.2266   19.032248 23.283587 32.967937 57.01209  86.43844  90.49508
 66.69996 ]"
126,-12.832113165909565,2.1366687,15.452,45.422512,25.82879672906955,14.82206797223101,25.47983356030635,"[15.615355 17.113209 21.63197  34.662556 76.86312  68.41444  91.19803
 97.56753 ]"
127,-2.521383537091889,2.0471025,15.557,3.5527137e-15,121.80912030945123,17.221758927726576,23.063664729961758,"[22.923096 31.764143 66.04724  84.34527  59.15642  63.928535 67.55093
 69.10671 ]"
128,-26.968173373375738,1.3039768,15.671,3.4135645e-13,133.44633204470807,18.53208652753644,21.701857511601393,"[ 31.398806  35.4167    73.56092  108.726585 102.35029   67.85127
  41.22037   30.89498 ]"
129,-4.491755236953822,3.2154648,15.741,1.4000576e-13,153.30383850707875,20.016315253584423,20.147392358383367,"[67.09119  46.92345  39.455166 45.65095  52.602577 38.89905  62.92144
 26.481815]"
130,0.4644765535817243,2.160435,15.868,3.53436,111.62941753601262,25.282877462322155,14.847772687948659,"[48.998196 54.41245  43.62632  33.217014 28.930935 30.04784  41.46822
 16.487192]"
131,-23.564113254920336,1.3852161,16.247,1.1910866e-13,93.88021655689977,16.041028169170996,24.042812430734966,"[ 17.801699  19.705193  25.160818  40.72799   74.61532   91.70852
 104.26075   99.61834 ]"
132,-4.5584579052177405,3.9789195,16.315,60.569714,117.12657083491789,21.693290630726562,18.459215745995465,"[35.956352 52.351192 62.92258  56.021793 74.53024  77.6011   40.407284
 25.915098]"
133,-7.93712181346694,2.193373,16.434,1.1368684e-13,117.7960424295098,24.76621984694167,15.378994986571696,"[58.663998 42.50784  45.38185  66.10831  64.296555 49.64859  17.041822
 18.578627]"
134,-6.850795091391313,1.4441717,16.482,5.316534,227.11251338022092,26.221445232824628,13.779205082996018,"[37.10577  36.875404 43.875267 31.269566 20.110035 17.763386 25.336813
 47.98782 ]"
135,-6.245307275000877,2.0708382,16.544,1.304383e-13,65.78654515527306,26.721697238313944,13.515952341984041,"[68.273735 81.06978  63.98053  43.8908   29.919014 19.563063 15.671337
 14.378025]"
136,-7.3861882688568645,2.1752264,16.603,1.1390867e-13,89.70063744283516,11.795201040204425,28.442606708264538,"[ 13.126348  25.757467  36.67349   22.429447  73.05543   76.13524
 106.773026  72.964096]"
137,-16.33170276308454,2.6742523,16.732,1.1566797e-13,176.7172240929555,13.511080292021397,26.4713307644756,"[13.6648445 19.440601  49.768177  62.049763  74.4919    98.02386
 69.64136   39.596066 ]"
138,0.4232604414870759,2.900956,16.782,8.526513e-14,293.0162366309018,13.0955399680123,27.039923004789234,"[14.014496 15.724666 21.77056  33.82776  50.31818  49.810368 61.750862
 74.96388 ]"
139,0.7160697318408554,3.1646922,16.847,4.6516943,154.7771583195494,25.03740011076508,15.095010658244789,"[ 34.685402  49.537285  77.845566 128.14925  138.54803   35.902824
  21.13228   16.648685]"
