episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,-0.08338828686962098,0.9862713,1.5,-13.377927,28.105747206471815,12.156136162368723,"[ 0.30705202 23.569221   23.345278   22.421942   29.708044   67.0336
 77.94704    67.71746    55.879887  ]",16.470484626988515
2,3.1545029317093625,0.8457275,1.759,-2.2462819,26.00012551191138,14.115730733082632,"[-0.07533121 60.212143   51.954006   53.78151    41.163868   42.691498
 32.880333   23.509712   34.733147  ]",16.01581969299297
3,0.8400364734385687,1.2676607,1.864,-1.9842839,23.83111678697,16.299746580050602,"[ 0.1361077 91.43508   75.874016  49.919537  41.253353  43.263474
 41.85642   20.542007  19.58182  ]",32.44227526984359
4,-0.03127950100228931,1.819363,2.376,8.43526,13.444190282721031,26.962191944055768,"[-5.4368686e-02  2.0036770e+01  2.4287670e+01  3.2664158e+01
  5.1094677e+01  6.1428997e+01  7.1581665e+01  6.1455700e+01
  4.6207256e+01]",18.078590229911637
5,-0.022708878398585243,1.5495478,2.721,-0.9412236,20.11666073842569,20.17418809762846,"[ 0.5858329 36.348633  38.942608  48.724262  60.66302   54.988
 33.632572  26.60267   29.59474  ]",66.01522178621799
6,7.069773009225477,2.485034,2.856,7.0150824,18.044867108542903,22.305169253835615,"[8.1335852e-04 2.1029003e+01 2.6943890e+01 5.8120350e+01 9.0457878e+01
 1.1333586e+02 7.6592049e+01 3.7650028e+01 5.1718777e+01]",89.05652789992885
7,-0.005649985114104846,1.9648048,3.166,-6.3271117,19.075833280656052,21.09765106552729,"[5.7405651e-02 3.4026543e+01 4.2586029e+01 7.9851540e+01 8.7244804e+01
 8.5884308e+01 7.2577896e+01 4.1568523e+01 3.8185028e+01]",80.35383045948488
8,-0.07656443572800778,0.77442497,3.619,-0.5910426,20.726246852596773,19.669684979679918,"[3.9096147e-02 4.2103268e+01 3.7710472e+01 3.6498032e+01 4.7005028e+01
 5.5127987e+01 6.5368294e+01 5.1457451e+01 3.7110401e+01]",14.659077994006765
9,-0.05515446091444377,0.93451375,3.885,-5.1546392,22.462517421106476,17.640902027209286,"[-0.11237442 44.222683   58.674355   89.88851    70.82076    61.118767
 48.903667   30.138882   22.97137   ]",27.95240491281664
10,0.6903554017013044,0.9991756,4.519,-4.4306602,12.141784524490854,28.47673720714488,"[ 0.2797696 46.562557  46.521687  55.731552  53.367336  37.42799
 33.762623  40.98716   43.566998 ]",104.53241271990314
11,0.007595565645985684,2.0814362,4.873,-4.1084633,23.930811202336162,16.26580278307107,"[ -0.36452731  54.435524    92.0024     107.17623     81.87818
  70.08719     33.84948     22.411953    18.583656  ]",125.68091804380745
12,-0.11938212389809988,0.9876984,5.306,-3.772873,8.61354006700504,31.896063378700084,"[ 0.07485791 65.85916    62.716976   49.93506    45.348534   57.12277
 60.173405   60.965      39.848087  ]",55.348051562246056
13,2.4963059344008807,1.4659724,5.457,-2.013083,14.936078455996837,25.17420436078666,"[  0.29772243  13.797456    15.090287    17.278803    25.871431
  40.3721      77.325096   108.75645     90.805084  ]",19.123521560119094
14,0.0401088736298302,2.547415,5.599,1.6178418,15.42552731973774,24.787870718066202,"[1.86907873e-02 1.75062695e+01 2.20831776e+01 3.94480324e+01
 6.40681992e+01 1.06896645e+02 7.83827591e+01 6.38793831e+01
 5.10399590e+01]",28.094383512231516
15,-0.019559292069460804,1.341772,5.894,1.4758445,23.72544015845736,16.549678348927827,"[ 0.101688 40.25897  33.951134 35.634953 52.644825 66.30124  60.495914
 39.126495 29.796154]",31.032790723499513
16,0.020786484697067946,1.8500959,6.008,0.17512514,17.199593925967896,22.95178754277049,"[ 0.31312758 20.198624   24.94628    36.061905   58.18697    85.1757
 78.022285   47.544853   38.192028  ]",20.607848118276596
17,4.979407933350712,0.77044266,6.209,2.653489,9.439385225416665,31.08518378837351,"[  0.31233746   8.809822    10.217033    13.235798    19.645817
  26.10264     47.17637     84.24235    106.61708   ]",18.803227400302692
