episode,avg_reward,avg_v,episode_time,distance_traveled,avg_distance_to_left_boundary,avg_distance_to_right_boundary,lidar_readings,shakiness
1,2.5101726690623924,1.0816971,1.319,12.379153,22.000780180002014,18.237738917174216,"[1.46262962e-02 3.44591446e+01 4.46430893e+01 5.24734573e+01
 8.27140656e+01 1.24177086e+02 1.05057800e+02 3.29510841e+01
 3.91306648e+01]",14.17456900311051
2,-3.284195603584974,0.84507847,1.387,-9.769838,14.493470024812668,25.66078654400067,"[ 0.23724286 30.518995   23.133453   18.96892    22.266146   37.12934
 47.921383   57.52007    71.117035  ]",14.933291960490553
3,-2.3985552994003965,0.8641956,1.451,-0.25113776,11.712322104295092,28.352697995309107,"[ 0.2531677 36.43612   20.259146  17.560995  34.414257  17.683537
 20.216787  20.643293  25.9467   ]",97.7973017099459
4,-0.012935097719116747,2.3347468,1.573,-11.629074,28.983593726606845,11.467938859195828,"[ -0.1663145 114.30443    89.8437     66.91341    33.32425    31.037895
  21.6062     14.134353   12.548812 ]",16.5651083113736
5,-2.3154248125125707,0.6701137,1.685,-11.883541,12.707193206385657,27.480873759982252,"[-3.7342593e-02  1.4420794e+01  1.4731895e+01  1.7982210e+01
  3.5357796e+01  5.7219082e+01  8.7110489e+01  7.1231491e+01
  6.7381096e+01]",15.893310820571955
6,-1.921797003134386,1.4875025,1.764,-4.0013514,22.472248160433228,17.662834465331798,"[ 0.16516328 56.813976   68.83434    83.03541    73.98972    41.106068
 31.756199   34.627403   30.102734  ]",68.79056306640042
7,-2.2077514121434207,1.8917142,2.083,-0.08093927,19.96165509124002,20.341961425094603,"[-0.15177584 43.40435    59.6358     83.122375   76.39226    59.744083
 44.516323   43.362503   38.08876   ]",49.629650233378015
8,-2.108767711027982,2.2710674,2.285,2.993932,16.976270077633018,23.214190731413964,"[-3.9536588e-02  1.8925098e+01  2.4278421e+01  4.5690151e+01
  1.1291681e+02  1.4667940e+02  8.3646584e+01  5.6641579e+01
  3.7382500e+01]",17.218116038867255
9,-1.3211274180851793,0.65223134,2.391,4.844163,26.478113605045817,13.603255483021242,"[ 0.12887862 88.8558     79.88194    77.57252    43.607777   25.467709
 16.594484   15.629459   18.1969    ]",12.984076605918592
10,4.289826113279068,2.2556868,2.462,-0.46149322,18.760180132326692,21.309815388617107,"[ 0.17405261 24.78996    34.894154   68.37293    89.600746   76.33157
 78.48165    44.225124   34.66341   ]",14.790583439068435
11,5.383638112447329,0.8962995,2.611,-2.5524309,22.422182050268653,17.722799294283103,"[ 0.4136739 40.23693   48.11277   65.688286  60.476276  65.49395
 76.32637   62.203056  32.031326 ]",18.99902848118116
12,4.1412967056457,1.2132146,2.768,-2.3510065,25.412250201087005,14.925164163144911,"[-0.070319 32.353664 38.51852  46.193047 62.43628  55.170876 26.637392
 19.571512 19.01367 ]",31.08187091798081
13,-1.4919089880348126,1.0536171,2.826,7.082153,26.11349149447725,13.96365606738531,"[-0.54262483 58.96217    32.6454     30.753805   26.414516   22.101307
 17.227194   16.821568   19.805216  ]",26.66820288733161
14,-4.020228723750706,0.6229235,3.009,6.602981,9.611659327930901,30.821734080893016,"[ 0.26306343 27.819654   38.602066   51.03024    39.45565    48.163105
 42.955685   47.708847   47.869     ]",122.64432707271125
15,4.902151730722812,1.2538211,3.2,2.5409677,15.865665142737637,24.239945868062073,"[ 0.12241717 18.699337   22.581629   38.90804    66.54131    67.39714
 77.031136   72.606544   78.90332   ]",14.428898032532844
16,-1.4840577497575338,1.976784,3.264,4.8573356,17.548737662727156,22.601653688555107,"[ 0.27024093 22.28072    32.371284   48.771706   76.07584    75.20119
 57.563164   61.537384   67.79432   ]",15.391650902625392
17,15.65557133235315,2.122082,3.458,2.560329,19.619098308787827,20.55340426932645,"[-0.60390747 42.345444   47.983303   59.965763   55.712063   54.819225
 48.653725   40.183647   31.1613    ]",54.34577225956968
18,-1.4516669373034479,2.3107078,3.592,-0.14469251,17.573136927687823,22.596816002999823,"[  0.36291784  18.151556    24.410007    33.984104    56.70928
 106.22688     95.75956     57.89785     47.538067  ]",24.387235043997954
19,-1.0001537718508484,1.6076106,3.673,-5.448107,23.721866940043288,16.563898033887458,"[1.0671336e-01 5.6617661e+01 6.2818565e+01 5.9902306e+01 8.1235123e+01
 1.2925012e+02 7.3331841e+01 2.8778490e+01 2.5766047e+01]",14.669139167745136
20,-0.5693230874095048,2.4017618,3.788,-2.9655325,8.38820708740768,31.830020945265773,"[  0.48806983   8.702965     9.916923    13.43024     34.81506
  60.76399     88.00114    124.58245    134.0443    ]",15.751462683338762
21,-2.9868435244424676,0.667719,3.854,-5.192108,12.889789340230964,27.142992113957543,"[ 0.4272402 15.757267  15.129059  16.11339   22.077776  41.19009
 40.523182  41.291397  37.747375 ]",183.93124918727796
22,-1.8469616102915432,1.4312321,4.133,-0.39247495,16.6533450335151,23.52739463888325,"[-0.294139 40.368797 63.46265  65.53452  70.606865 63.0706   65.382126
 44.640087 32.54304 ]",115.86423723935327
23,2.7554776743902023,1.5254853,4.19,-0.67620414,14.21866598273747,25.949057734375685,"[-2.4072487e-02  1.9459642e+01  1.6006741e+01  1.9556276e+01
  3.0532776e+01  6.5713524e+01  5.2642387e+01  9.7430229e+01
  5.1705307e+01]",16.041489130140167
24,-1.9937216384392857,1.1597632,4.269,-2.6735733,14.103385313454009,26.077909964966253,"[-0.1062309 17.532455  26.542847  37.921425  36.220375  39.790413
 51.728436  58.299446  56.26625  ]",154.05706086964875
25,-4.713004966577693,0.49645996,4.429,1.1023511,12.10936550453884,27.984884235491315,"[-1.4122114 40.04523   31.368206  29.542652  31.567986  40.65114
 47.74616   43.241486  45.389473 ]",71.15886053057693
26,-2.733471669350823,1.2518613,4.571,4.3773255,14.709311825025868,25.5672260486984,"[  0.61373174  15.504307    15.759279    19.261549    25.241192
  39.360355    75.01038     80.30047    110.43413   ]",15.557799992659495
