frame,game_cnt,time,v,ey,ephi,s,reward,reward_component0,reward_component1,reward_component2
5676,224,589.28,0.3636363636363637,-0.08339323498829405,-0.0824034653104242,7.102164244979957e-14,0.007512736339190438,0.004863957419980052,0.002648778919210386,0
5688,224,589.36,0.9454545454545457,-0.25881593610559245,-0.023576265592861745,7.102164244979957e-14,0.016341808712627453,0.015546677532634105,0.0007951311799933469,0
5700,224,589.43,1.636363636363637,-0.7154264287386246,-0.02065047689384203,7.102164244979957e-14,0.04487093697830111,0.04433854104775764,0.0005323959305434656,0
5712,224,589.53,1.9636363636363645,-1.26711841082071,-0.020636811265143162,7.102164244979957e-14,0.08089810093005034,0.08036591006430761,0.0005321908657427254,0
5724,224,589.61,3.6727272727272755,-2.12429602605917,-0.029095248849718036,7.102164244979957e-14,0.13484706204642433,0.13405961146367998,0.0007874505827443556,0
5736,224,589.69,6.872727272727278,0.09874863563731537,-0.08682086299077829,6.468711097034309,-0.005167120505737437,-0.007357935276983574,0.0021908147712461365,0
5748,224,589.78,12.363636363636374,-0.4386372317752476,-0.2505958301725961,6.468711097034309,0.032167281470642795,0.023757835665574104,0.008409445805068687,0
5760,224,589.86,19.52727272727274,-2.274315271017859,-0.47136550908294783,13.08789272926806,0.14910201315164148,0.13525468616522562,0.013847326986415864,0
5772,224,589.94,21.7818181818182,-5.510573053513814,-0.49923082600744184,19.79316362878518,0.36028193119170426,0.3452334850348321,0.015048446156872187,0
5784,225,590.08,1.4909090909090912,-0.13284807235856202,-0.06459091053668109,7.102164244979957e-14,0.008442207120522864,0.006591976358333924,0.0018502307621889402,0
5796,225,590.15,1.8545454545454552,-0.6264091778973678,-0.05300082579128507,7.102164244979957e-14,0.039884221174937534,0.03820721473481542,0.0016770064401221106,0
5808,225,590.22,2.2545454545454553,-1.2963995572329217,-0.0789602678944985,7.102164244979957e-14,0.08385443604908109,0.08165878465002166,0.0021956513990594308,0
5820,225,590.29,2.1818181818181825,-2.023198326231583,-0.11934546755633368,7.102164244979957e-14,0.1331883351930575,0.12969457908340332,0.003493756109654189,0
5832,225,590.36,2.10909090909091,-2.7257021309904816,-0.09047221818078155,7.102164244979957e-14,0.17900801246339076,0.17612055394870468,0.002887458514686094,0
5844,225,590.43,1.781818181818182,-0.017752052326215805,0.023610701667700962,6.468711097034309,0.0005358397401927623,0.0012441607902237911,-0.0007083210500310288,0
5856,225,590.51,3.054545454545456,-0.008075295479656434,0.0148823188210927,6.468711097034309,0.0001636470299199675,0.0006101165945527485,-0.00044646956463278097,0
5868,225,590.58,3.3818181818181836,-0.00036114250553009105,-0.030746033542398354,6.468711097034309,0.0005589168048398315,-0.00010681479258066642,0.000665731597420498,0
5880,225,590.65,3.527272727272729,-0.06613483171029877,-0.053554503378067775,6.468711097034309,0.005639226538081376,0.004032591436739343,0.0016066351013420332,0
5892,225,590.73,4.109090909090912,-0.07248975745613921,0.011078773970405908,6.468711097034309,0.004596478217311617,0.004843990205037758,-0.0002475119877261411,0
5904,225,590.8,4.036363636363639,-0.050861524623129394,0.025223905989380402,6.468711097034309,0.002842720688808624,0.0035144891069529777,-0.0006717684181443539,0
5916,225,590.88,5.054545454545457,-0.02983215082690961,-0.014138648362060913,13.08789272926807,0.0020908730774760196,0.0019190790544377787,0.00017179402303824087,0
5928,225,590.95,6.254545454545458,-0.18290427707412305,-0.16172754491283348,13.08789272926807,0.014914377436214842,0.010478067685877019,0.004436309750337823,0
5940,225,591.02,8.254545454545461,-0.7356328276631893,-0.34566757507283263,13.08789272926807,0.05385789372522016,0.04397704492659614,0.009880848798624017,0
5952,225,591.09,10.981818181818191,-2.0561348532190684,5.709555100884896,19.793163628785187,-0.046087864355499164,0.12575450435150823,-0.1718423687070074,0
5964,225,591.15,12.472727272727283,-4.291776240512921,5.658116932835553,19.793163628785187,0.10080927559306588,0.27043784435404083,-0.16962856876097496,0
5976,226,591.27,0.14545454545454548,-0.001939393939312821,-0.06760212410149702,7.102164244979957e-14,20.086370946460615,-0.0,0.08637094646061572,20
5988,226,591.34,1.5272727272727278,-0.23171865053262972,0.0026830096073293674,7.102164244979957e-14,0.01297994368755637,0.012798427174774678,0.000181516512781692,0
6000,226,591.42,1.7818181818181826,-0.7668236201989125,0.011405121936698404,7.102164244979957e-14,0.047068447122616874,0.04741060078071783,-0.0003421536581009521,0
6012,226,591.5,1.9636363636363645,-1.3346765476206173,-0.09008598763460318,7.102164244979957e-14,0.08705934024532826,0.08470422683729495,0.0023551134080333114,0
6024,226,591.58,2.000000000000001,-1.9567290960651536,-0.09008711612465659,7.102164244979957e-14,0.12848264948152416,0.12569322461657392,0.0027894248649502273,0
6036,226,591.65,2.1090909090909102,-2.59631465356244,-0.07562082038428786,7.102164244979957e-14,0.1698916904062329,0.16770977532447026,0.002181915081762624,0
6048,226,591.72,3.2727272727272747,0.05190372060240325,-0.0737138538422002,6.468711097034309,-0.001973596843149805,-0.0037563252541178045,0.0017827284109679996,0
6060,226,591.8,3.7454545454545483,-0.10326672501368511,-0.16203140847336428,6.468711097034309,0.010613102658497074,0.005752160404296145,0.004860942254200929,0
6072,226,591.87,4.072727272727276,-0.3079292649257687,-0.20457705930391068,6.468711097034309,0.024846575208583088,0.01896424053477162,0.005882334673811469,0
6084,226,591.94,4.290909090909094,-0.5724650749598844,-0.16826232546986075,6.468711097034309,0.04164043204542655,0.03650784074231211,0.0051325913031144395,0
6096,226,592.02,4.690909090909095,-0.7779608685854307,-0.11474354775293172,6.468711097034309,0.05398052014714118,0.05036940741484134,0.0036111127322998367,0
6108,226,592.09,5.709090909090913,-0.9374018785376131,-0.07556825068694062,13.08789272926807,0.06344765534864213,0.061097067410697176,0.0023505879379449634,0
6120,226,592.16,7.781818181818188,-1.1101211349033688,-0.08933310464257183,13.08789272926807,0.07480015978961156,0.07203832232858774,0.0027618374610238173,0
6132,226,592.23,9.709090909090916,-1.2179801867199205,-0.021021376404278147,13.08789272926807,0.08065814679101602,0.08002750549888767,0.0006306412921283443,0
6144,226,592.3,10.218181818181826,-1.3128095528366985,-0.031699406373608685,19.793163628785187,0.08706059474166086,0.08602985849735487,0.0010307362443059943,0
6156,226,592.37,11.127272727272736,-1.2415533319507126,0.08068227312856413,19.793163628785187,0.08110041961879605,0.08352088781265297,-0.002420468193856924,0
6168,226,592.44,10.945454545454554,-0.9344545857790961,0.0833097865428809,26.506601527294183,0.060777732987109166,0.0632770265833956,-0.002499293596286427,0
6180,226,592.52,10.436363636363645,-0.6750565980300918,0.06353713518588577,26.506601527294183,0.043787182411270734,0.04577282167043831,-0.0019856392591675754,0
6192,226,592.59,10.072727272727281,-0.514548087635362,0.042288666098241556,33.148450839094366,0.033476207171312646,0.0346650556828374,-0.0011888485115247515,0
6204,226,592.66,9.818181818181825,-0.47983396181083526,-0.026552114816556838,33.148450839094366,0.0319415988341649,0.031305242813563824,0.0006363560206010765,0
6216,226,592.74,10.363636363636372,-0.5620732580572595,-0.023896294461069,39.64855094951011,0.03737942615328815,0.03666253731945608,0.00071688883383207,0
6228,226,592.81,10.727272727272736,-0.7517664150180122,-0.07288069590684021,39.64855094951011,0.05046261506233462,0.0481968397586399,0.0022657753036947215,0
6240,226,592.88,11.200000000000008,-0.997581069275911,-0.07812696123595808,45.95946569246512,0.06664568695833037,0.06430187812125163,0.0023438088370787424,0
6252,226,592.95,11.054545454545464,-1.6297156528878303,-0.24618182271579858,45.95946569246512,0.11013240651631849,0.10298428157717168,0.007148124939146814,0
6264,226,593.03,11.236363636363645,-2.5334082918477754,-0.2514628822172087,52.07307743731759,0.1698281476790838,0.16228426121256753,0.00754388646651626,0
6276,226,593.1,11.200000000000008,-3.777219774070674,-0.33003971761343953,52.07307743731759,0.2529293173490886,0.2427122136902633,0.01021710365882527,0
6288,226,593.18,11.345454545454555,-4.5922853195408715,-0.0823576982766765,58.04163856337392,0.3032865342312515,0.3001050085470418,0.003181525684209725,0
6300,226,593.25,11.890909090909101,-5.15037832753482,-0.12846941743793128,63.99193678917006,0.3410896342665517,0.33723555174341374,0.0038540825231379383,0
6312,226,593.32,13.018181818181828,-5.785171648548508,-0.24930192019145547,63.99193678917006,0.383731377818062,0.37617463406389096,0.0075567437541710315,0
6324,227,593.45,0.690909090909091,-0.03587836212298575,-0.05286669132441624,7.102164244979957e-14,0.0031461776368109746,0.0014719842687524341,0.0016741933680585407,0
6336,227,593.56,3.6363636363636367,-0.6224494793599534,-0.0033602665996990133,7.102164244979957e-14,0.03542319041861227,0.0353223824206213,0.0001008079979909704,0
6348,227,593.65,7.0909090909090935,2.332598185974227,0.03839437124402778,7.102164244979957e-14,-0.14284708112400257,-0.14186016413667918,-0.0009869169873233919,0
6360,227,593.73,10.036363636363642,0.6351759569754676,0.23102024931401477,6.468711097034309,-0.04473382721644874,-0.038203730317569615,-0.00653009689887912,0
6372,227,593.83,13.4909090909091,1.824333045106304,0.4024704137649251,6.468711097034309,-0.12328917762113643,-0.11144734009217715,-0.011841837528959287,0
6384,227,593.92,14.545454545454556,3.6759295972124844,0.4204429514610668,13.08789272926807,-0.24482786646447344,-0.23221457792064143,-0.012613288543832004,0
6396,227,594.06,16.10909090909092,5.705141559317199,0.4151602145723534,19.79316362878518,-0.3776987958921346,-0.36516852442174014,-0.012530271470394462,0
6408,228,594.2,0.0,-0.025209821484910848,-0.14439060892711186,7.102164244979957e-14,0.0055769137147639505,0.0015998860755892337,0.003977027639174717,0
6420,228,594.27,1.2363636363636366,-0.231425685688761,-0.2737904659135899,7.102164244979957e-14,0.0212503257725434,0.013036611795135704,0.008213713977407697,0
6432,228,594.35,1.1272727272727274,-0.5715745212793283,-0.2971727648623892,7.102164244979957e-14,0.04463250024693487,0.03580495218944727,0.008827548057487599,0
6444,228,594.42,1.4181818181818187,-0.9701893603360551,-0.4079770702286165,7.102164244979957e-14,0.07341536036750299,0.06161301193184974,0.011802348435653242,0
6456,228,594.5,1.6000000000000005,-1.480383727589602,-0.5213438169858944,7.102164244979957e-14,0.11039210196406725,0.09492610119243976,0.015466000771627497,0
6468,228,594.59,2.0363636363636375,-2.065117951009102,-0.5329715369871049,7.102164244979957e-14,0.1487320324047637,0.13274288629515058,0.015989146109613144,0
6480,228,594.66,2.181818181818183,-2.745413095481446,-0.5387414387978775,7.102164244979957e-14,0.1935388882242414,0.17737664506030507,0.016162243163936326,0
6492,228,594.73,2.61818181818182,-3.474940498564576,-0.5733317500221475,7.102164244979957e-14,0.24194277422359298,0.22482905908878298,0.01711371513481001,0
6504,228,594.8,2.8000000000000016,-1.705215183059828,-0.48824921347375927,6.468711097034309,0.12494009260846894,0.11029261620425616,0.014647476404212777,0
6516,228,594.87,3.090909090909093,-2.1286405340462102,-0.46246655416056726,6.468711097034309,0.15213880126808882,0.13809312282006503,0.014045678448023792,0
6528,228,594.96,4.690909090909095,-2.6656664465630753,-0.41135839884571057,6.468711097034309,0.18503661149195605,0.17261152469675906,0.012425086795197,0
6540,228,595.03,4.945454545454549,-3.163913387877399,-0.2877423855656489,6.468711097034309,0.214919761958329,0.20637160126678125,0.008548160691547726,0
6552,228,595.1,5.163636363636368,-3.635605936186342,-0.3045269186294268,6.468711097034309,0.2463011794047164,0.2372492917048842,0.009051887699832197,0
6564,228,595.18,5.309090909090913,-4.125342314948486,-0.29054211654035234,13.08789272926807,0.2784671314488056,0.2695831470186528,0.008883984430152743,0
6576,228,595.25,5.600000000000004,-4.593722653546263,-0.24591438802226717,13.08789272926807,0.3083095713720718,0.30076492474296374,0.007544646629108107,0
6588,228,595.32,6.3272727272727325,-5.010807064948797,-0.22932550396549,13.08789272926807,0.3350517228321943,0.3282549664244283,0.006796756407766007,0
6600,228,595.39,8.400000000000007,-5.619547962091678,-0.2816818428489727,19.79316362878518,20.37536371993617,0.36683193073008225,0.00853178920608976,20
6612,228,595.46,10.727272727272736,-6.2811054147870164,-0.1530665295839988,19.79316362878518,0.41647024546443645,0.4115599570536925,0.004910288410743945,0
6624,229,595.59,0.5454545454545455,-0.031999676014213385,-0.1000421314203579,7.102164244979957e-14,0.004080436927171583,0.0013439959414648934,0.0027364409857066896,0
6636,229,595.67,1.0181818181818185,-0.26956253951575165,-0.11471640867838895,7.102164244979957e-14,0.019480867455032184,0.016127148855651106,0.0033537185993810768,0
6648,229,595.74,1.6727272727272735,-0.6884069385887069,-0.1409510084222041,7.102164244979957e-14,0.04678406259433227,0.04255553234166615,0.004228530252666123,0
6660,229,595.81,1.3818181818181825,-1.2031944668574992,-0.1612894938342504,7.102164244979957e-14,0.0818186246608217,0.07697993984579418,0.004838684815027512,0
6672,229,595.89,2.5090909090909106,-1.7461453249040988,-0.11196245167543184,7.102164244979957e-14,0.11459568629177704,0.1111503399382334,0.0034453463535436455,0
6684,229,595.96,6.327272727272731,-3.044313241098097,-0.06363791131651597,7.102164244979957e-14,0.19235018385994515,0.19044104652044966,0.001909137339495479,0
6696,229,596.03,10.981818181818188,-0.21222662420613492,-0.1165860048559626,6.468711097034309,0.015161929978989925,0.012141430325117275,0.0030204996538726503,0
6708,229,596.1,15.236363636363647,-1.018595815067357,-0.25271239196394246,13.08789272926807,20.06813026308054,0.06047290905033791,0.007657354030203982,20
6720,229,596.17,15.127272727272738,-2.204438245573686,-0.2580019648057972,13.08789272926807,0.14639186513802832,0.13887986079369774,0.007512004344330587,0
6732,229,596.25,15.454545454545466,-3.4636806035499528,-0.24788809545803403,19.793163628785187,0.2294163310995555,0.2218279762449342,0.007588354854621318,0
6744,229,596.33,16.10909090909092,-4.67170611842242,-0.24404902103789405,26.506601527294183,0.30883420673102663,0.3015127360998898,0.007321470631136822,0
6756,229,596.42,16.94545454545456,-6.059802987289702,-0.26138561862654663,26.506601527294183,0.4000905738596311,0.39202471829215535,0.008065855567475758,0
6768,230,596.55,0.29090909090909095,-0.0572108072456477,-0.04992231644296563,7.703378705833963e-14,0.004849998312368758,0.0032639252036046236,0.0015860731087641343,0
6780,230,596.63,0.3272727272727273,-0.15320548354147673,-0.038133418688219844,7.703378705833963e-14,0.01067961303760642,0.009535610476959826,0.0011440025606465952,0
6792,230,596.7,1.2000000000000002,-0.36750240747983276,-0.04398726437517775,7.703378705833963e-14,0.023590777435382133,0.0222711595041268,0.0013196179312553323,0
6804,230,596.77,1.7090909090909097,-0.7805613635631508,-0.07603777543164458,7.703378705833963e-14,0.05089580360881201,0.04870182296677923,0.0021939806420327823,0
6816,230,596.85,1.636363636363637,-1.378599212213077,-0.08182661997383978,7.703378705833963e-14,0.09054505951936902,0.08791622083014476,0.00262883868922426,0
6828,230,596.94,1.7090909090909097,-1.8838029484515388,-0.05568453242577709,7.703378705833963e-14,0.12316768784566988,0.12132304345148191,0.0018446443941879664,0
6840,230,597.02,1.1636363636363638,-2.3596548839901286,-0.029561657005072295,7.703378705833963e-14,0.15429787840213288,0.15349849073048633,0.0007993876716465698,0
6852,230,597.09,0.2909090909090911,-2.551601786308148,-0.11191545136222736,7.703378705833963e-14,0.17089791311584038,0.1678941502377428,0.0030037628780975956,0
6864,230,597.17,0.43636363636363656,-2.644876271530115,-0.2298482217233424,7.703378705833963e-14,0.18067439548034606,0.17386724682450866,0.0068071486558373894,0
6876,230,600.68,0.5090909090909094,-2.81520592669067,-0.22984939247116065,7.703378705833963e-14,0.19183940635143124,0.18485576701562179,0.00698363933580945,0
6888,230,600.78,0.5454545454545457,-2.96365769566946,-0.23867216569111216,7.703378705833963e-14,0.2017880091176736,0.1947160367752663,0.007071972342407311,0
6900,230,600.86,2.545454545454546,-0.0858075905628373,-0.19438810270181595,6.468711097034325,0.010728460583321917,0.004896817502267439,0.005831643081054478,0
6912,230,600.94,2.2181818181818183,-0.2339235019315504,-0.17422063708859437,6.468711097034325,0.02012830792063338,0.014728599756709693,0.005399708163923687,0
6924,230,601.01,2.90909090909091,-0.3439089960358515,-0.09076241358670512,6.468711097034325,0.025118140955323526,0.022223186999665284,0.0028949539556582414,0
6936,230,601.09,3.381818181818183,-0.3926437802800712,-0.00790467020110075,6.468711097034325,0.026310236253877052,0.025816545716782328,0.0004936905370947242,0
6948,230,601.16,3.4909090909090925,-0.32687845178891045,0.12802045574060017,6.468711097034325,0.01858583060943647,0.02234103739890729,-0.0037552067894708195,0
6960,230,601.23,4.2181818181818205,-0.14243036974539858,0.1677816608831857,6.468711097034325,0.005574666563121498,0.010608116389617069,-0.0050334498264955705,0
6972,230,601.3,4.690909090909093,0.08938485688728703,0.12277268343368863,6.468711097034325,-0.008825487517716547,-0.004804757067131598,-0.004020730450584948,0
6984,230,601.37,4.981818181818185,0.27296814110756085,0.11715462561842838,13.087892729268086,-0.020580713793461044,-0.016981932228850624,-0.00359878156461042,0
6996,230,601.44,5.345454545454548,0.4136740944075044,0.052757977067305006,13.087892729268086,-0.0283891127183609,-0.02680637340634175,-0.0015827393120191502,0
7008,230,601.52,5.63636363636364,0.5621376816681861,0.15290066720977746,13.087892729268086,-0.039857064695109586,-0.03577176144177872,-0.0040853032533308695,0
7020,230,601.59,6.145454545454549,0.9260912850317852,0.19191918638979333,13.087892729268086,-0.06488260258093194,-0.05904192493990841,-0.00584067764102353,0
7032,230,601.66,6.181818181818186,1.2814639119747346,0.16701706355894874,19.793163628785205,-0.08776778132600337,-0.0827572694192349,-0.005010511906768462,0
7044,230,601.73,6.327272727272732,1.6284403068281883,0.19298741621191118,19.793163628785205,-0.11107818975222825,-0.10537148284837342,-0.005706706903854823,0
7056,230,601.8,6.363636363636368,2.0088445392532974,0.18193586565183928,19.793163628785205,-0.13595152639332206,-0.1305763040364768,-0.00537522235684527,0
7068,230,601.87,7.018181818181823,2.3968730037395307,0.1874902918086181,26.506601527294183,-0.16160138682779376,-0.1558942556692186,-0.005707131158575165,0
7080,230,601.96,9.090909090909097,2.8463248930346228,0.18104044556880083,26.506601527294183,-0.1903477651239312,-0.1851588961167007,-0.00518886900723051,0
7092,230,602.03,10.18181818181819,3.5382344802556407,0.23987409930097492,33.148450839094366,19.763571204216042,-0.22931232685802574,-0.007116468925931514,20
7104,230,602.1,10.981818181818191,4.3537487848247105,0.23215941998614653,33.148450839094366,-0.2907153848522463,-0.28256554352603486,-0.008149841326211433,0
7116,230,602.21,12.727272727272737,5.312659439942796,0.2740665163286673,39.64855094951011,-0.3528123156276414,-0.3445903201377814,-0.008221995489860018,0
7128,230,602.3,12.872727272727284,6.336574304490228,0.2193696998596404,39.64855094951011,-0.4198580728370178,-0.4133546952192909,-0.006503377617726924,0
7140,230,602.3,12.945454545454556,6.411275417606911,0.22195923814055263,39.64855094951011,-90.42479499509214,-0.41821390409635506,-0.006581090995789211,0
7152,231,602.35,0.0,0.0,-2.88198776558868,0.0,0,-0.41821390409635506,-0.006581090995789211,0
7164,231,602.42,2.3272727272727276,-0.2550249853964777,-0.08792075780872821,7.703378705833963e-14,0.015775929677381728,0.013311870210964543,0.0024640594664171855,0
7176,231,602.5,2.5454545454545454,-1.0811668614915706,-0.09081243026842367,7.703378705833963e-14,0.06966541361936984,0.06694104071131714,0.00272437290805271,0
7188,231,602.57,2.9090909090909096,-1.960673050305,-0.07932525487195097,7.703378705833963e-14,0.12675014555617714,0.1242844513721846,0.0024656941839925305,0
7200,231,602.64,2.5454545454545454,-2.806208718479949,-0.06495902827420963,7.703378705833963e-14,0.18276529079616224,0.18073024902668627,0.0020350417694759803,0
7212,231,602.72,2.1090909090909085,-0.01059413939741607,-0.002935741691471705,6.468711097034316,0.000700463638583761,0.00069903314931351,1.430489270251023e-06,0
7224,231,602.79,2.218181818181818,-0.014408203786884113,0.023066390855047025,6.468711097034316,0.0006496857427272749,0.0009951613503219512,-0.0003454756075946763,0
7236,231,602.86,3.2727272727272734,0.0523056104893086,0.14069295540547877,6.468711097034316,-0.006596041200526686,-0.0027178872476034234,-0.003878153952923262,0
7248,231,602.94,3.781818181818183,0.25873806579737646,0.20906452581425983,6.468711097034316,-0.021980512227928326,-0.01570857645350053,-0.006271935774427795,0
7260,231,603.01,4.61818181818182,0.6332107338712167,0.3132506977189733,6.468711097034316,-0.0486847636706077,-0.039287242739038504,-0.009397520931569198,0
7272,231,603.09,5.01818181818182,1.0796733095849673,0.3047753089196483,6.468711097034316,-0.0776493655928127,-0.06867427247969543,-0.008975093113117274,0
7284,231,603.16,6.109090909090912,1.6025930001083386,0.3131315927325611,13.087892729268077,-0.11189591623402617,-0.10258522653226403,-0.009310689701762142,0
7296,231,603.24,6.909090909090913,2.302545671861605,0.35166468100464243,13.087892729268077,-0.15820557178082478,-0.14782042293349604,-0.01038514884732875,0
7308,231,603.31,7.636363636363641,3.2074947412901773,0.4724666452112878,13.087892729268077,-0.219563415045979,-0.20579894811117616,-0.013764466934802839,0
7320,231,603.38,8.400000000000006,4.452769702936936,0.5025069445720094,19.793163628785198,-0.30194581263253634,-0.2867893597854414,-0.015156452847094952,0
7332,231,603.46,8.981818181818188,5.7782713507748245,0.5133187834222364,19.793163628785198,-0.3890840360626933,-0.3737653024060385,-0.015318733656654806,0
7344,232,603.59,0.5454545454545456,-0.07078764444470816,-0.08239282772734269,7.102164244979957e-14,0.006183775164021961,0.0037119903322016803,0.0024717848318202805,0
7356,232,603.67,0.9818181818181823,-0.2899378278258601,-0.07653080059630213,7.102164244979957e-14,0.019831842302428685,0.017535918284539622,0.002295924017889064,0
7368,232,603.74,1.3818181818181827,-0.6700249052050642,-0.05902605724494725,7.102164244979957e-14,0.043560754111496014,0.0417899723941476,0.0017707817173484173,0
7380,232,603.84,2.4000000000000017,-1.2275504866881297,-0.059003289808022163,7.102164244979957e-14,0.0786925619047176,0.07692246321047694,0.0017700986942406649,0
7392,232,603.93,2.690909090909093,-2.0555423395080883,-0.09351000593389891,7.102164244979957e-14,0.13386407327276584,0.13105877309474886,0.002805300178016967,0
7404,232,604.02,3.0909090909090935,-3.017326962828046,-0.04203641013223791,7.102164244979957e-14,0.1949677433113393,0.19370665100737214,0.0012610923039671374,0
7416,232,604.1,3.2727272727272756,0.038037453643525974,0.034428823454163204,6.468711097034319,-0.003349471815115022,-0.002316607111490126,-0.001032864703624896,0
7428,232,604.2,3.7454545454545487,0.11168424055230916,0.10550975539749219,6.468711097034319,-0.009848962073069664,-0.006683669411144899,-0.0031652926619247655,0
7440,232,604.33,4.327272727272731,0.22429656069636936,0.0432497682672075,6.468711097034319,-0.016035363433229692,-0.014398772043384257,-0.0016365913898454343,0
7452,232,604.53,4.290909090909094,0.33599736415209946,0.09653718592558169,6.468711097034319,-0.02420556943363479,-0.021478711164776922,-0.00272685826885787,0
7464,232,604.68,4.327272727272731,0.5183203607915692,0.18986244680748054,6.468711097034319,-0.03831148504140491,-0.03286990646429937,-0.005441578577105539,0
7476,232,604.87,5.054545454545458,0.876393507032736,0.26301946026750533,13.08789272926807,-0.06331597943163329,-0.05559349803048573,-0.00772248140114756,0
7488,232,605.01,4.872727272727277,1.3362320138565587,0.36114307560747827,13.08789272926807,-0.095687182223843,-0.0852739278438187,-0.010413254380024304,0
7500,232,605.12,4.945454545454549,1.9673622694946258,0.43645973254479253,13.08789272926807,-0.13917137769810037,-0.12616166470075232,-0.013009712997348055,0
7512,232,605.26,4.981818181818186,2.638753575211267,0.433657099208256,13.08789272926807,-0.18342143816295067,-0.1704958041656987,-0.012925633997251959,0
7524,232,605.44,4.872727272727277,3.302675253790846,0.4420759067082023,19.79316362878518,19.772457492561156,-0.2142802302375995,-0.013262277201246068,20
7536,232,605.59,5.309090909090913,3.9872184619473443,0.4448838441456391,19.79316362878518,-0.2725368002526158,-0.25919028492824664,-0.013346515324369172,0
7548,232,605.68,5.927272727272732,4.720861574446452,0.4030652317961505,19.79316362878518,-0.31955187220033343,-0.30745991524644894,-0.012091956953884514,0
7560,232,605.76,5.818181818181823,5.479195316619141,0.4263343986109418,19.79316362878518,-0.3700674769411576,-0.3574441570690486,-0.012623319872109042,0
7572,232,605.83,6.145454545454551,6.2554915675193,0.3958223903100402,19.79316362878518,-0.42078375587893646,-0.40865965212323746,-0.012124103755699028,0
7584,232,605.83,6.218181818181823,6.318677840122771,0.39028405948272527,19.79316362878518,-90.42473711516557,-0.4128624434562738,-0.011874671709301204,0
7596,233,605.88,0.0,0.0,-2.88198776558868,0.0,0,-0.4128624434562738,-0.011874671709301204,0
7608,233,605.95,0.3272727272727273,-0.033933757835617064,-0.026288076935579774,7.102164244979957e-14,0.002845788972718412,0.0017917955407008859,0.001053993432017526,0
7620,233,606.03,0.40000000000000013,-0.15896368134341352,0.011997170907859456,7.102164244979957e-14,0.009427911081611609,0.009787826208847392,-0.00035991512723578363,0
7632,233,606.1,0.8000000000000004,-0.35482658105180287,-0.020294292216931797,7.102164244979957e-14,0.022595514118821613,0.022074633098292128,0.0005208810205294867,0
7644,233,606.18,1.70909090909091,-0.7483767248172493,-0.05244889575193534,7.102164244979957e-14,0.04808737860026738,0.046513911727709314,0.0015734668725580602,0
7656,233,606.27,3.7090909090909117,-1.5385868524001582,-0.003438764543978845,7.102164244979957e-14,0.09552837830588877,0.09533984137356952,0.00018853693231925205,0
7668,233,606.35,4.945454545454549,-2.9938610970377932,-0.008971654381788596,7.102164244979957e-14,0.1889921230210042,0.18889120333998421,0.00010091968102000859,0
7680,233,606.42,4.83636363636364,0.2913339572073356,0.08154353335766507,6.468711097034309,-0.02086023467126342,-0.018582350299604148,-0.0022778843716592732,0
7692,233,606.51,5.345454545454549,0.5632952468952985,0.28925466204877104,6.468711097034309,-0.043171607709073835,-0.034493967847610704,-0.008677639861463131,0
7704,233,606.58,5.636363636363641,1.1623236110282085,0.3704514943571935,6.468711097034309,-0.08420073041625954,-0.07317072600288048,-0.01103000441337906,0
7716,233,606.66,5.854545454545459,1.8253055065538715,0.37043763571246924,6.468711097034309,-0.1277963736002415,-0.11676656518561739,-0.011029808414624087,0
7728,233,606.73,5.927272727272732,2.4960800529159193,0.39265953495686334,13.08789272926807,-0.17232719288088447,-0.16088064547313471,-0.01144654740774976,0
7740,233,606.81,5.927272727272732,3.3360853494238136,0.5314815155703636,13.08789272926807,-0.23072810382256748,-0.21503365281909542,-0.01569445100347205,0
7752,233,606.88,6.9090909090909145,4.528147560588103,0.669701459082771,13.08789272926807,-0.31140043897992087,-0.29130939520743776,-0.02009104377248313,0
7764,233,606.95,6.800000000000006,5.877298829184084,0.6449652727270199,13.08789272926807,-0.4001296055778415,-0.38061567189404316,-0.01951393368379836,0
7776,234,607.08,0.2545454545454546,-0.03975729865449734,-0.08235312607740086,7.703378705833963e-14,0.004558142696740637,0.002175987792604368,0.002382154904136269,0
7788,234,607.16,0.3272727272727273,-0.12508543920801848,-0.11182008949948052,7.703378705833963e-14,0.01076919173407566,0.0076797286536121655,0.0030894630804634946,0
7800,234,607.23,1.454545454545455,-0.3400296044728239,-0.19117285624188352,7.703378705833963e-14,0.025940672438380444,0.02020548675112394,0.0057351856872565055,0
7812,234,607.31,3.8181818181818206,-1.1572448669232527,-0.16537408092482453,7.703378705833963e-14,0.07496062642425932,0.06991416129462619,0.005046465129633133,0
7824,234,607.38,3.8909090909090933,-2.4275368841343945,-0.16536647777682978,7.703378705833963e-14,0.15841549861492452,0.1533694577654663,0.00504604084945822,0
7836,234,607.46,3.054545454545456,-0.28769239131045754,-0.0176840497072579,6.468711097034316,0.019630951938910478,0.018843185564574805,0.0007877663743356721,0
7848,234,607.54,2.872727272727274,-0.23245526215066,0.16850527794664272,6.468711097034316,0.011717751311743584,0.016084712807746544,-0.004366961496002961,0
7860,234,607.61,3.781818181818184,-0.07671538359388462,0.12854733192841783,6.468711097034316,0.0018166539443382002,0.005929032066001034,-0.004112378121662834,0
7872,234,607.68,5.745454545454549,0.15828844167677217,0.22659154843950358,6.468711097034316,-0.014944970230215423,-0.008314438765470408,-0.006630531464745015,0
