episode,avg_reward,avg_ey,avg_ephi,avg_v,episode_time,progress
1,0.3208043177657132,0.4433503988123624,0.05255125254725487,0.607945864851049,0.0029561519622802734,0.0
2,0.3583830703748849,-1.3259367884020699,-0.03622000706874359,0.5696238073421281,0.004133939743041992,0.0
3,-0.13126862935035694,0.0,0.0,0.4224028800000001,0.015514135360717773,6.400000038567579e-06
4,0.39028110370591484,2.2688947554019934,0.12192224975161091,0.6448203905908638,0.0035026073455810547,0.0
5,-0.10315821771159786,1.891976756556173e-08,0.005912431438007015,0.4224028800000001,0.011157751083374023,6.399972076118584e-06
6,0.46418889663159346,2.7575759148734695,0.09503530008525078,0.696140633897023,0.0027387142181396484,0.0
7,-0.1271887779382627,-1.8919812388803707e-08,-0.005912431438007237,0.21760288000000003,0.010077476501464844,6.399972040448774e-06
8,0.402848135115754,2.0870921527545967,0.15729555113345747,0.5975548131706511,0.0030689239501953125,0.0
9,-0.08269156961740715,1.8919720590620328e-08,0.0029562169014893946,0.21760288000000003,0.010497570037841797,6.399972082954802e-06
10,0.31924674956856053,2.0374531874488837,0.13427892291759314,0.5860550328343438,0.0027315616607666016,0.0
11,0.3733571977221456,2.5296980643699842,0.11372370096481603,0.6492299400193664,0.0036008358001708984,0.0
12,0.25562847259178373,-1.3428977589708564,-0.08373195181679181,0.6063267391561246,0.0030689239501953125,0.0
13,0.5619416716559791,2.228966249224158,0.09483407396764343,0.6846534041994488,0.003381967544555664,0.0
14,0.22587638762873996,3.2769979488846195,0.0356476029205955,0.6505618833242124,0.004671812057495117,0.0
15,0.38539623647087595,-0.7947385872869426,-0.005738048268699924,0.6776954379241393,0.002381563186645508,0.0
16,-0.09085779276483516,-4.440892098500626e-16,0.0,0.4224028800000001,0.009469032287597656,6.400000000900556e-06
17,0.3640995361673709,-2.313593036180047,-0.053084643381104454,0.6333099082036487,0.002947568893432617,0.0
18,-0.14215465497718074,0.0,0.0,0.4224028800000001,0.013396263122558594,6.4000000100450795e-06
19,0.29108106560611513,1.676085383226597,0.1669367649103049,0.7143475334832876,0.0034852027893066406,0.0
20,0.34098054562046176,0.15698313059118385,0.014698963080565338,0.6159581037268281,0.002938508987426758,0.0
21,0.41188793234487614,0.8567078317973723,0.06539328818165818,0.6389869814570296,0.0034945011138916016,0.0
22,0.2833448869686499,1.0481223938906405,0.08447803588379144,0.6296247916936679,0.0036840438842773438,0.0
23,0.23043090497411634,-2.6795840125838293,0.011685664775831155,0.6447376590349843,0.0029439926147460938,0.0
24,0.45067081171221873,2.787692461533381,0.10151747642590536,0.6368678862105265,0.002633810043334961,0.0
25,-0.10315821771159786,1.891976756556173e-08,0.008868934162557185,0.4224028800000001,0.010101556777954102,6.399972076118584e-06
26,0.3214290194316189,-0.4501594626892395,0.06354470770883311,0.6140405530577147,0.0031991004943847656,0.0
27,0.2387443377072602,1.0871474697746992,0.09717236610036895,0.6362306900533284,0.0026597976684570312,0.0
28,0.2994592249280588,-1.7158783093982435,-0.0775753993049388,0.6459939381345717,0.0029914379119873047,0.0
29,-0.1782116668877944,0.0,0.0029562145365178427,0.6272028800000001,0.012445926666259766,6.39999998758464e-06
30,0.2936216155235126,-1.9562345750649996,-0.1215355703305634,0.6307475435266717,0.0038361549377441406,0.0
31,0.3694152846449701,2.142288505453524,0.13802742484113925,0.6552551547824428,0.0025234222412109375,0.0
32,-0.09085779276483516,-4.440892098500626e-16,0.0,0.21760288000000003,0.011469364166259766,6.400000000900556e-06
33,0.31661839294058797,-1.3528588408897178,-0.10736672064956437,0.6884779841172848,0.0026755332946777344,0.0
34,0.3315516224412332,-2.0604629732281197,-0.08793219100432866,0.660605670546549,0.003650665283203125,0.0
35,0.18484803581519552,2.89219787719812,0.053055356296092725,0.6696815484765409,0.0028867721557617188,0.0
36,-0.11390020938629354,-1.8919786596497256e-08,-0.005912431438007015,0.6272028800000001,0.012086868286132812,6.39997203573736e-06
