,episode_rewards,episode_lengths
322,-165.59435393810793,71
323,-172.530120999787,55
324,-161.77533456633705,128
325,-176.59472216583328,65
326,-187.08823200210205,26
327,-188.3322414627234,39
328,-186.3820450572747,72
329,-195.05708167980472,21
330,-173.05921784429802,71
331,-195.929693089851,27
332,-169.71665503330797,75
333,-195.2577553001525,20
334,-137.78120893573447,191
335,-183.77582231608676,56
336,-146.90849133956223,127
337,-151.2770801131186,135
338,-184.6795327522881,17
339,-185.29993670170893,19
340,-179.0592651411035,60
341,-174.96568727475398,93
342,-172.56420345615743,106
343,-148.386952029827,170
344,-172.95367640935228,60
345,-186.90783585111407,23
346,-186.78911407270076,53
347,-178.92431161762977,61
348,-195.3525378439183,20
349,-173.15139235381497,114
350,-195.0193153394287,21
351,-193.97806495940696,17
352,-200.79566915201633,71
353,-172.29537873277994,107
354,-181.93176611587137,73
355,-188.67884425709389,34
356,-196.09418693308524,27
357,-164.16705167271198,76
358,-186.42944999337357,46
359,-175.96840317151063,49
360,-195.59239115991636,24
361,-189.22933054572826,59
362,-150.63922969396526,73
363,-170.77918451409195,137
364,-195.97351622695834,21
365,-138.88028415584876,160
366,-178.72926226725647,95
367,-180.75807084777205,79
368,-195.58468195997952,23
369,-152.83180986497442,105
370,-177.4402831754156,35
371,-194.88205362220074,21
372,-182.1598724455167,40
373,-192.25044068861325,44
374,-194.03982914049277,22
375,-187.37899271866803,55
376,-187.22571441006312,28
377,-183.16729457576514,78
378,-182.73972211753195,49
379,-187.83041303092915,31
380,-185.5127500527826,54
381,-181.73513632697163,82
382,-179.1021641071348,70
383,-177.08811351002615,31
384,-179.70722531293237,74
385,-195.77234021789948,22
386,-185.6800997970158,69
387,-171.13647633406936,48
388,-178.63117872408992,72
389,-181.27660808031777,42
390,-194.6638682520608,19
391,-175.4878317865229,58
392,-187.98202315786745,29
393,-162.1585265567066,133
394,-187.9044387186747,66
395,-195.90459923516119,22
396,-191.9294042117178,69
397,-177.763143342281,35
398,-195.2040959943311,21
399,-185.42557261841029,21
400,-156.13516057547454,104
401,-158.21359390278943,149
402,-194.8401710089119,24
403,-185.69392453654146,21
404,-139.94740882956938,257
405,-182.6509930077241,76
406,-187.60546344997567,35
407,-172.75468039774086,91
408,-193.76508918921286,48
409,-168.71206636246436,66
410,-144.36898064376746,96
411,-159.41043176269082,71
412,-172.08748037706744,93
413,-185.9615087784298,22
414,-187.71893650029602,26
415,-172.12139624924055,83
416,-204.02006535924122,19
417,-188.11757580382397,58
418,-149.0249489108806,154
419,-194.92826810812196,21
420,-180.06308557319377,53
421,-186.64987408159502,49
422,-181.15134633730966,79
423,-174.87370980002362,56
424,-194.40678756798246,19
425,-147.9609619987649,187
426,-128.7245455578902,225
427,-191.9889160159661,34
428,-184.17852248540257,64
429,-171.04021115180137,70
430,-188.76640709873251,49
431,-195.3698358890708,20
432,-179.29126161246936,39
433,-173.37805514129448,75
434,-196.7766380833223,28
435,-184.3437109777861,63
436,-162.82917215013552,115
437,-154.4389367226696,116
438,-191.98562721043612,43
439,-197.584665793589,33
440,-179.2475438418027,59
441,-185.79578871300848,23
442,-194.72459031615426,19
443,-194.59986549717308,19
444,-193.9612081226168,18
445,-5.121009326413002,413
446,-152.14397324139685,101
447,-178.58782348995447,61
448,-178.23871100137757,38
449,-188.69398168021053,32
450,-183.10280967817704,50
451,-143.2156563014453,154
452,-147.98550133103663,119
453,-147.72864068086784,170
454,-160.851265794174,93
455,-186.91685138926874,45
456,-190.99704299579966,56
457,-171.5847157910691,72
458,-186.68779186698825,27
459,-195.5484383428399,22
460,-195.62540129075308,21
461,-175.64622509686987,60
462,-175.67366764634278,98
463,-181.14190914528606,69
464,-175.58259523908112,59
465,-185.75969168163675,28
466,-137.61860401527164,116
467,-194.43073501543523,19
468,-190.4049426815729,40
469,-165.3172529202104,66
470,-168.7169820876007,121
471,-161.76288469028302,130
472,-181.305377408674,56
473,-187.4552634596759,39
474,-185.75062678116976,21
475,-195.0438191925239,20
476,-187.9768018207031,49
477,-186.62941313710644,27
478,-167.70839843514545,59
479,-194.32988698654162,23
480,-165.7431088947514,78
481,-186.90419320744851,26
482,-170.77826014118986,79
483,-114.86555856253457,179
484,-194.94977728055474,19
485,-163.72532731698223,59
486,-194.5479095588107,23
487,-169.51460062018847,97
488,-164.5343670408002,94
489,-194.13317760401367,18
490,-194.04968236984857,41
491,-126.57905452548397,134
492,-149.98277710073475,91
493,-147.24606849104782,171
494,-191.36384711402746,42
495,-168.01444589945942,95
496,-203.11326617162115,65
497,-181.8885362731935,73
498,-195.18263680585886,20
499,-187.57026692503968,56
500,-157.8965338872085,154
501,-194.06960054526897,18
502,-174.99453438175178,55
503,-174.2804527163721,99
504,-173.24488241657275,74
505,-171.21122966458347,76
506,-170.96768273710796,52
507,-194.01333410124957,51
508,-192.2349203644639,40
509,-161.8109331535012,121
510,-172.67002304130727,60
511,-178.81180840055418,28
512,-165.6740820974499,103
513,-189.86669159411926,38
514,-195.22694713224467,21
515,-184.22657984144834,43
516,-163.7772296776554,61
517,-162.4206633089139,82
518,-156.20965727720454,174
519,-195.04575199135326,20
520,-182.00343495923087,51
521,-180.80245258206813,75
522,-194.04395389612884,18
523,-194.75271417013775,19
524,-178.50167251456566,42
525,-174.94036577560897,81
526,-178.98802945293806,65
527,-164.67709305837656,91
528,-185.17589804721206,59
529,-180.97065434253972,68
530,-171.97436219524937,69
531,-194.71383595595745,22
532,-194.47204920170785,19
533,-173.48886547254912,93
534,-154.14643340981576,99
535,-145.03654222470118,100
536,-155.29359008842687,139
537,-170.05692619385042,76
538,-183.81112304410203,98
539,-175.90268807568495,55
540,-132.245713426485,230
541,-179.29922143453774,64
542,-186.67012688529707,26
543,-159.39246781404853,105
544,-161.26028138620043,78
545,-163.8727446681344,61
546,-196.13872960724774,23
547,-165.10951144985845,108
548,-180.4338634209782,80
549,-194.57029038940996,21
550,-195.47981464094818,21
551,-188.93579492647197,52
552,-187.8085332813377,31
553,-178.11597198527357,32
554,-185.35744981320772,60
555,-185.2077567781991,69
556,-172.45842052244575,69
557,-164.84057369490006,138
558,-182.30849234632473,71
559,-159.02892620381795,64
560,-194.10907214478667,20
561,-193.29178342849653,42
562,-185.77654161690117,86
563,-179.26490286744178,40
564,-169.22295375649128,70
565,-148.24035441819825,173
566,-191.86278428768813,49
567,-179.89170551281362,88
568,-195.6814869872764,20
569,-156.48581921013394,104
570,-160.81211298629572,46
571,-150.40672957290465,215
572,-151.52440472993914,144
573,-170.1535449142026,60
574,-182.7011307419801,54
575,-144.32574147888033,155
576,-175.97062880656702,69
577,-153.73032866138965,173
578,-164.22881572843468,138
579,-188.43623261936395,62
580,-187.78497733239467,53
581,-167.23699419005996,115
582,-156.99850905057306,115
583,-88.01890388962657,285
584,-139.85065784361126,155
585,-156.76031716712185,101
586,-194.87450400213777,21
587,-167.09091920509692,82
588,-187.52086630169921,27
589,-173.6854019537391,95
590,-195.36009673052197,22
591,-173.80393366487044,86
592,-180.1108451386083,66
593,-181.21696242327013,49
594,-175.15359918501397,68
595,-139.22903350205934,199
596,-195.01180931648537,21
597,-168.90483339937674,41
598,-189.52749057951712,55
599,-131.76597984574408,338
600,-184.3534140954629,22
601,-163.7091977415945,67
602,-165.68713807944934,106
603,-150.04799986426065,138
604,-187.6678915028887,56
605,-180.55981551660483,62
606,-195.4256170386198,23
607,-196.12172378613892,26
608,-191.37166584654994,48
609,-178.12759879023474,59
610,-186.87634037225916,28
611,-195.3990798031396,22
612,-191.81595748214008,50
613,-196.36243620933138,25
614,-131.10896171980863,102
615,-179.80995867104295,65
616,-153.41791289994336,198
617,-182.65002859486484,45
618,-158.3867224219721,120
619,-161.2998645414814,118
620,-159.74879343754498,67
621,-175.46038296436978,55
622,-149.7735328972876,95
623,-191.1560077041794,42
624,-180.15084936506213,48
625,-189.6746949569681,44
626,-180.62557942126048,54
627,-194.31465354266547,19
628,-171.85449227523821,133
629,-122.4446750975229,288
630,-194.8933401094583,20
631,-164.0309421128257,81
632,-159.33199078179848,133
633,-138.2240299413381,166
634,-168.67446478008236,122
635,-104.76949261839476,288
636,-187.579976442178,34
637,-186.93383807968118,29
638,-195.4487689364393,27
639,-195.0254459207078,22
640,-149.46641828023084,116
641,-172.23743404774106,106
642,-184.0622593469282,69
643,-194.4392163060892,19
644,-176.91991040136512,48
645,-143.4184734420487,99
646,-194.10847814336134,70
647,-184.71805857453816,20
648,-185.96065613260365,25
649,-150.23380727419456,132
650,-183.91905615775778,81
651,-174.9414607699333,66
652,-180.9016018489437,109
653,-195.24532553288134,20
654,-163.5533019727613,89
655,-178.77657186760095,58
656,-195.01931868003598,21
657,-190.27698633618888,31
658,-169.35193760770755,60
659,-194.79762919463755,19
660,-194.82180945273757,19
661,-158.31764517327463,123
662,-178.03774220866583,60
663,-141.07301451446506,197
664,-181.9598131229258,70
665,-169.36898626767598,128
666,-170.97607383698994,43
667,-186.52428473805853,28
668,-189.20716864746277,31
669,-176.89100010498152,120
670,-177.60362409527912,54
671,-169.77538716452082,64
672,-158.27744711647543,114
673,-196.02907443629366,22
674,-124.3969153949424,172
675,-143.47160027195295,138
676,-183.30711988509492,79
677,-105.17757682883659,242
678,-195.3272541803149,20
679,-148.38731357614625,181
680,-146.10078677750218,127
681,-194.7915004102184,19
682,-118.68703036109284,167
683,-180.4198401658569,39
684,-170.82429203914768,39
685,-182.31913289786112,42
686,-195.27157668965202,26
687,-157.67467848734506,89
688,-165.20097278082585,70
689,-194.38324953981189,19
690,-99.2804889377423,236
691,-179.11914054811774,64
692,-147.31641321492017,160
693,-159.233044837573,130
694,-181.0332335317981,71
695,-172.1452733755806,64
696,-180.66807020199272,65
697,-187.5460716896601,50
698,-197.20267935786603,37
699,-195.23415111548795,20
700,-149.13766972585213,135
701,-183.53852015357353,44
702,-155.11371569071073,116
703,-194.73090970697118,21
704,-175.71120062728235,78
705,-188.3373386342117,65
706,-161.05312072878453,76
707,-181.4924882126982,57
708,-187.84742464058544,56
709,-174.20775074245762,69
710,-135.49262716171734,107
711,-166.9343064906409,127
712,-198.0485205828457,28
713,-169.88971186336144,73
714,-188.25788932916964,62
715,-177.40193074840457,103
716,-169.09779120382703,66
717,-165.75226888044378,114
718,-166.53579521411072,104
719,-113.56184528159618,248
720,-185.05576686379385,26
721,-169.78102664770773,71
722,-178.63010035288227,77
723,-172.78865892481952,80
724,-178.89475313178298,36
725,-197.0016145268202,27
726,-170.18788427430826,73
727,-186.84999971574902,74
728,-175.03514693031983,96
729,-156.69640770232954,108
730,-183.09878021792903,81
731,-155.14179405286865,89
732,-159.81170667433645,68
733,-170.98989564254634,44
734,-164.97041929963407,95
735,-180.74151642630596,75
736,-174.9672591766139,90
737,-163.54308699478418,138
738,-194.8387386741878,19
739,-178.1220518263685,42
740,-173.08325010683447,87
741,-178.88418351805484,37
742,-186.14542859568243,21
743,-174.1630018771011,44
744,-187.1363627598678,34
745,-128.99832109481298,132
746,-194.51652493926602,19
747,-196.05992367533128,21
748,-174.05761492518775,91
749,-148.54155171225239,138
750,-197.53543232300495,28
751,-160.6246795194962,126
752,-190.647787605241,37
753,-190.12203887451446,45
754,-154.05786407778112,93
755,-198.03109108259056,27
756,-172.50233044941305,77
757,-178.4085930788313,42
758,-196.44977171716332,23
759,-187.63915972829977,28
760,-131.8979360919053,198
761,-184.65537322713914,23
762,-180.60378464883286,56
763,-166.8763952646941,69
764,-169.48128439769715,84
765,-160.41363824891877,78
766,-181.77292128840426,76
767,-172.6255922151275,71
768,-182.21963839842505,53
769,-164.96964410699002,98
770,-174.9560720957077,54
771,-180.40546141574,39
772,-196.32511364095265,24
773,-148.67706867930124,111
774,-171.18093569750064,74
775,-194.41627032077247,19
776,-183.31575372684748,53
777,-166.8266284521353,57
778,-187.83750890121908,26
779,-175.59892823837401,58
780,-186.17937243738555,89
781,-179.6371476041026,36
782,-179.08270033959187,65
783,-132.36715074348461,194
784,-199.01802675363348,56
785,-171.5308400842636,104
786,-195.4262554061875,21
787,-181.11972249656463,66
788,-153.6648965032611,95
789,-196.05632586017333,23
790,-190.5716028798037,118
791,-162.24330136005352,100
792,-163.27414350885644,176
793,-172.11032750017569,43
794,-188.50033846132345,35
795,-181.051916837309,70
796,-163.3273712805298,146
797,-180.0213812741244,63
798,-195.0912346597783,20
799,-190.72293218297625,59
800,-154.5936241254287,151
801,-183.3548190625462,79
802,-185.45976969231663,26
803,-158.3712229044273,83
804,-196.65107994437875,24
805,-174.69359984169077,94
806,-171.30379053978254,44
807,-186.26577194461203,24
808,-196.01018934894725,27
809,-194.50173712985864,19
810,-195.06655159790128,21
811,-164.00728855870358,94
812,-193.72591499081216,57
813,-136.24329738320262,117
814,-171.20482300040032,67
815,-121.78040619290128,190
816,-188.50520631992944,35
817,-136.3999451176662,114
818,-161.89058869114893,137
819,-178.35982580251786,76
820,-181.71664540624252,45
821,-132.3942646999858,162
822,-170.45731424471668,94
823,-174.15604429422794,85
824,-166.76947078970372,109
825,-177.5798527369493,89
826,-166.10961025998557,51
827,-197.1205683141582,26
828,-176.89985976534234,49
829,-132.2971908217058,199
830,-163.07522280020393,90
831,-179.5672349868584,38
832,-186.8519600095276,24
833,-196.64339947024837,26
834,-140.86894496706933,197
835,-194.54568818317338,19
836,-196.50052682854184,23
837,-176.11796922586328,82
838,-195.0344450694091,21
839,-167.33324548373216,116
840,-188.9241436963763,51
841,-175.39818352858381,54
842,-181.36726276122255,82
843,-177.5640527923941,56
844,-195.06010510634349,86
845,-180.4698486879494,71
846,-182.46579964784223,78
847,-186.63705436794768,23
848,-163.5182354579966,89
849,-163.79635056411206,163
850,-175.5777290517987,52
851,-158.9128791739034,73
852,-170.3210102929294,64
853,-179.43457283752488,47
854,-195.06697890628865,19
855,-195.61352626826985,23
856,-190.55097943702364,37
857,-190.65079723192295,43
858,-127.86147791947442,178
859,-184.13013548092658,106
860,-173.57240001126803,86
861,-185.38812635312752,47
862,-168.04596269979407,58
863,-180.36704669747087,51
864,-185.56891421837867,49
865,-176.498215043127,56
866,-139.3145329690485,123
867,-166.55024016267257,107
868,-180.65943262584696,70
869,-187.6255642136127,34
870,-183.54594447659008,52
871,-174.28179687523462,93
872,-170.79194523752506,82
873,-168.5010638152828,59
874,-167.65800579421796,75
875,-143.2220009757795,181
876,-164.0172231274762,69
877,-190.64808795520744,86
878,-179.35707870832204,44
879,-170.9788418316292,83
880,-195.1613649581675,23
881,-198.21139522502696,29
882,-174.68389023611627,94
883,-188.706348244481,33
884,-187.06958421925307,28
885,-186.54652103075188,45
886,-167.43962568683523,59
887,-176.03766377717383,84
888,-179.71780874524973,51
889,-165.3648425341791,97
890,-162.5639555256412,84
891,-182.95675599779284,84
892,-172.28104983663448,80
893,-76.19189867485757,258
894,-160.29184754838556,80
895,-175.8934539907467,100
896,76.95998095582104,506
897,-66.1536255960851,388
898,-91.86948460647696,317
899,-146.58691918804556,112
900,-195.47113315574586,21
901,-151.4981637587987,155
902,-180.6089695723802,68
903,-185.51923057758012,60
904,-142.32929242699618,100
905,-181.088844077092,78
906,-173.26254052222345,61
907,-148.62725204837176,138
908,-193.05755361454987,75
909,-182.07856479425794,52
910,-155.22514452859872,111
911,-195.51630595474438,24
912,-154.0059337562652,131
913,-147.07197845132936,146
914,-194.69498417969365,19
915,-195.40490230669576,22
916,-199.29750456038252,37
917,-132.3673185105075,187
918,-190.77808907843018,49
919,-185.74276774739303,26
920,-181.600241165449,64
921,-195.09231926720378,20
922,-170.20230256635088,70
923,-178.90664169360323,59
924,-190.30151099596912,31
925,-198.42411005016527,50
926,-171.40096079948935,67
927,-185.44055862427493,23
928,-186.91873113144084,27
929,-168.62835195655012,147
930,-184.03917657778248,56
931,-186.22836436846904,22
932,-167.1258777199167,82
933,-184.95329358334905,75
934,-189.11801015020384,43
935,-187.4512755954394,48
936,-167.30810815470397,89
937,-196.81850031355782,25
938,-150.17012663310754,138
939,-150.66062914750512,130
940,-178.29859805664597,88
941,-81.80227129442514,425
942,-118.14963368897098,174
943,-177.83072162215734,104
944,-171.416103497539,103
945,-186.24590130781,23
946,-165.55565852217129,113
947,-179.560038652488,58
948,-171.8139187316011,67
949,-162.97975896886484,90
950,-167.3175702884789,58
951,-56.26986790394017,284
952,-188.89994926154972,37
953,-166.99123048998513,70
954,-195.4587492124645,21
955,-194.86987213933116,20
956,-120.63352181082891,228
957,-174.73179611381104,73
958,-179.59141420449942,73
959,-171.218563560104,77
960,-115.44988041074554,392
961,-189.33368284689539,36
962,-178.59184638116514,80
963,-173.83274794406262,65
964,-196.2817416052016,24
965,-187.40862413874734,30
966,-153.78794226137802,139
967,-167.51121414688407,67
968,-174.74420002033258,99
969,-172.19426754999705,74
970,-179.96232884572476,71
971,-165.37495570209245,96
972,-138.04836400141923,201
973,-176.74685324635976,101
974,-179.8039646008941,64
975,-181.70619146435922,52
976,-193.8720208049801,18
977,-178.94916347362303,58
978,-184.81812266601622,83
979,-195.28599046297632,22
980,-161.80005008535258,176
981,-191.21506015386112,64
982,-177.07470330675642,80
983,-179.63099845986156,62
984,-160.36639854763274,312
985,-183.8587247635578,65
986,-194.62726109597642,20
987,-194.68881307317622,20
988,-127.17439848436769,173
989,-195.19488742136937,21
990,-176.99618490704282,33
991,-181.6174883148363,73
992,-165.21680183334493,104
993,-181.98965389195166,76
994,-169.54303500844222,64
995,-189.48858781695753,37
996,-194.85432686933495,22
997,-186.1389819204137,28
998,-197.62747227908125,27
999,-180.4023047192801,116
1000,-171.1404678057034,85
1001,-157.61242468840376,138
1002,-165.78548106574067,87
1003,-174.0048220368514,89
1004,-182.8677401056222,53
1005,-179.88096580692755,85
1006,-161.43332541474695,172
1007,-174.14879094900576,86
1008,-187.89498393750165,54
1009,-180.97996291316923,80
1010,-191.77342220535664,58
1011,-163.9285319866027,113
1012,-164.52245063388813,436
1013,-175.21886809272462,59
1014,-200.18145636423912,55
1015,-171.1282214412579,128
1016,-118.42024586877406,185
1017,-173.9534819212676,85
1018,-163.90798761737392,101
1019,-169.41806096264492,81
1020,-147.8372938741174,266
1021,-182.36912648093187,42
1022,-196.1565487022768,23
1023,-170.18338453112807,67
1024,-142.64323775929955,158
1025,-166.21054304384342,69
1026,-174.18394280898673,53
1027,-180.11709705589465,63
1028,-181.33447464388442,54
1029,-130.17725089619057,121
1030,-169.1080733724662,66
1031,-161.28185527103454,85
1032,-199.68310151175277,55
1033,-157.13240725979514,110
1034,-169.64799566547802,62
1035,-177.68280294864488,59
1036,-162.7159291167859,90
1037,-185.8584740914099,52
1038,-161.07970799736057,71
1039,-195.78374793966856,24
1040,-194.88474704153793,20
1041,-189.42869673944298,35
1042,-119.4746601968691,204
1043,-192.77708895371927,83
1044,-151.33656298319528,135
1045,-162.02683025955963,82
1046,-182.22426434258438,52
1047,-186.943854989143,52
1048,-168.40830137860024,77
1049,-191.94184255317742,43
1050,-173.17652623654303,41
1051,-179.72410542808962,66
1052,-139.5034697510174,135
1053,-146.0077714046068,162
1054,-186.87934095714337,58
1055,-197.78400374384438,31
1056,-171.6002312265612,71
1057,-178.19522474536097,107
1058,-148.60531978274224,141
1059,-185.61377361708253,67
1060,-187.15614629295843,31
1061,-194.94957087442495,20
1062,-197.69305776849643,48
1063,-166.4588808116216,112
1064,-135.22706639043463,178
1065,-196.750653548396,33
1066,-176.0582799730781,54
1067,-178.82198210425153,56
1068,-182.93586737548418,81
1069,-147.0683934101202,200
1070,-106.93184724903178,151
